champion_i,champion_j,games_ij
Naafiri,Twisted Fate,1438.0
Naafiri,Syndra,1387.0
Naafiri,Lux,1356.0
Naafiri,Diana,1253.0
Naafiri,Orianna,1173.0
Naafiri,Galio,1166.0
Naafiri,Ryze,1107.0
Naafiri,Zoe,1089.0
Naafiri,Kassadin,1054.0
Naafiri,Aurora,1049.0
Naafiri,Lissandra,1033.0
Naafiri,Vex,977.0
Naafiri,Hwei,966.0
Naafiri,Anivia,937.0
Naafiri,Aurelion Sol,903.0
Naafiri,Ekko,871.0
Naafiri,Irelia,839.0
Naafiri,Vladimir,833.0
Naafiri,Akshan,771.0
Naafiri,Qiyana,624.0
Naafiri,Annie,602.0
Naafiri,Talon,584.0
Naafiri,Taliyah,514.0
Naafiri,Azir,496.0
Naafiri,Malphite,400.0
Naafiri,Swain,376.0
Naafiri,Brand,327.0
Naafiri,Vel'Koz,323.0
Naafiri,Smolder,316.0
Naafiri,Cassiopeia,290.0
Naafiri,Sion,286.0
Naafiri,Ziggs,270.0
Naafiri,Pantheon,255.0
Naafiri,Nasus,195.0
Naafiri,Cho'Gath,194.0
Naafiri,Kayle,184.0
Naafiri,Jayce,162.0
Naafiri,Morgana,159.0
Naafiri,Kog'Maw,152.0
Annie,Ahri,5391.0
Annie,Yasuo,3091.0
Annie,Katarina,2035.0
Annie,Akali,1941.0
Annie,Yone,1836.0
Annie,Viktor,1726.0
Annie,Zed,1718.0
Annie,Malzahar,1547.0
Annie,Mel,1396.0
Annie,Syndra,1395.0
Annie,Sylas,1388.0
Annie,Xerath,1332.0
Annie,Veigar,1220.0
Annie,Lux,1185.0
Annie,Fizz,1169.0
Annie,Twisted Fate,1152.0
Annie,Zoe,1118.0
Annie,Galio,1096.0
Annie,LeBlanc,1059.0
Annie,Akshan,1051.0
Annie,Orianna,1029.0
Annie,Diana,970.0
Annie,Ryze,957.0
Annie,Aurora,907.0
Annie,Hwei,871.0
Annie,Vex,840.0
Annie,Ekko,777.0
Annie,Aurelion Sol,764.0
Annie,Anivia,733.0
Annie,Kassadin,729.0
Annie,Vladimir,696.0
Annie,Irelia,621.0
Annie,Lissandra,605.0
Annie,Naafiri,602.0
Annie,Qiyana,566.0
Annie,Talon,469.0
Annie,Azir,388.0
Annie,Taliyah,372.0
Annie,Vel'Koz,285.0
Annie,Brand,236.0
Annie,Cassiopeia,229.0
Annie,Smolder,226.0
Annie,Swain,224.0
Annie,Ziggs,197.0
Annie,Sion,186.0
Annie,Cho'Gath,146.0
Annie,Kayle,143.0
Annie,Malphite,142.0
Annie,Pantheon,139.0
Annie,Morgana,134.0
Annie,Jayce,120.0
Annie,Nasus,116.0
Annie,Kog'Maw,116.0
Sylas,Ahri,17164.0
Sylas,Akali,7233.0
Sylas,Yasuo,6985.0
Sylas,Zed,6009.0
Sylas,Viktor,5474.0
Sylas,Yone,5099.0
Sylas,Twisted Fate,5011.0
Sylas,Katarina,4876.0
Sylas,Malzahar,4245.0
Sylas,Mel,4058.0
Sylas,Diana,3637.0
Sylas,Fizz,3597.0
Sylas,Galio,3460.0
Sylas,Orianna,3441.0
Sylas,Xerath,3428.0
Sylas,Veigar,3412.0
Sylas,Ryze,3307.0
Sylas,LeBlanc,3085.0
Sylas,Ekko,3056.0
Sylas,Syndra,2906.0
Sylas,Lux,2758.0
Sylas,Aurora,2665.0
Sylas,Vex,2616.0
Sylas,Lissandra,2380.0
Sylas,Zoe,2363.0
Sylas,Hwei,2248.0
Sylas,Aurelion Sol,2179.0
Sylas,Anivia,2142.0
Sylas,Kassadin,1939.0
Sylas,Irelia,1939.0
Sylas,Naafiri,1935.0
Sylas,Vladimir,1868.0
Sylas,Qiyana,1682.0
Sylas,Talon,1541.0
Sylas,Akshan,1451.0
Sylas,Annie,1388.0
Sylas,Taliyah,1319.0
Sylas,Azir,1277.0
Sylas,Cassiopeia,1151.0
Sylas,Malphite,1093.0
Sylas,Swain,1052.0
Sylas,Vel'Koz,740.0
Sylas,Smolder,727.0
Sylas,Pantheon,688.0
Sylas,Brand,680.0
Sylas,Sion,585.0
Sylas,Ziggs,574.0
Sylas,Jayce,539.0
Sylas,Cho'Gath,524.0
Sylas,Kayle,488.0
Sylas,Nasus,373.0
Sylas,Morgana,358.0
Sylas,Kog'Maw,326.0
Zoe,Ahri,6634.0
Zoe,Yasuo,3217.0
Zoe,Mel,3021.0
Zoe,Zed,2991.0
Zoe,Viktor,2932.0
Zoe,Malzahar,2793.0
Zoe,Katarina,2596.0
Zoe,Akali,2415.0
Zoe,Sylas,2363.0
Zoe,Xerath,2134.0
Zoe,Yone,2129.0
Zoe,Twisted Fate,2064.0
Zoe,Syndra,2025.0
Zoe,Fizz,1904.0
Zoe,Lux,1886.0
Zoe,LeBlanc,1842.0
Zoe,Veigar,1732.0
Zoe,Orianna,1615.0
Zoe,Aurora,1587.0
Zoe,Galio,1371.0
Zoe,Diana,1371.0
Zoe,Ryze,1264.0
Zoe,Hwei,1253.0
Zoe,Anivia,1243.0
Zoe,Ekko,1168.0
Zoe,Annie,1118.0
Zoe,Aurelion Sol,1114.0
Zoe,Naafiri,1089.0
Zoe,Kassadin,1076.0
Zoe,Vex,1060.0
Zoe,Akshan,1055.0
Zoe,Vladimir,981.0
Zoe,Irelia,931.0
Zoe,Lissandra,931.0
Zoe,Qiyana,794.0
Zoe,Talon,761.0
Zoe,Taliyah,622.0
Zoe,Azir,613.0
Zoe,Vel'Koz,468.0
Zoe,Morgana,380.0
Zoe,Brand,365.0
Zoe,Ziggs,340.0
Zoe,Cassiopeia,331.0
Zoe,Sion,305.0
Zoe,Swain,303.0
Zoe,Smolder,283.0
Zoe,Jayce,268.0
Zoe,Kog'Maw,241.0
Zoe,Kayle,222.0
Zoe,Pantheon,215.0
Zoe,Malphite,201.0
Zoe,Cho'Gath,175.0
Zoe,Nasus,159.0
Syndra,Ahri,9739.0
Syndra,Viktor,5047.0
Syndra,Xerath,4252.0
Syndra,Yasuo,4063.0
Syndra,Malzahar,3945.0
Syndra,Mel,3944.0
Syndra,Katarina,3577.0
Syndra,Fizz,3354.0
Syndra,Zed,3126.0
Syndra,Veigar,3032.0
Syndra,Orianna,3020.0
Syndra,Sylas,2906.0
Syndra,Akali,2858.0
Syndra,Lux,2857.0
Syndra,Yone,2776.0
Syndra,Twisted Fate,2502.0
Syndra,Ryze,2240.0
Syndra,LeBlanc,2203.0
Syndra,Aurora,2196.0
Syndra,Hwei,2132.0
Syndra,Zoe,2025.0
Syndra,Galio,1951.0
Syndra,Anivia,1941.0
Syndra,Diana,1922.0
Syndra,Aurelion Sol,1887.0
Syndra,Ekko,1801.0
Syndra,Vex,1640.0
Syndra,Kassadin,1614.0
Syndra,Akshan,1584.0
Syndra,Lissandra,1543.0
Syndra,Annie,1395.0
Syndra,Naafiri,1387.0
Syndra,Vladimir,1344.0
Syndra,Irelia,1320.0
Syndra,Qiyana,982.0
Syndra,Taliyah,971.0
Syndra,Azir,954.0
Syndra,Talon,862.0
Syndra,Vel'Koz,835.0
Syndra,Cassiopeia,784.0
Syndra,Ziggs,614.0
Syndra,Brand,601.0
Syndra,Smolder,553.0
Syndra,Swain,461.0
Syndra,Sion,434.0
Syndra,Kog'Maw,419.0
Syndra,Kayle,399.0
Syndra,Cho'Gath,336.0
Syndra,Pantheon,317.0
Syndra,Malphite,309.0
Syndra,Morgana,303.0
Syndra,Jayce,295.0
Syndra,Nasus,259.0
Hwei,Ahri,5712.0
Hwei,Viktor,3513.0
Hwei,Malzahar,2999.0
Hwei,Xerath,2958.0
Hwei,Yasuo,2897.0
Hwei,Mel,2543.0
Hwei,Zed,2305.0
Hwei,Katarina,2281.0
Hwei,Akali,2276.0
Hwei,Sylas,2248.0
Hwei,Syndra,2132.0
Hwei,Veigar,2037.0
Hwei,Twisted Fate,1996.0
Hwei,Yone,1976.0
Hwei,Lux,1923.0
Hwei,Orianna,1763.0
Hwei,Fizz,1653.0
Hwei,Ryze,1525.0
Hwei,Diana,1520.0
Hwei,Anivia,1472.0
Hwei,Galio,1456.0
Hwei,Aurora,1374.0
Hwei,LeBlanc,1349.0
Hwei,Aurelion Sol,1335.0
Hwei,Zoe,1253.0
Hwei,Ekko,1210.0
Hwei,Vex,1089.0
Hwei,Vladimir,1029.0
Hwei,Lissandra,1028.0
Hwei,Kassadin,994.0
Hwei,Akshan,980.0
Hwei,Naafiri,966.0
Hwei,Irelia,925.0
Hwei,Annie,871.0
Hwei,Qiyana,762.0
Hwei,Talon,710.0
Hwei,Taliyah,704.0
Hwei,Azir,696.0
Hwei,Vel'Koz,469.0
Hwei,Swain,417.0
Hwei,Brand,405.0
Hwei,Ziggs,392.0
Hwei,Cassiopeia,388.0
Hwei,Sion,338.0
Hwei,Smolder,312.0
Hwei,Nasus,255.0
Hwei,Cho'Gath,254.0
Hwei,Malphite,236.0
Hwei,Jayce,233.0
Hwei,Pantheon,228.0
Hwei,Kayle,224.0
Hwei,Kog'Maw,224.0
Hwei,Morgana,207.0
LeBlanc,Ahri,8499.0
LeBlanc,Yasuo,4024.0
LeBlanc,Malzahar,3940.0
LeBlanc,Zed,3923.0
LeBlanc,Viktor,3641.0
LeBlanc,Akali,3532.0
LeBlanc,Katarina,3314.0
LeBlanc,Vex,3244.0
LeBlanc,Sylas,3085.0
LeBlanc,Xerath,2875.0
LeBlanc,Mel,2650.0
LeBlanc,Twisted Fate,2537.0
LeBlanc,Yone,2511.0
LeBlanc,Fizz,2449.0
LeBlanc,Galio,2301.0
LeBlanc,Lux,2250.0
LeBlanc,Syndra,2203.0
LeBlanc,Veigar,2167.0
LeBlanc,Diana,2156.0
LeBlanc,Orianna,2146.0
LeBlanc,Lissandra,1955.0
LeBlanc,Aurora,1858.0
LeBlanc,Zoe,1842.0
LeBlanc,Ryze,1746.0
LeBlanc,Naafiri,1499.0
LeBlanc,Anivia,1416.0
LeBlanc,Kassadin,1414.0
LeBlanc,Ekko,1373.0
LeBlanc,Hwei,1349.0
LeBlanc,Aurelion Sol,1308.0
LeBlanc,Akshan,1286.0
LeBlanc,Vladimir,1225.0
LeBlanc,Irelia,1199.0
LeBlanc,Annie,1059.0
LeBlanc,Qiyana,969.0
LeBlanc,Azir,943.0
LeBlanc,Talon,802.0
LeBlanc,Taliyah,754.0
LeBlanc,Vel'Koz,538.0
LeBlanc,Brand,458.0
LeBlanc,Sion,440.0
LeBlanc,Smolder,438.0
LeBlanc,Ziggs,419.0
LeBlanc,Cassiopeia,388.0
LeBlanc,Swain,329.0
LeBlanc,Malphite,294.0
LeBlanc,Pantheon,284.0
LeBlanc,Jayce,275.0
LeBlanc,Kog'Maw,273.0
LeBlanc,Cho'Gath,253.0
LeBlanc,Morgana,240.0
LeBlanc,Kayle,235.0
LeBlanc,Nasus,193.0
Yone,Yasuo,9859.0
Yone,Ahri,9448.0
Yone,Akali,5782.0
Yone,Viktor,5180.0
Yone,Sylas,5099.0
Yone,Malzahar,4632.0
Yone,Zed,4504.0
Yone,Katarina,4494.0
Yone,Mel,4121.0
Yone,Twisted Fate,3414.0
Yone,Xerath,3284.0
Yone,Galio,3122.0
Yone,Veigar,2996.0
Yone,Fizz,2980.0
Yone,Kassadin,2966.0
Yone,Ryze,2951.0
Yone,Lux,2866.0
Yone,Syndra,2776.0
Yone,Diana,2730.0
Yone,Orianna,2632.0
Yone,Aurelion Sol,2535.0
Yone,LeBlanc,2511.0
Yone,Vex,2432.0
Yone,Aurora,2385.0
Yone,Anivia,2170.0
Yone,Zoe,2129.0
Yone,Ekko,2117.0
Yone,Irelia,1998.0
Yone,Lissandra,1997.0
Yone,Hwei,1976.0
Yone,Vladimir,1965.0
Yone,Annie,1836.0
Yone,Naafiri,1805.0
Yone,Akshan,1764.0
Yone,Azir,1435.0
Yone,Qiyana,1293.0
Yone,Talon,1222.0
Yone,Taliyah,1110.0
Yone,Malphite,857.0
Yone,Cassiopeia,765.0
Yone,Vel'Koz,749.0
Yone,Brand,746.0
Yone,Pantheon,742.0
Yone,Smolder,742.0
Yone,Swain,642.0
Yone,Ziggs,586.0
Yone,Sion,545.0
Yone,Jayce,489.0
Yone,Cho'Gath,471.0
Yone,Nasus,435.0
Yone,Kayle,377.0
Yone,Kog'Maw,370.0
Yone,Morgana,349.0
Ekko,Ahri,4972.0
Ekko,Yasuo,3506.0
Ekko,Zed,3360.0
Ekko,Sylas,3056.0
Ekko,Malzahar,3021.0
Ekko,Katarina,2684.0
Ekko,Viktor,2544.0
Ekko,Akali,2292.0
Ekko,Mel,2180.0
Ekko,Yone,2117.0
Ekko,Veigar,2076.0
Ekko,Fizz,1975.0
Ekko,Xerath,1925.0
Ekko,Syndra,1801.0
Ekko,Diana,1593.0
Ekko,Twisted Fate,1585.0
Ekko,Lux,1584.0
Ekko,Ryze,1523.0
Ekko,Galio,1462.0
Ekko,Orianna,1451.0
Ekko,LeBlanc,1373.0
Ekko,Aurelion Sol,1288.0
Ekko,Hwei,1210.0
Ekko,Kassadin,1186.0
Ekko,Anivia,1172.0
Ekko,Zoe,1168.0
Ekko,Aurora,1133.0
Ekko,Lissandra,1101.0
Ekko,Vex,1058.0
Ekko,Vladimir,1043.0
Ekko,Akshan,985.0
Ekko,Irelia,889.0
Ekko,Naafiri,871.0
Ekko,Qiyana,822.0
Ekko,Annie,777.0
Ekko,Talon,654.0
Ekko,Azir,590.0
Ekko,Taliyah,570.0
Ekko,Vel'Koz,485.0
Ekko,Brand,406.0
Ekko,Cassiopeia,388.0
Ekko,Smolder,360.0
Ekko,Swain,325.0
Ekko,Ziggs,290.0
Ekko,Pantheon,286.0
Ekko,Sion,274.0
Ekko,Kayle,256.0
Ekko,Cho'Gath,250.0
Ekko,Kog'Maw,240.0
Ekko,Malphite,227.0
Ekko,Jayce,201.0
Ekko,Morgana,192.0
Ekko,Nasus,187.0
Lissandra,Ahri,5244.0
Lissandra,Yasuo,4864.0
Lissandra,Zed,3933.0
Lissandra,Katarina,3238.0
Lissandra,Akali,2799.0
Lissandra,Fizz,2393.0
Lissandra,Sylas,2380.0
Lissandra,Viktor,2297.0
Lissandra,Malzahar,2258.0
Lissandra,Yone,1997.0
Lissandra,Xerath,1983.0
Lissandra,LeBlanc,1955.0
Lissandra,Mel,1720.0
Lissandra,Veigar,1677.0
Lissandra,Syndra,1543.0
Lissandra,Lux,1439.0
Lissandra,Twisted Fate,1419.0
Lissandra,Diana,1299.0
Lissandra,Orianna,1270.0
Lissandra,Galio,1151.0
Lissandra,Ryze,1140.0
Lissandra,Ekko,1101.0
Lissandra,Naafiri,1033.0
Lissandra,Hwei,1028.0
Lissandra,Irelia,1021.0
Lissandra,Aurelion Sol,999.0
Lissandra,Anivia,984.0
Lissandra,Aurora,960.0
Lissandra,Vladimir,955.0
Lissandra,Zoe,931.0
Lissandra,Kassadin,930.0
Lissandra,Vex,925.0
Lissandra,Akshan,824.0
Lissandra,Qiyana,790.0
Lissandra,Talon,661.0
Lissandra,Annie,605.0
Lissandra,Azir,486.0
Lissandra,Taliyah,450.0
Lissandra,Vel'Koz,353.0
Lissandra,Brand,333.0
Lissandra,Smolder,326.0
Lissandra,Cassiopeia,305.0
Lissandra,Swain,273.0
Lissandra,Ziggs,264.0
Lissandra,Malphite,228.0
Lissandra,Pantheon,223.0
Lissandra,Sion,221.0
Lissandra,Kayle,198.0
Lissandra,Morgana,179.0
Lissandra,Cho'Gath,176.0
Lissandra,Jayce,161.0
Lissandra,Kog'Maw,150.0
Lissandra,Nasus,149.0
Irelia,Ahri,4234.0
Irelia,Yasuo,3387.0
Irelia,Zed,2881.0
Irelia,Akali,2412.0
Irelia,Malzahar,2398.0
Irelia,Katarina,2384.0
Irelia,Viktor,2347.0
Irelia,Yone,1998.0
Irelia,Mel,1994.0
Irelia,Sylas,1939.0
Irelia,Xerath,1539.0
Irelia,Twisted Fate,1387.0
Irelia,Veigar,1342.0
Irelia,Fizz,1327.0
Irelia,Syndra,1320.0
Irelia,Orianna,1292.0
Irelia,Lux,1255.0
Irelia,Diana,1250.0
Irelia,LeBlanc,1199.0
Irelia,Vex,1185.0
Irelia,Ryze,1163.0
Irelia,Anivia,1060.0
Irelia,Lissandra,1021.0
Irelia,Vladimir,1017.0
Irelia,Galio,1016.0
Irelia,Aurora,978.0
Irelia,Kassadin,969.0
Irelia,Zoe,931.0
Irelia,Hwei,925.0
Irelia,Aurelion Sol,890.0
Irelia,Ekko,889.0
Irelia,Akshan,883.0
Irelia,Naafiri,839.0
Irelia,Annie,621.0
Irelia,Qiyana,613.0
Irelia,Talon,586.0
Irelia,Taliyah,514.0
Irelia,Azir,509.0
Irelia,Malphite,507.0
Irelia,Cassiopeia,436.0
Irelia,Vel'Koz,342.0
Irelia,Smolder,325.0
Irelia,Brand,313.0
Irelia,Pantheon,305.0
Irelia,Ziggs,261.0
Irelia,Swain,252.0
Irelia,Sion,204.0
Irelia,Nasus,190.0
Irelia,Jayce,184.0
Irelia,Cho'Gath,179.0
Irelia,Kog'Maw,172.0
Irelia,Kayle,158.0
Irelia,Morgana,147.0
Akshan,Ahri,4755.0
Akshan,Zed,2252.0
Akshan,Yasuo,2207.0
Akshan,Malzahar,2158.0
Akshan,Viktor,2131.0
Akshan,Akali,2047.0
Akshan,Katarina,2045.0
Akshan,Mel,1925.0
Akshan,Yone,1764.0
Akshan,Syndra,1584.0
Akshan,Twisted Fate,1499.0
Akshan,Veigar,1494.0
Akshan,Sylas,1451.0
Akshan,Xerath,1397.0
Akshan,Lux,1342.0
Akshan,LeBlanc,1286.0
Akshan,Orianna,1269.0
Akshan,Diana,1240.0
Akshan,Fizz,1215.0
Akshan,Ryze,1133.0
Akshan,Aurora,1096.0
Akshan,Zoe,1055.0
Akshan,Annie,1051.0
Akshan,Vladimir,1042.0
Akshan,Aurelion Sol,995.0
Akshan,Ekko,985.0
Akshan,Anivia,984.0
Akshan,Hwei,980.0
Akshan,Vex,957.0
Akshan,Kassadin,911.0
Akshan,Irelia,883.0
Akshan,Malphite,864.0
Akshan,Lissandra,824.0
Akshan,Galio,797.0
Akshan,Naafiri,771.0
Akshan,Qiyana,689.0
Akshan,Talon,555.0
Akshan,Taliyah,538.0
Akshan,Azir,497.0
Akshan,Cassiopeia,418.0
Akshan,Vel'Koz,399.0
Akshan,Brand,322.0
Akshan,Pantheon,314.0
Akshan,Swain,293.0
Akshan,Smolder,278.0
Akshan,Sion,274.0
Akshan,Ziggs,255.0
Akshan,Jayce,217.0
Akshan,Kog'Maw,213.0
Akshan,Kayle,197.0
Akshan,Cho'Gath,186.0
Akshan,Nasus,142.0
Akshan,Morgana,119.0
Sion,Malzahar,1483.0
Sion,Ahri,1248.0
Sion,Zed,991.0
Sion,Yasuo,809.0
Sion,Viktor,713.0
Sion,Akali,691.0
Sion,Mel,635.0
Sion,Katarina,597.0
Sion,Fizz,592.0
Sion,Sylas,585.0
Sion,Yone,545.0
Sion,Twisted Fate,494.0
Sion,LeBlanc,440.0
Sion,Syndra,434.0
Sion,Xerath,432.0
Sion,Veigar,423.0
Sion,Orianna,398.0
Sion,Ryze,387.0
Sion,Diana,371.0
Sion,Lux,360.0
Sion,Aurelion Sol,360.0
Sion,Aurora,360.0
Sion,Galio,358.0
Sion,Hwei,338.0
Sion,Anivia,319.0
Sion,Zoe,305.0
Sion,Naafiri,286.0
Sion,Qiyana,278.0
Sion,Akshan,274.0
Sion,Ekko,274.0
Sion,Vladimir,236.0
Sion,Kassadin,236.0
Sion,Vex,235.0
Sion,Lissandra,221.0
Sion,Talon,206.0
Sion,Irelia,204.0
Sion,Annie,186.0
Sion,Taliyah,175.0
Sion,Azir,174.0
Sion,Cassiopeia,151.0
Sion,Smolder,146.0
Sion,Brand,136.0
Sion,Vel'Koz,136.0
Sion,Swain,115.0
Sion,Pantheon,94.0
Sion,Malphite,86.0
Sion,Cho'Gath,78.0
Sion,Kayle,70.0
Sion,Nasus,67.0
Sion,Ziggs,67.0
Sion,Jayce,66.0
Sion,Kog'Maw,60.0
Sion,Morgana,51.0
Brand,Ahri,1842.0
Brand,Malzahar,1380.0
Brand,Yasuo,1145.0
Brand,Mel,993.0
Brand,Viktor,955.0
Brand,Akali,803.0
Brand,Veigar,799.0
Brand,Xerath,782.0
Brand,Katarina,769.0
Brand,Yone,746.0
Brand,Zed,726.0
Brand,Sylas,680.0
Brand,Lux,631.0
Brand,Fizz,622.0
Brand,Syndra,601.0
Brand,Twisted Fate,594.0
Brand,Orianna,488.0
Brand,Aurelion Sol,470.0
Brand,Diana,466.0
Brand,Galio,464.0
Brand,LeBlanc,458.0
Brand,Ryze,435.0
Brand,Vladimir,421.0
Brand,Aurora,409.0
Brand,Ekko,406.0
Brand,Hwei,405.0
Brand,Anivia,402.0
Brand,Zoe,365.0
Brand,Vex,356.0
Brand,Kassadin,352.0
Brand,Lissandra,333.0
Brand,Naafiri,327.0
Brand,Akshan,322.0
Brand,Irelia,313.0
Brand,Annie,236.0
Brand,Qiyana,218.0
Brand,Vel'Koz,202.0
Brand,Azir,202.0
Brand,Talon,201.0
Brand,Swain,183.0
Brand,Taliyah,163.0
Brand,Ziggs,149.0
Brand,Sion,136.0
Brand,Cassiopeia,132.0
Brand,Smolder,132.0
Brand,Cho'Gath,92.0
Brand,Malphite,87.0
Brand,Pantheon,87.0
Brand,Morgana,84.0
Brand,Nasus,80.0
Brand,Kog'Maw,71.0
Brand,Jayce,71.0
Brand,Kayle,68.0
Vladimir,Ahri,4485.0
Vladimir,Yasuo,4113.0
Vladimir,Zed,2912.0
Vladimir,Katarina,2901.0
Vladimir,Malzahar,2593.0
Vladimir,Viktor,2353.0
Vladimir,Akali,2153.0
Vladimir,Yone,1965.0
Vladimir,Fizz,1954.0
Vladimir,Mel,1908.0
Vladimir,Sylas,1868.0
Vladimir,Veigar,1795.0
Vladimir,Ryze,1410.0
Vladimir,Lux,1364.0
Vladimir,Syndra,1344.0
Vladimir,Orianna,1283.0
Vladimir,Xerath,1280.0
Vladimir,Kassadin,1270.0
Vladimir,Diana,1240.0
Vladimir,Twisted Fate,1225.0
Vladimir,LeBlanc,1225.0
Vladimir,Aurelion Sol,1117.0
Vladimir,Aurora,1074.0
Vladimir,Ekko,1043.0
Vladimir,Akshan,1042.0
Vladimir,Hwei,1029.0
Vladimir,Anivia,1020.0
Vladimir,Irelia,1017.0
Vladimir,Galio,1000.0
Vladimir,Zoe,981.0
Vladimir,Lissandra,955.0
Vladimir,Naafiri,833.0
Vladimir,Vex,786.0
Vladimir,Qiyana,717.0
Vladimir,Annie,696.0
Vladimir,Talon,645.0
Vladimir,Cassiopeia,544.0
Vladimir,Azir,526.0
Vladimir,Taliyah,444.0
Vladimir,Swain,436.0
Vladimir,Brand,421.0
Vladimir,Vel'Koz,369.0
Vladimir,Smolder,339.0
Vladimir,Ziggs,244.0
Vladimir,Pantheon,238.0
Vladimir,Sion,236.0
Vladimir,Kayle,221.0
Vladimir,Nasus,221.0
Vladimir,Kog'Maw,207.0
Vladimir,Cho'Gath,205.0
Vladimir,Malphite,196.0
Vladimir,Morgana,183.0
Vladimir,Jayce,169.0
Malphite,Zed,3022.0
Malphite,Yasuo,2229.0
Malphite,Sylas,1093.0
Malphite,Ahri,994.0
Malphite,Akshan,864.0
Malphite,Yone,857.0
Malphite,Katarina,785.0
Malphite,Akali,523.0
Malphite,Irelia,507.0
Malphite,Viktor,467.0
Malphite,Malzahar,460.0
Malphite,Qiyana,439.0
Malphite,Xerath,412.0
Malphite,Naafiri,400.0
Malphite,Veigar,391.0
Malphite,Fizz,360.0
Malphite,Mel,353.0
Malphite,Talon,351.0
Malphite,Twisted Fate,333.0
Malphite,Lux,318.0
Malphite,Syndra,309.0
Malphite,Diana,299.0
Malphite,LeBlanc,294.0
Malphite,Galio,243.0
Malphite,Aurora,242.0
Malphite,Ryze,240.0
Malphite,Hwei,236.0
Malphite,Orianna,228.0
Malphite,Lissandra,228.0
Malphite,Ekko,227.0
Malphite,Vex,205.0
Malphite,Aurelion Sol,202.0
Malphite,Zoe,201.0
Malphite,Vladimir,196.0
Malphite,Kassadin,184.0
Malphite,Anivia,180.0
Malphite,Annie,142.0
Malphite,Azir,113.0
Malphite,Pantheon,106.0
Malphite,Smolder,106.0
Malphite,Taliyah,99.0
Malphite,Swain,98.0
Malphite,Brand,87.0
Malphite,Sion,86.0
Malphite,Jayce,81.0
Malphite,Vel'Koz,81.0
Malphite,Ziggs,80.0
Malphite,Cho'Gath,68.0
Malphite,Cassiopeia,68.0
Malphite,Kayle,66.0
Malphite,Nasus,65.0
Malphite,Morgana,55.0
Malphite,Kog'Maw,38.0
Kassadin,Ahri,4861.0
Kassadin,Yasuo,3168.0
Kassadin,Katarina,3091.0
Kassadin,Yone,2966.0
Kassadin,Malzahar,2640.0
Kassadin,Viktor,2435.0
Kassadin,Veigar,2195.0
Kassadin,Akali,2150.0
Kassadin,Mel,2007.0
Kassadin,Sylas,1939.0
Kassadin,Fizz,1776.0
Kassadin,Zed,1724.0
Kassadin,Xerath,1668.0
Kassadin,Twisted Fate,1667.0
Kassadin,Syndra,1614.0
Kassadin,Lux,1436.0
Kassadin,LeBlanc,1414.0
Kassadin,Diana,1306.0
Kassadin,Ryze,1289.0
Kassadin,Anivia,1276.0
Kassadin,Vladimir,1270.0
Kassadin,Aurelion Sol,1249.0
Kassadin,Orianna,1203.0
Kassadin,Ekko,1186.0
Kassadin,Zoe,1076.0
Kassadin,Naafiri,1054.0
Kassadin,Galio,1041.0
Kassadin,Aurora,1023.0
Kassadin,Hwei,994.0
Kassadin,Irelia,969.0
Kassadin,Vex,940.0
Kassadin,Lissandra,930.0
Kassadin,Akshan,911.0
Kassadin,Talon,780.0
Kassadin,Qiyana,748.0
Kassadin,Annie,729.0
Kassadin,Pantheon,564.0
Kassadin,Taliyah,509.0
Kassadin,Smolder,507.0
Kassadin,Azir,492.0
Kassadin,Vel'Koz,469.0
Kassadin,Cassiopeia,414.0
Kassadin,Swain,404.0
Kassadin,Jayce,362.0
Kassadin,Brand,352.0
Kassadin,Ziggs,306.0
Kassadin,Kayle,304.0
Kassadin,Sion,236.0
Kassadin,Nasus,229.0
Kassadin,Kog'Maw,201.0
Kassadin,Malphite,184.0
Kassadin,Cho'Gath,183.0
Kassadin,Morgana,159.0
Talon,Ahri,3333.0
Talon,Yasuo,1999.0
Talon,Zed,1760.0
Talon,Akali,1728.0
Talon,Malzahar,1651.0
Talon,Katarina,1548.0
Talon,Sylas,1541.0
Talon,Viktor,1434.0
Talon,Twisted Fate,1256.0
Talon,Yone,1222.0
Talon,Mel,1036.0
Talon,Fizz,965.0
Talon,Diana,946.0
Talon,Xerath,921.0
Talon,Veigar,891.0
Talon,Syndra,862.0
Talon,Aurora,831.0
Talon,Ryze,828.0
Talon,Orianna,828.0
Talon,Galio,807.0
Talon,LeBlanc,802.0
Talon,Kassadin,780.0
Talon,Lux,765.0
Talon,Zoe,761.0
Talon,Vex,749.0
Talon,Anivia,742.0
Talon,Hwei,710.0
Talon,Lissandra,661.0
Talon,Ekko,654.0
Talon,Vladimir,645.0
Talon,Aurelion Sol,617.0
Talon,Irelia,586.0
Talon,Naafiri,584.0
Talon,Akshan,555.0
Talon,Qiyana,537.0
Talon,Annie,469.0
Talon,Malphite,351.0
Talon,Taliyah,342.0
Talon,Azir,342.0
Talon,Pantheon,261.0
Talon,Cassiopeia,238.0
Talon,Vel'Koz,223.0
Talon,Sion,206.0
Talon,Brand,201.0
Talon,Swain,182.0
Talon,Jayce,178.0
Talon,Ziggs,175.0
Talon,Smolder,158.0
Talon,Cho'Gath,130.0
Talon,Morgana,115.0
Talon,Nasus,112.0
Talon,Kayle,102.0
Talon,Kog'Maw,75.0
Swain,Ahri,1685.0
Swain,Yasuo,1057.0
Swain,Sylas,1052.0
Swain,Malzahar,894.0
