champion_i,champion_j,games_ij
Sion,Yasuo,587.0
Sion,Akali,531.0
Sion,Katarina,523.0
Sion,LeBlanc,466.0
Sion,Mel,457.0
Sion,Xerath,447.0
Sion,Yone,439.0
Sion,Sylas,432.0
Sion,Lissandra,350.0
Sion,Orianna,348.0
Sion,Ryze,334.0
Sion,Twisted Fate,330.0
Sion,Syndra,317.0
Sion,Veigar,312.0
Sion,Galio,293.0
Sion,Hwei,293.0
Sion,Aurelion Sol,273.0
Sion,Ekko,267.0
Sion,Diana,266.0
Sion,Aurora,261.0
Sion,Zoe,258.0
Sion,Lux,253.0
Sion,Anivia,244.0
Sion,Akshan,222.0
Sion,Azir,214.0
Sion,Vladimir,210.0
Sion,Talon,201.0
Sion,Vex,201.0
Sion,Naafiri,200.0
Sion,Annie,197.0
Sion,Irelia,187.0
Sion,Qiyana,186.0
Sion,Kassadin,167.0
Sion,Cassiopeia,123.0
Sion,Swain,100.0
Sion,Smolder,99.0
Sion,Taliyah,93.0
Sion,Vel'Koz,87.0
Sion,Pantheon,76.0
Sion,Brand,68.0
Sion,Cho'Gath,61.0
Sion,Nasus,60.0
Sion,Malphite,58.0
Sion,Ziggs,58.0
Sion,Morgana,53.0
Sion,Jayce,38.0
Sylas,Ahri,9194.0
Sylas,Akali,4927.0
Sylas,Yasuo,4803.0
Sylas,Zed,4221.0
Sylas,Viktor,3911.0
Sylas,Katarina,3548.0
Sylas,Yone,3478.0
Sylas,Malzahar,3433.0
Sylas,Mel,3240.0
Sylas,Twisted Fate,3237.0
Sylas,Lissandra,3031.0
Sylas,Fizz,2798.0
Sylas,Xerath,2793.0
Sylas,Orianna,2659.0
Sylas,Veigar,2372.0
Sylas,Diana,2354.0
Sylas,Galio,2343.0
Sylas,Ryze,2291.0
Sylas,LeBlanc,2226.0
Sylas,Vex,2057.0
Sylas,Syndra,2007.0
Sylas,Ekko,2006.0
Sylas,Lux,1832.0
Sylas,Aurora,1809.0
Sylas,Zoe,1746.0
Sylas,Anivia,1612.0
Sylas,Aurelion Sol,1579.0
Sylas,Hwei,1567.0
Sylas,Talon,1543.0
Sylas,Vladimir,1424.0
Sylas,Irelia,1379.0
Sylas,Azir,1309.0
Sylas,Kassadin,1224.0
Sylas,Qiyana,1210.0
Sylas,Naafiri,1178.0
Sylas,Annie,1062.0
Sylas,Akshan,987.0
Sylas,Cassiopeia,889.0
Sylas,Swain,860.0
Sylas,Malphite,778.0
Sylas,Taliyah,766.0
Sylas,Brand,586.0
Sylas,Pantheon,541.0
Sylas,Vel'Koz,494.0
Sylas,Smolder,454.0
Sylas,Ziggs,445.0
Sylas,Jayce,440.0
Sylas,Sion,432.0
Sylas,Nasus,339.0
Sylas,Cho'Gath,310.0
Sylas,Morgana,267.0
LeBlanc,Ahri,4537.0
LeBlanc,Malzahar,3015.0
LeBlanc,Yasuo,2619.0
LeBlanc,Viktor,2603.0
LeBlanc,Zed,2603.0
LeBlanc,Akali,2381.0
LeBlanc,Katarina,2309.0
LeBlanc,Sylas,2226.0
LeBlanc,Lissandra,2217.0
LeBlanc,Vex,2154.0
LeBlanc,Xerath,2142.0
LeBlanc,Mel,2120.0
LeBlanc,Yone,1688.0
LeBlanc,Galio,1655.0
LeBlanc,Syndra,1625.0
LeBlanc,Twisted Fate,1619.0
LeBlanc,Fizz,1604.0
LeBlanc,Orianna,1575.0
LeBlanc,Lux,1555.0
LeBlanc,Zoe,1458.0
LeBlanc,Veigar,1406.0
LeBlanc,Diana,1395.0
LeBlanc,Aurora,1238.0
LeBlanc,Anivia,1212.0
LeBlanc,Ryze,1119.0
LeBlanc,Hwei,966.0
LeBlanc,Vladimir,964.0
LeBlanc,Akshan,958.0
LeBlanc,Kassadin,949.0
LeBlanc,Aurelion Sol,934.0
LeBlanc,Ekko,911.0
LeBlanc,Naafiri,908.0
LeBlanc,Irelia,875.0
LeBlanc,Annie,818.0
LeBlanc,Azir,818.0
LeBlanc,Talon,808.0
LeBlanc,Qiyana,674.0
LeBlanc,Sion,466.0
LeBlanc,Taliyah,395.0
LeBlanc,Cassiopeia,388.0
LeBlanc,Vel'Koz,364.0
LeBlanc,Brand,352.0
LeBlanc,Ziggs,326.0
LeBlanc,Swain,312.0
LeBlanc,Jayce,247.0
LeBlanc,Smolder,242.0
LeBlanc,Pantheon,231.0
LeBlanc,Morgana,223.0
LeBlanc,Malphite,201.0
LeBlanc,Cho'Gath,163.0
LeBlanc,Nasus,163.0
Mel,Ahri,8526.0
Mel,Xerath,4965.0
Mel,Viktor,4586.0
Mel,Malzahar,4234.0
Mel,Yasuo,4206.0
Mel,Sylas,3240.0
Mel,Fizz,3085.0
Mel,Zed,3036.0
Mel,Katarina,3023.0
Mel,Akali,2996.0
Mel,Syndra,2844.0
Mel,Yone,2821.0
Mel,Veigar,2799.0
Mel,Twisted Fate,2581.0
Mel,Orianna,2515.0
Mel,Lux,2445.0
Mel,Zoe,2399.0
Mel,Lissandra,2246.0
Mel,LeBlanc,2120.0
Mel,Aurelion Sol,2002.0
Mel,Diana,1933.0
Mel,Hwei,1926.0
Mel,Anivia,1813.0
Mel,Aurora,1719.0
Mel,Galio,1706.0
Mel,Vex,1616.0
Mel,Ryze,1566.0
Mel,Vladimir,1493.0
Mel,Ekko,1481.0
Mel,Irelia,1368.0
Mel,Akshan,1331.0
Mel,Annie,1244.0
Mel,Kassadin,1227.0
Mel,Azir,1185.0
Mel,Talon,1153.0
Mel,Naafiri,1140.0
Mel,Qiyana,967.0
Mel,Brand,694.0
Mel,Cassiopeia,685.0
Mel,Ziggs,680.0
Mel,Vel'Koz,666.0
Mel,Taliyah,645.0
Mel,Sion,457.0
Mel,Swain,447.0
Mel,Smolder,434.0
Mel,Morgana,374.0
Mel,Pantheon,354.0
Mel,Nasus,325.0
Mel,Jayce,302.0
Mel,Malphite,289.0
Mel,Cho'Gath,254.0
Syndra,Ahri,5186.0
Syndra,Viktor,3756.0
Syndra,Xerath,2942.0
Syndra,Mel,2844.0
Syndra,Malzahar,2839.0
Syndra,Yasuo,2467.0
Syndra,Fizz,2338.0
Syndra,Katarina,2285.0
Syndra,Akali,2166.0
Syndra,Orianna,2139.0
Syndra,Zed,2030.0
Syndra,Sylas,2007.0
Syndra,Veigar,1994.0
Syndra,Lux,1918.0
Syndra,Lissandra,1911.0
Syndra,Yone,1771.0
Syndra,LeBlanc,1625.0
Syndra,Hwei,1566.0
Syndra,Aurora,1543.0
Syndra,Twisted Fate,1535.0
Syndra,Ryze,1448.0
Syndra,Zoe,1400.0
Syndra,Diana,1379.0
Syndra,Vex,1364.0
Syndra,Anivia,1360.0
Syndra,Ekko,1270.0
Syndra,Galio,1221.0
Syndra,Aurelion Sol,1219.0
Syndra,Akshan,1063.0
Syndra,Irelia,973.0
Syndra,Vladimir,961.0
Syndra,Annie,939.0
Syndra,Kassadin,924.0
Syndra,Azir,806.0
Syndra,Naafiri,792.0
Syndra,Talon,738.0
Syndra,Qiyana,681.0
Syndra,Cassiopeia,603.0
Syndra,Taliyah,591.0
Syndra,Vel'Koz,575.0
Syndra,Ziggs,439.0
Syndra,Brand,405.0
Syndra,Swain,360.0
Syndra,Sion,317.0
Syndra,Smolder,249.0
Syndra,Jayce,239.0
Syndra,Morgana,238.0
Syndra,Pantheon,220.0
Syndra,Malphite,204.0
Syndra,Nasus,203.0
Syndra,Cho'Gath,187.0
Naafiri,Ahri,1952.0
Naafiri,Yasuo,1387.0
Naafiri,Viktor,1290.0
Naafiri,Malzahar,1285.0
Naafiri,Zed,1263.0
Naafiri,Katarina,1234.0
Naafiri,Sylas,1178.0
Naafiri,Akali,1171.0
Naafiri,Mel,1140.0
Naafiri,Yone,1126.0
Naafiri,Xerath,1090.0
Naafiri,Lissandra,1029.0
Naafiri,Fizz,970.0
Naafiri,LeBlanc,908.0
Naafiri,Veigar,906.0
Naafiri,Syndra,792.0
Naafiri,Lux,785.0
Naafiri,Orianna,762.0
Naafiri,Zoe,745.0
Naafiri,Twisted Fate,741.0
Naafiri,Diana,717.0
Naafiri,Aurora,676.0
Naafiri,Aurelion Sol,646.0
Naafiri,Vex,639.0
Naafiri,Anivia,633.0
Naafiri,Galio,620.0
Naafiri,Hwei,608.0
Naafiri,Ryze,589.0
Naafiri,Irelia,551.0
Naafiri,Kassadin,533.0
Naafiri,Talon,495.0
Naafiri,Ekko,495.0
Naafiri,Vladimir,485.0
Naafiri,Akshan,454.0
Naafiri,Annie,432.0
Naafiri,Qiyana,361.0
Naafiri,Azir,357.0
Naafiri,Malphite,263.0
Naafiri,Taliyah,246.0
Naafiri,Cassiopeia,226.0
Naafiri,Brand,215.0
Naafiri,Sion,200.0
Naafiri,Swain,200.0
Naafiri,Vel'Koz,199.0
Naafiri,Smolder,166.0
Naafiri,Ziggs,165.0
Naafiri,Pantheon,156.0
Naafiri,Jayce,121.0
Naafiri,Morgana,111.0
Naafiri,Cho'Gath,109.0
Naafiri,Nasus,109.0
Hwei,Ahri,3022.0
Hwei,Viktor,2479.0
Hwei,Xerath,2185.0
Hwei,Malzahar,2104.0
Hwei,Mel,1926.0
Hwei,Yasuo,1827.0
Hwei,Katarina,1573.0
Hwei,Sylas,1567.0
Hwei,Syndra,1566.0
Hwei,Akali,1533.0
Hwei,Zed,1426.0
Hwei,Lissandra,1332.0
Hwei,Yone,1292.0
Hwei,Veigar,1258.0
Hwei,Fizz,1253.0
Hwei,Orianna,1236.0
Hwei,Lux,1207.0
Hwei,Twisted Fate,1179.0
Hwei,Galio,1064.0
Hwei,Anivia,1048.0
Hwei,Ryze,976.0
Hwei,Diana,971.0
Hwei,LeBlanc,966.0
Hwei,Aurora,942.0
Hwei,Zoe,927.0
Hwei,Vex,822.0
Hwei,Vladimir,798.0
Hwei,Aurelion Sol,780.0
Hwei,Ekko,738.0
Hwei,Azir,736.0
Hwei,Akshan,718.0
Hwei,Irelia,705.0
Hwei,Kassadin,627.0
Hwei,Naafiri,608.0
Hwei,Annie,590.0
Hwei,Talon,570.0
Hwei,Qiyana,509.0
Hwei,Taliyah,403.0
Hwei,Cassiopeia,376.0
Hwei,Vel'Koz,372.0
Hwei,Brand,333.0
Hwei,Swain,299.0
Hwei,Sion,293.0
Hwei,Ziggs,279.0
Hwei,Smolder,199.0
Hwei,Nasus,194.0
Hwei,Pantheon,172.0
Hwei,Jayce,171.0
Hwei,Morgana,164.0
Hwei,Malphite,161.0
Hwei,Cho'Gath,158.0
Ekko,Ahri,2619.0
Ekko,Zed,2128.0
Ekko,Yasuo,2098.0
Ekko,Sylas,2006.0
Ekko,Malzahar,1938.0
Ekko,Viktor,1761.0
Ekko,Katarina,1742.0
Ekko,Akali,1509.0
Ekko,Mel,1481.0
Ekko,Veigar,1373.0
Ekko,Fizz,1279.0
Ekko,Yone,1271.0
Ekko,Syndra,1270.0
Ekko,Lissandra,1249.0
Ekko,Xerath,1202.0
Ekko,Lux,986.0
Ekko,Diana,956.0
Ekko,Twisted Fate,923.0
Ekko,LeBlanc,911.0
Ekko,Orianna,898.0
Ekko,Vex,896.0
Ekko,Galio,863.0
Ekko,Anivia,826.0
Ekko,Zoe,799.0
Ekko,Ryze,791.0
Ekko,Aurora,782.0
Ekko,Vladimir,754.0
Ekko,Aurelion Sol,743.0
Ekko,Hwei,738.0
Ekko,Akshan,630.0
Ekko,Kassadin,612.0
Ekko,Irelia,598.0
Ekko,Talon,582.0
Ekko,Annie,546.0
Ekko,Azir,533.0
Ekko,Qiyana,505.0
Ekko,Naafiri,495.0
Ekko,Cassiopeia,339.0
Ekko,Vel'Koz,324.0
Ekko,Swain,272.0
Ekko,Brand,270.0
Ekko,Sion,267.0
Ekko,Taliyah,246.0
Ekko,Ziggs,208.0
Ekko,Pantheon,192.0
Ekko,Smolder,176.0
Ekko,Cho'Gath,154.0
Ekko,Jayce,146.0
Ekko,Morgana,140.0
Ekko,Nasus,139.0
Ekko,Malphite,135.0
Akshan,Ahri,2499.0
Akshan,Viktor,1530.0
Akshan,Malzahar,1495.0
Akshan,Akali,1445.0
Akshan,Katarina,1408.0
Akshan,Zed,1364.0
Akshan,Yasuo,1332.0
Akshan,Mel,1331.0
Akshan,Yone,1137.0
Akshan,Syndra,1063.0
Akshan,Lissandra,1052.0
Akshan,Xerath,1050.0
Akshan,Fizz,988.0
Akshan,Sylas,987.0
Akshan,LeBlanc,958.0
Akshan,Veigar,951.0
Akshan,Diana,908.0
Akshan,Twisted Fate,879.0
Akshan,Vex,833.0
Akshan,Orianna,817.0
Akshan,Aurora,798.0
Akshan,Lux,789.0
Akshan,Anivia,765.0
Akshan,Zoe,749.0
Akshan,Hwei,718.0
Akshan,Vladimir,689.0
Akshan,Ryze,671.0
Akshan,Ekko,630.0
Akshan,Galio,618.0
Akshan,Aurelion Sol,593.0
Akshan,Irelia,586.0
Akshan,Annie,529.0
Akshan,Kassadin,514.0
Akshan,Talon,482.0
Akshan,Azir,464.0
Akshan,Qiyana,454.0
Akshan,Naafiri,454.0
Akshan,Malphite,413.0
Akshan,Cassiopeia,324.0
Akshan,Brand,256.0
Akshan,Taliyah,250.0
Akshan,Vel'Koz,249.0
Akshan,Sion,222.0
Akshan,Swain,207.0
Akshan,Pantheon,174.0
Akshan,Ziggs,170.0
Akshan,Jayce,162.0
Akshan,Smolder,149.0
Akshan,Nasus,120.0
Akshan,Morgana,111.0
Akshan,Cho'Gath,93.0
Zoe,Ahri,3717.0
Zoe,Mel,2399.0
Zoe,Yasuo,2162.0
Zoe,Malzahar,2062.0
Zoe,Viktor,2012.0
Zoe,Zed,1873.0
Zoe,Katarina,1820.0
Zoe,Akali,1771.0
Zoe,Sylas,1746.0
Zoe,Xerath,1666.0
Zoe,LeBlanc,1458.0
Zoe,Syndra,1400.0
Zoe,Yone,1393.0
Zoe,Fizz,1371.0
Zoe,Lux,1342.0
Zoe,Twisted Fate,1331.0
Zoe,Orianna,1260.0
Zoe,Veigar,1242.0
Zoe,Lissandra,1178.0
Zoe,Aurora,1110.0
Zoe,Diana,983.0
Zoe,Hwei,927.0
Zoe,Galio,912.0
Zoe,Vex,886.0
Zoe,Anivia,883.0
Zoe,Ekko,799.0
Zoe,Ryze,793.0
Zoe,Aurelion Sol,776.0
Zoe,Akshan,749.0
Zoe,Naafiri,745.0
Zoe,Vladimir,725.0
Zoe,Annie,691.0
Zoe,Irelia,681.0
Zoe,Talon,662.0
Zoe,Kassadin,640.0
Zoe,Azir,578.0
Zoe,Qiyana,568.0
Zoe,Morgana,350.0
Zoe,Cassiopeia,339.0
Zoe,Taliyah,317.0
Zoe,Vel'Koz,297.0
Zoe,Swain,268.0
Zoe,Sion,258.0
Zoe,Brand,254.0
Zoe,Ziggs,250.0
Zoe,Jayce,198.0
Zoe,Smolder,196.0
Zoe,Pantheon,153.0
Zoe,Nasus,144.0
Zoe,Malphite,142.0
Zoe,Cho'Gath,103.0
Yone,Yasuo,5849.0
Yone,Ahri,4847.0
Yone,Akali,3549.0
Yone,Viktor,3491.0
Yone,Sylas,3478.0
Yone,Malzahar,2930.0
Yone,Katarina,2872.0
Yone,Mel,2821.0
Yone,Zed,2779.0
Yone,Lissandra,2231.0
Yone,Xerath,2108.0
Yone,Twisted Fate,2026.0
Yone,Fizz,2016.0
Yone,Galio,1988.0
Yone,Veigar,1882.0
Yone,Orianna,1779.0
Yone,Syndra,1771.0
Yone,LeBlanc,1688.0
Yone,Lux,1669.0
Yone,Aurelion Sol,1663.0
Yone,Ryze,1623.0
Yone,Vex,1615.0
Yone,Diana,1595.0
Yone,Aurora,1579.0
Yone,Kassadin,1495.0
Yone,Anivia,1486.0
Yone,Vladimir,1404.0
Yone,Zoe,1393.0
Yone,Irelia,1302.0
Yone,Hwei,1292.0
Yone,Ekko,1271.0
Yone,Azir,1209.0
Yone,Akshan,1137.0
Yone,Naafiri,1126.0
Yone,Talon,1116.0
Yone,Annie,1083.0
Yone,Qiyana,820.0
Yone,Cassiopeia,615.0
Yone,Malphite,540.0
Yone,Taliyah,540.0
Yone,Swain,524.0
Yone,Pantheon,491.0
Yone,Brand,460.0
Yone,Sion,439.0
Yone,Vel'Koz,419.0
Yone,Ziggs,366.0
Yone,Jayce,359.0
Yone,Smolder,359.0
Yone,Nasus,295.0
Yone,Cho'Gath,269.0
Yone,Morgana,240.0
Vladimir,Yasuo,2804.0
Vladimir,Ahri,2618.0
Vladimir,Katarina,2005.0
Vladimir,Zed,1927.0
Vladimir,Malzahar,1892.0
Vladimir,Viktor,1652.0
Vladimir,Akali,1621.0
Vladimir,Mel,1493.0
Vladimir,Sylas,1424.0
Vladimir,Yone,1404.0
Vladimir,Fizz,1278.0
Vladimir,Veigar,1199.0
Vladimir,Lissandra,1162.0
Vladimir,Xerath,1056.0
Vladimir,Orianna,1017.0
Vladimir,Lux,994.0
Vladimir,LeBlanc,964.0
Vladimir,Syndra,961.0
Vladimir,Anivia,930.0
Vladimir,Ryze,926.0
Vladimir,Twisted Fate,830.0
Vladimir,Diana,817.0
Vladimir,Hwei,798.0
Vladimir,Irelia,796.0
Vladimir,Kassadin,784.0
Vladimir,Aurora,763.0
Vladimir,Aurelion Sol,762.0
Vladimir,Ekko,754.0
Vladimir,Zoe,725.0
Vladimir,Akshan,689.0
Vladimir,Galio,670.0
Vladimir,Vex,662.0
Vladimir,Talon,584.0
Vladimir,Annie,532.0
Vladimir,Qiyana,501.0
Vladimir,Azir,485.0
Vladimir,Naafiri,485.0
Vladimir,Cassiopeia,478.0
Vladimir,Swain,293.0
Vladimir,Brand,279.0
Vladimir,Taliyah,259.0
Vladimir,Vel'Koz,248.0
Vladimir,Sion,210.0
Vladimir,Pantheon,189.0
Vladimir,Smolder,188.0
Vladimir,Ziggs,174.0
Vladimir,Morgana,161.0
Vladimir,Nasus,156.0
Vladimir,Malphite,149.0
Vladimir,Jayce,148.0
Vladimir,Cho'Gath,118.0
Irelia,Ahri,2191.0
Irelia,Yasuo,2070.0
Irelia,Zed,1729.0
Irelia,Viktor,1658.0
Irelia,Akali,1642.0
Irelia,Malzahar,1618.0
Irelia,Katarina,1537.0
Irelia,Sylas,1379.0
Irelia,Mel,1368.0
Irelia,Yone,1302.0
Irelia,Xerath,1209.0
Irelia,Lissandra,1123.0
Irelia,Syndra,973.0
Irelia,Orianna,920.0
Irelia,Veigar,896.0
Irelia,Fizz,886.0
Irelia,LeBlanc,875.0
Irelia,Lux,841.0
Irelia,Diana,800.0
Irelia,Vladimir,796.0
Irelia,Twisted Fate,789.0
Irelia,Vex,784.0
Irelia,Hwei,705.0
Irelia,Anivia,704.0
Irelia,Aurora,704.0
Irelia,Ryze,691.0
Irelia,Galio,687.0
Irelia,Zoe,681.0
Irelia,Aurelion Sol,604.0
Irelia,Ekko,598.0
Irelia,Akshan,586.0
Irelia,Talon,567.0
Irelia,Naafiri,551.0
Irelia,Kassadin,541.0
Irelia,Azir,501.0
Irelia,Annie,466.0
Irelia,Qiyana,425.0
Irelia,Malphite,387.0
Irelia,Cassiopeia,315.0
Irelia,Taliyah,288.0
Irelia,Swain,231.0
Irelia,Pantheon,209.0
Irelia,Brand,203.0
Irelia,Vel'Koz,202.0
Irelia,Sion,187.0
Irelia,Smolder,168.0
Irelia,Ziggs,163.0
Irelia,Nasus,140.0
Irelia,Jayce,135.0
Irelia,Morgana,106.0
Irelia,Cho'Gath,102.0
Malphite,Zed,2005.0
Malphite,Yasuo,1221.0
Malphite,Sylas,778.0
Malphite,Yone,540.0
Malphite,Ahri,515.0
Malphite,Katarina,446.0
Malphite,Akshan,413.0
Malphite,Irelia,387.0
Malphite,Viktor,352.0
Malphite,Akali,343.0
Malphite,Malzahar,340.0
Malphite,Talon,320.0
Malphite,Qiyana,307.0
Malphite,Mel,289.0
Malphite,Veigar,267.0
Malphite,Fizz,267.0
Malphite,Naafiri,263.0
Malphite,Xerath,250.0
Malphite,Lissandra,234.0
Malphite,Syndra,204.0
Malphite,LeBlanc,201.0
Malphite,Twisted Fate,199.0
Malphite,Lux,198.0
Malphite,Diana,198.0
Malphite,Ryze,166.0
Malphite,Aurora,163.0
Malphite,Hwei,161.0
Malphite,Galio,158.0
Malphite,Orianna,158.0
Malphite,Vladimir,149.0
Malphite,Anivia,147.0
Malphite,Zoe,142.0
Malphite,Vex,142.0
Malphite,Ekko,135.0
Malphite,Aurelion Sol,133.0
Malphite,Annie,104.0
Malphite,Azir,89.0
Malphite,Kassadin,78.0
Malphite,Smolder,70.0
Malphite,Cassiopeia,66.0
Malphite,Jayce,66.0
Malphite,Brand,65.0
Malphite,Pantheon,59.0
Malphite,Sion,58.0
Malphite,Nasus,56.0
Malphite,Ziggs,55.0
Malphite,Vel'Koz,51.0
Malphite,Taliyah,50.0
Malphite,Swain,49.0
Malphite,Cho'Gath,44.0
Malphite,Morgana,36.0
Aurora,Ahri,3992.0
Aurora,Viktor,2272.0
Aurora,Yasuo,2230.0
Aurora,Akali,1934.0
Aurora,Sylas,1809.0
Aurora,Malzahar,1744.0
Aurora,Mel,1719.0
Aurora,Xerath,1680.0
Aurora,Zed,1642.0
Aurora,Katarina,1586.0
Aurora,Yone,1579.0
Aurora,Syndra,1543.0
Aurora,Orianna,1521.0
Aurora,Veigar,1399.0
Aurora,Twisted Fate,1367.0
Aurora,Lissandra,1302.0
Aurora,LeBlanc,1238.0
Aurora,Fizz,1207.0
Aurora,Zoe,1110.0
Aurora,Lux,1109.0
Aurora,Ryze,1087.0
Aurora,Galio,1081.0
Aurora,Diana,1076.0
Aurora,Anivia,1054.0
Aurora,Hwei,942.0
Aurora,Vex,938.0
Aurora,Aurelion Sol,894.0
Aurora,Akshan,798.0
Aurora,Azir,785.0
Aurora,Ekko,782.0
Aurora,Vladimir,763.0
Aurora,Irelia,704.0
Aurora,Talon,694.0
Aurora,Naafiri,676.0
Aurora,Annie,675.0
Aurora,Qiyana,632.0
Aurora,Kassadin,620.0
Aurora,Taliyah,458.0
Aurora,Swain,416.0
Aurora,Cassiopeia,383.0
Aurora,Vel'Koz,368.0
Aurora,Brand,316.0
Aurora,Sion,261.0
Aurora,Ziggs,261.0
Aurora,Jayce,231.0
Aurora,Pantheon,212.0
Aurora,Smolder,204.0
Aurora,Morgana,173.0
Aurora,Nasus,171.0
Aurora,Malphite,163.0
Aurora,Cho'Gath,151.0
Pantheon,Yasuo,1344.0
Pantheon,Katarina,671.0
Pantheon,Zed,584.0
Pantheon,Akali,561.0
Pantheon,Sylas,541.0
Pantheon,Ahri,538.0
Pantheon,Yone,491.0
Pantheon,Fizz,463.0
Pantheon,Mel,354.0
Pantheon,Viktor,348.0
Pantheon,Malzahar,321.0
Pantheon,Kassadin,317.0
Pantheon,Galio,287.0
Pantheon,Talon,278.0
Pantheon,Diana,256.0
Pantheon,Twisted Fate,249.0
Pantheon,Veigar,245.0
Pantheon,Xerath,236.0
Pantheon,Lissandra,234.0
Pantheon,LeBlanc,231.0
Pantheon,Orianna,221.0
Pantheon,Syndra,220.0
Pantheon,Aurora,212.0
Pantheon,Irelia,209.0
Pantheon,Lux,193.0
Pantheon,Ekko,192.0
Pantheon,Vladimir,189.0
Pantheon,Vex,186.0
Pantheon,Anivia,179.0
Pantheon,Akshan,174.0
Pantheon,Hwei,172.0
Pantheon,Ryze,166.0
Pantheon,Naafiri,156.0
Pantheon,Qiyana,155.0
Pantheon,Zoe,153.0
Pantheon,Aurelion Sol,150.0
Pantheon,Azir,114.0
Pantheon,Annie,106.0
Pantheon,Taliyah,78.0
Pantheon,Sion,76.0
Pantheon,Cassiopeia,74.0
Pantheon,Swain,70.0
Pantheon,Malphite,59.0
Pantheon,Brand,55.0
Pantheon,Smolder,54.0
Pantheon,Jayce,49.0
Pantheon,Vel'Koz,48.0
Pantheon,Nasus,42.0
Pantheon,Ziggs,42.0
Pantheon,Morgana,34.0
Pantheon,Cho'Gath,33.0
Swain,Ahri,1213.0
Swain,Sylas,860.0
Swain,Yasuo,758.0
Swain,Malzahar,749.0
Swain,Akali,620.0
Swain,Viktor,617.0
Swain,Lissandra,592.0
Swain,Yone,524.0
Swain,Zed,497.0
Swain,Katarina,462.0
Swain,Mel,447.0
Swain,Veigar,445.0
Swain,Twisted Fate,430.0
Swain,Aurora,416.0
Swain,Xerath,400.0
Swain,Galio,361.0
Swain,Syndra,360.0
Swain,Anivia,342.0
Swain,Fizz,339.0
Swain,Diana,337.0
Swain,Orianna,333.0
Swain,Lux,330.0
Swain,Aurelion Sol,326.0
Swain,LeBlanc,312.0
Swain,Kassadin,304.0
Swain,Hwei,299.0
Swain,Ryze,297.0
Swain,Vladimir,293.0
Swain,Ekko,272.0
Swain,Annie,270.0
Swain,Zoe,268.0
Swain,Vex,241.0
Swain,Azir,240.0
Swain,Irelia,231.0
Swain,Akshan,207.0
Swain,Naafiri,200.0
Swain,Qiyana,196.0
Swain,Talon,184.0
Swain,Cassiopeia,157.0
Swain,Brand,147.0
Swain,Vel'Koz,137.0
Swain,Taliyah,127.0
Swain,Sion,100.0
Swain,Ziggs,98.0
Swain,Smolder,77.0
Swain,Pantheon,70.0
Swain,Cho'Gath,61.0
Swain,Jayce,59.0
Swain,Nasus,53.0
Swain,Morgana,51.0
Swain,Malphite,49.0
Vel'Koz,Ahri,1115.0
Vel'Koz,Viktor,945.0
Vel'Koz,Malzahar,739.0
Vel'Koz,Yasuo,727.0
Vel'Koz,Xerath,707.0
Vel'Koz,Mel,666.0
Vel'Koz,Zed,586.0
Vel'Koz,Katarina,585.0
Vel'Koz,Syndra,575.0
Vel'Koz,Veigar,537.0
Vel'Koz,Akali,519.0
Vel'Koz,Anivia,508.0
Vel'Koz,Lissandra,506.0
Vel'Koz,Sylas,494.0
Vel'Koz,Lux,483.0
Vel'Koz,Fizz,479.0
Vel'Koz,Orianna,421.0
Vel'Koz,Yone,419.0
Vel'Koz,Twisted Fate,383.0
Vel'Koz,Hwei,372.0
Vel'Koz,Aurora,368.0
Vel'Koz,Vex,365.0
Vel'Koz,LeBlanc,364.0
Vel'Koz,Diana,362.0
Vel'Koz,Ekko,324.0
Vel'Koz,Aurelion Sol,316.0
Vel'Koz,Zoe,297.0
Vel'Koz,Galio,282.0
Vel'Koz,Ryze,269.0
Vel'Koz,Kassadin,260.0
Vel'Koz,Akshan,249.0
Vel'Koz,Vladimir,248.0
Vel'Koz,Annie,229.0
Vel'Koz,Azir,205.0
Vel'Koz,Irelia,202.0
Vel'Koz,Naafiri,199.0
Vel'Koz,Qiyana,180.0
Vel'Koz,Talon,156.0
Vel'Koz,Cassiopeia,151.0
Vel'Koz,Swain,137.0
Vel'Koz,Brand,137.0
Vel'Koz,Ziggs,123.0
Vel'Koz,Taliyah,117.0
Vel'Koz,Sion,87.0
Vel'Koz,Smolder,84.0
Vel'Koz,Morgana,76.0
Vel'Koz,Cho'Gath,56.0
Vel'Koz,Malphite,51.0
Vel'Koz,Pantheon,48.0
Vel'Koz,Nasus,47.0
Vel'Koz,Jayce,45.0
Brand,Ahri,1183.0
Brand,Malzahar,791.0
Brand,Viktor,745.0
Brand,Yasuo,701.0
Brand,Mel,694.0
Brand,Sylas,586.0
Brand,Akali,550.0
Brand,Katarina,549.0
Brand,Xerath,545.0
Brand,Zed,519.0
Brand,Lux,481.0
Brand,Veigar,480.0
Brand,Yone,460.0
Brand,Fizz,436.0
Brand,Lissandra,406.0
Brand,Syndra,405.0
Brand,Orianna,379.0
Brand,Twisted Fate,374.0
Brand,LeBlanc,352.0
Brand,Galio,348.0
Brand,Hwei,333.0
Brand,Aurelion Sol,323.0
Brand,Aurora,316.0
Brand,Anivia,315.0
Brand,Diana,312.0
Brand,Vex,288.0
Brand,Vladimir,279.0
Brand,Ryze,277.0
Brand,Ekko,270.0
Brand,Akshan,256.0
Brand,Zoe,254.0
Brand,Azir,227.0
Brand,Talon,216.0
Brand,Naafiri,215.0
