champion_i,champion_j,raw_winrate,shrinked_winrate,games,wins,shrinkage_amount,absolute_shrinkage
Swain,Aurora,0.524,0.5193437993908002,416.0,217.984,-0.004656200609199801,0.004656200609199801
Aurora,Swain,0.47600000000000003,0.4806461249721956,416.0,198.01600000000002,0.0046461249721955755,0.0046461249721955755
Twisted Fate,Azir,0.5498,0.5451563844227892,973.0,534.9553999999999,-0.0046436155772107135,0.0046436155772107135
Katarina,Brand,0.5301,0.5254580901165684,549.0,291.0249,-0.004641909883431605,0.004641909883431605
Azir,Twisted Fate,0.45020000000000004,0.45483877025689934,973.0,438.04460000000006,0.004638770256899294,0.004638770256899294
Brand,Katarina,0.4699,0.4745338990533943,549.0,257.9751,0.004633899053394341,0.004633899053394341
Jayce,Xerath,0.5184000000000001,0.5137819561043933,299.0,155.00160000000002,-0.004618043895606827,0.004618043895606827
Anivia,Akshan,0.5399,0.5352842780180959,765.0,413.0235,-0.004615721981904186,0.004615721981904186
Akshan,Anivia,0.4601,0.4647097115441074,765.0,351.9765,0.004609711544107387,0.004609711544107387
Xerath,Jayce,0.48160000000000003,0.48620501374850356,299.0,143.9984,0.004605013748503528,0.004605013748503528
Twisted Fate,Vel'Koz,0.5222,0.5175983446907927,383.0,200.0026,-0.004601655309207309,0.004601655309207309
Pantheon,LeBlanc,0.5152,0.5106000014672293,231.0,119.0112,-0.0045999985327707105,0.0045999985327707105
Lux,Kassadin,0.541,0.5364058236121534,793.0,429.01300000000003,-0.004594176387846649,0.004594176387846649
Anivia,Annie,0.5334,0.528808517150622,628.0,334.9752,-0.004591482849377937,0.004591482849377937
Vel'Koz,Twisted Fate,0.4778,0.4823908912746437,383.0,182.9974,0.0045908912746436825,0.0045908912746436825
Kassadin,Lux,0.45899999999999996,0.46358835440722607,793.0,363.98699999999997,0.004588354407226103,0.004588354407226103
Annie,Anivia,0.46659999999999996,0.47118434132644627,628.0,293.02479999999997,0.004584341326446306,0.004584341326446306
LeBlanc,Pantheon,0.48479999999999995,0.4893842914974407,231.0,111.98879999999998,0.004584291497440773,0.004584291497440773
Xerath,Malphite,0.516,0.5114211442447226,250.0,129.0,-0.004578855755277389,0.004578855755277389
Pantheon,Annie,0.5094,0.5048242742021986,106.0,53.996399999999994,-0.004575725797801411,0.004575725797801411
Malphite,Xerath,0.484,0.48856400138757977,250.0,121.0,0.004564001387579786,0.004564001387579786
Annie,Pantheon,0.49060000000000004,0.4951504877944316,106.0,52.003600000000006,0.004550487794431568,0.004550487794431568
Xerath,Cassiopeia,0.5336,0.5290497976801798,639.0,340.9704,-0.0045502023198201735,0.0045502023198201735
Cassiopeia,Xerath,0.46640000000000004,0.4709431670983125,639.0,298.0296,0.004543167098312484,0.004543167098312484
Ahri,Smolder,0.5357,0.5311604834633454,687.0,368.0259,-0.00453951653665452,0.00453951653665452
Syndra,Taliyah,0.5313,0.5267665708909594,591.0,313.9983,-0.004533429109040643,0.004533429109040643
Twisted Fate,Taliyah,0.5313,0.5267665708909594,591.0,313.9983,-0.004533429109040643,0.004533429109040643
Smolder,Ahri,0.46430000000000005,0.46883291040108377,687.0,318.9741,0.004532910401083723,0.004532910401083723
Ekko,Nasus,0.5108,0.5062702949190498,139.0,71.00120000000001,-0.004529705080950186,0.004529705080950186
Taliyah,Syndra,0.46869999999999995,0.473225905189078,591.0,277.00169999999997,0.004525905189078028,0.004525905189078028
Taliyah,Twisted Fate,0.46869999999999995,0.473225905189078,591.0,277.00169999999997,0.004525905189078028,0.004525905189078028
Jayce,Akali,0.5231,0.5185743649425694,411.0,214.9941,-0.004525635057430644,0.004525635057430644
Akali,Jayce,0.4769,0.48141546083298026,411.0,196.0059,0.004515460832980267,0.004515460832980267
Brand,Zed,0.5279,0.5233885306714909,519.0,273.9801,-0.004511469328509099,0.004511469328509099
Nasus,Ekko,0.4892,0.4937079518228155,139.0,67.9988,0.0045079518228154924,0.0045079518228154924
Vladimir,Talon,0.5307999999999999,0.52629327556382,584.0,309.9872,-0.004506724436179943,0.004506724436179943
Zed,Brand,0.4721,0.4766030702514587,519.0,245.0199,0.004503070251458685,0.004503070251458685
Talon,Vladimir,0.46920000000000006,0.47369912351703647,584.0,274.0128,0.0044991235170364074,0.0044991235170364074
Brand,Vex,0.5174,0.5129087641382807,288.0,149.0112,-0.004491235861719289,0.004491235861719289
Swain,Akali,0.5323,0.5278102784522958,620.0,330.026,-0.004489721547704217,0.004489721547704217
Vladimir,Aurora,0.5387,0.5342126309219617,763.0,411.0281,-0.004487369078038261,0.004487369078038261
Akali,Swain,0.4677,0.47218250067451795,620.0,289.974,0.004482500674517942,0.004482500674517942
Aurora,Vladimir,0.4613,0.4657813447110694,763.0,351.9719,0.004481344711069424,0.004481344711069424
Orianna,Taliyah,0.5307,0.5262209919615931,586.0,310.99019999999996,-0.00447900803840684,0.00447900803840684
Vex,Brand,0.4826,0.4870778363032291,288.0,138.9888,0.004477836303229121,0.004477836303229121
Taliyah,Orianna,0.4693,0.47377142927937743,586.0,275.0098,0.004471429279377437,0.004471429279377437
Morgana,Viktor,0.47930000000000006,0.48376522783078385,363.0,173.98590000000002,0.004465227830783791,0.004465227830783791
Vel'Koz,Sylas,0.5263,0.5218680142856109,494.0,259.99219999999997,-0.004431985714389075,0.004431985714389075
Sylas,Vel'Koz,0.47369999999999995,0.4781232331408298,494.0,234.00779999999997,0.004423233140829819,0.004423233140829819
Xerath,Ryze,0.5633,0.5588870386659601,1335.0,752.0055,-0.0044129613340399,0.0044129613340399
Ryze,Xerath,0.43670000000000003,0.44110933831752813,1335.0,582.9945,0.0044093383175281,0.0044093383175281
Talon,Kassadin,0.5315,0.5271152997018816,619.0,328.9985,-0.004384700298118327,0.004384700298118327
Vel'Koz,Yone,0.5227,0.5183211955407571,419.0,219.01130000000003,-0.004378804459242991,0.004378804459242991
Kassadin,Talon,0.4685,0.472877469381993,619.0,290.0015,0.00437746938199296,0.00437746938199296
Fizz,Akshan,0.5476,0.5432226107404897,988.0,541.0287999999999,-0.004377389259510256,0.004377389259510256
Akshan,Fizz,0.4524,0.4567726107404898,988.0,446.9712,0.00437261074048978,0.00437261074048978
Yone,Vel'Koz,0.4772999999999999,0.48166878706291494,419.0,199.98869999999997,0.004368787062915047,0.004368787062915047
LeBlanc,Taliyah,0.5215,0.51715131411243,395.0,205.99249999999998,-0.004348685887569981,0.004348685887569981
Akshan,Ryze,0.5335,0.5291516219009765,671.0,357.9785,-0.004348378099023442,0.004348378099023442
Annie,Morgana,0.5091,0.5047542880269186,110.0,56.001,-0.004345711973081423,0.004345711973081423
Ryze,Akshan,0.4665,0.47084163487114516,671.0,313.0215,0.004341634871145139,0.004341634871145139
Taliyah,LeBlanc,0.47850000000000004,0.4828381827992988,395.0,189.00750000000002,0.004338182799298762,0.004338182799298762
Akali,Sion,0.4727,0.4770223462530157,531.0,251.0037,0.004322346253015696,0.004322346253015696
Morgana,Annie,0.49090000000000006,0.4952209546935853,110.0,53.99900000000001,0.004320954693585233,0.004320954693585233
Qiyana,Ryze,0.5293,0.5249873536553719,580.0,306.99399999999997,-0.004312646344628135,0.004312646344628135
Ryze,Qiyana,0.47070000000000006,0.4750050007141955,580.0,273.00600000000003,0.004305000714195428,0.004305000714195428
Fizz,Morgana,0.5154,0.5111150013490358,260.0,134.004,-0.004284998650964211,0.004284998650964211
Kassadin,Vel'Koz,0.5154,0.5111150013490358,260.0,134.004,-0.004284998650964211,0.004284998650964211
Morgana,Fizz,0.48460000000000003,0.48887055690459136,260.0,125.99600000000001,0.004270556904591327,0.004270556904591327
Vel'Koz,Kassadin,0.48460000000000003,0.48887055690459136,260.0,125.99600000000001,0.004270556904591327,0.004270556904591327
Diana,Akshan,0.5429999999999999,0.5387315481008461,908.0,493.0439999999999,-0.004268451899153813,0.004268451899153813
Akshan,Diana,0.457,0.4612632941325922,908.0,414.956,0.004263294132592188,0.004263294132592188
Aurelion Sol,Galio,0.5324,0.5281501972289029,663.0,352.9812,-0.0042498027710971,0.0042498027710971
Galio,Aurelion Sol,0.4676,0.4718429888409606,663.0,310.0188,0.004242988840960582,0.004242988840960582
Lux,Swain,0.5182,0.5139613964782626,330.0,171.006,-0.0042386035217374385,0.0042386035217374385
Swain,Lux,0.4818,0.4860265127573323,330.0,158.994,0.004226512757332268,0.004226512757332268
Syndra,Swain,0.5194,0.5151769575775063,360.0,186.98399999999998,-0.004223042422493717,0.004223042422493717
Swain,Syndra,0.4806,0.48481174018620204,360.0,173.01600000000002,0.004211740186202018,0.004211740186202018
Annie,Orianna,0.5367999999999999,0.5325913148407462,775.0,416.02,-0.004208685159253767,0.004208685159253767
Pantheon,Akshan,0.5115,0.5072934324293902,174.0,89.00099999999999,-0.004206567570609776,0.004206567570609776
Zed,Morgana,0.516,0.5117937020620811,281.0,144.996,-0.004206297937918935,0.004206297937918935
Diana,Qiyana,0.5307999999999999,0.5265945436366342,633.0,335.99639999999994,-0.004205456363365778,0.004205456363365778
Orianna,Annie,0.4632,0.4674027434121748,775.0,358.98,0.004202743412174803,0.004202743412174803
Qiyana,Diana,0.4692,0.4733983635547789,633.0,297.0036,0.004198363554778872,0.004198363554778872
Morgana,Zed,0.484,0.48819265219331465,281.0,136.004,0.004192652193314661,0.004192652193314661
Akshan,Pantheon,0.4885,0.4926875930133317,174.0,84.999,0.004187593013331714,0.004187593013331714
Diana,Vel'Koz,0.5193,0.5151168841680798,362.0,187.98659999999998,-0.004183115831920214,0.004183115831920214
Syndra,Sion,0.5174,0.5132211042821412,317.0,164.01579999999998,-0.004178895717858788,0.004178895717858788
Vel'Koz,Diana,0.48070000000000007,0.48487186252305825,362.0,174.01340000000002,0.0041718625230581785,0.0041718625230581785
Sion,Syndra,0.4826,0.48676642802314846,317.0,152.9842,0.004166428023148483,0.004166428023148483
Viktor,Taliyah,0.5377000000000001,0.5335497255067689,809.0,434.99930000000006,-0.004150274493231132,0.004150274493231132
Zed,Kassadin,0.5413,0.5371508037004548,896.0,485.0048,-0.004149196299545244,0.004149196299545244
Viktor,Azir,0.5681,0.5639510356185462,1542.0,876.0102,-0.004148964381453846,0.004148964381453846
Twisted Fate,Qiyana,0.5367999999999999,0.5326529284748343,788.0,422.99839999999995,-0.004147071525165691,0.004147071525165691
Azir,Viktor,0.43189999999999995,0.43604579810332084,1542.0,665.9898,0.004145798103320886,0.004145798103320886
Akali,Azir,0.5534,0.5492552369943001,1189.0,657.9926,-0.004144763005699881,0.004144763005699881
Taliyah,Viktor,0.4623,0.46644455498971715,809.0,374.0007,0.004144554989717164,0.004144554989717164
Kassadin,Zed,0.4587,0.4628439763912178,896.0,410.9952,0.00414397639121783,0.00414397639121783
Qiyana,Twisted Fate,0.4632,0.4673412167631226,788.0,365.0016,0.004141216763122624,0.004141216763122624
Azir,Akali,0.44659999999999994,0.4507407296242458,1189.0,531.0074,0.004140729624245831,0.004140729624245831
Lissandra,Cassiopeia,0.527,0.5228801836671538,556.0,293.012,-0.004119816332846193,0.004119816332846193
Cassiopeia,Lissandra,0.473,0.477111890984227,556.0,262.988,0.00411189098422704,0.00411189098422704
Katarina,Malphite,0.5224,0.5182926748821481,446.0,232.9904,-0.004107325117851834,0.004107325117851834
Naafiri,Mel,0.5509000000000001,0.5467930649077846,1140.0,628.0260000000001,-0.004106935092215491,0.004106935092215491
Mel,Naafiri,0.44909999999999994,0.45320274232713936,1140.0,511.97399999999993,0.004102742327139419,0.004102742327139419
Malphite,Katarina,0.47759999999999997,0.4816978030872764,446.0,213.00959999999998,0.004097803087276419,0.004097803087276419
Sion,Fizz,0.5281,0.5240059686836287,587.0,309.9947,-0.004094031316371316,0.004094031316371316
Cassiopeia,Naafiri,0.5133,0.5092122714283831,226.0,116.0058,-0.004087728571616878,0.004087728571616878
Fizz,Sion,0.4719,0.4759864635890144,587.0,277.0053,0.004086463589014433,0.004086463589014433
Ahri,Morgana,0.5284,0.5243275078591016,598.0,315.9832,-0.004072492140898332,0.004072492140898332
Naafiri,Cassiopeia,0.4867,0.4907717806308371,226.0,109.9942,0.004071780630837074,0.004071780630837074
Morgana,Ahri,0.47159999999999996,0.4756650436757205,598.0,282.0168,0.0040650436757205255,0.0040650436757205255
Sion,Akali,0.5254,0.5213705237490537,531.0,278.9874,-0.004029476250946296,0.004029476250946296
Annie,Lissandra,0.5396,0.5355729679732244,884.0,477.0064,-0.004027032026775568,0.004027032026775568
Lissandra,Annie,0.4604,0.46442174846102935,884.0,406.99359999999996,0.004021748461029373,0.004021748461029373
Ahri,Sion,0.5373,0.5332864521351107,830.0,445.959,-0.0040135478648892775,0.0040135478648892775
Naafiri,Xerath,0.5477000000000001,0.5436894121728175,1090.0,596.993,-0.004010587827182555,0.004010587827182555
Sion,Ahri,0.46270000000000006,0.46670795751145483,830.0,384.04100000000005,0.004007957511454774,0.004007957511454774
Swain,Annie,0.5147999999999999,0.5107929742855484,270.0,138.99599999999998,-0.004007025714451551,0.004007025714451551
Xerath,Naafiri,0.4523,0.45630621889550665,1090.0,493.007,0.004006218895506675,0.004006218895506675
Annie,Swain,0.4852000000000001,0.4891929742855485,270.0,131.00400000000002,0.003992974285548401,0.003992974285548401
Yone,Naafiri,0.5488000000000001,0.5448174555347903,1126.0,617.9488000000001,-0.003982544465209736,0.003982544465209736
Qiyana,Yone,0.5366,0.5326189135713618,820.0,440.01199999999994,-0.0039810864286381475,0.0039810864286381475
Galio,Irelia,0.5313,0.5273195685967635,687.0,365.0031,-0.003980431403236451,0.003980431403236451
Naafiri,Yone,0.4512,0.45517830382190283,1126.0,508.0512,0.00397830382190284,0.00397830382190284
Yone,Qiyana,0.4634000000000001,0.46737543531049236,820.0,379.98800000000006,0.00397543531049227,0.00397543531049227
Irelia,Galio,0.46869999999999995,0.4726738252676657,687.0,321.9969,0.003973825267665765,0.003973825267665765
Morgana,Akali,0.5155,0.5115291572523092,291.0,150.01049999999998,-0.003970842747690773,0.003970842747690773
Akali,Morgana,0.4845000000000001,0.4884575459991124,291.0,140.98950000000002,0.0039575459991123,0.0039575459991123
Galio,Jayce,0.513,0.5090527287444028,230.0,117.99000000000001,-0.00394727125559724,0.00394727125559724
Xerath,Vel'Koz,0.5318,0.527856258346534,707.0,375.98260000000005,-0.003943741653466004,0.003943741653466004
Vel'Koz,Xerath,0.4682,0.47213729923872727,707.0,331.0174,0.003937299238727265,0.003937299238727265
Malzahar,Azir,0.5537,0.5497669110436697,1266.0,700.9842,-0.003933088956330266,0.003933088956330266
Jayce,Galio,0.48700000000000004,0.4909315166231906,230.0,112.01,0.0039315166231905785,0.0039315166231905785
Azir,Malzahar,0.44630000000000003,0.45022928293239595,1266.0,565.0158,0.003929282932395917,0.003929282932395917
Diana,Taliyah,0.5174,0.5134752263190381,344.0,177.98559999999998,-0.0039247736809618905,0.0039247736809618905
Lissandra,Azir,0.5374,0.5334851469515197,856.0,460.01439999999997,-0.003914853048480271,0.003914853048480271
Sion,Sylas,0.5207999999999999,0.516885339258746,432.0,224.98559999999998,-0.003914660741253906,0.003914660741253906
Taliyah,Diana,0.4826,0.48651306415687584,344.0,166.0144,0.003913064156875867,0.003913064156875867
Azir,Lissandra,0.46259999999999996,0.4665094147339465,856.0,395.9856,0.00390941473394657,0.00390941473394657
Sylas,Sion,0.4792,0.48310488813092645,432.0,207.0144,0.0039048881309264316,0.0039048881309264316
Lissandra,Kassadin,0.5426,0.5387143122020536,997.0,540.9721999999999,-0.003885687797946402,0.003885687797946402
Kassadin,Lissandra,0.45740000000000003,0.4612809484828194,997.0,456.0278,0.0038809484828193908,0.0038809484828193908
Viktor,Morgana,0.5179,0.5140282947854274,363.0,187.9977,-0.003871705214572585,0.003871705214572585
Pantheon,Yasuo,0.5558,0.5519339338543302,1344.0,746.9952,-0.0038660661456697554,0.0038660661456697554
Yasuo,Pantheon,0.44420000000000004,0.44806246571028596,1344.0,597.0048,0.0038624657102859228,0.0038624657102859228
Akshan,LeBlanc,0.5407,0.536850662084738,958.0,517.9906,-0.0038493379152619855,0.0038493379152619855
Talon,Swain,0.5109,0.5070528186114539,184.0,94.0056,-0.003847181388546117,0.003847181388546117
LeBlanc,Akshan,0.4593,0.4631444238994829,958.0,440.00939999999997,0.0038444238994829183,0.0038444238994829183
Syndra,Ryze,0.5594,0.5555611114248403,1448.0,810.0112,-0.0038388885751596824,0.0038388885751596824
Ryze,Syndra,0.44060000000000005,0.44443553002949154,1448.0,637.9888000000001,0.0038355300294914962,0.0038355300294914962
Swain,Talon,0.4891,0.49292887494948207,184.0,89.9944,0.003828874949482086,0.003828874949482086
Ziggs,Katarina,0.5205,0.5166847592670128,438.0,227.97899999999998,-0.003815240732987113,0.003815240732987113
Pantheon,Qiyana,0.5097,0.5058858842574623,155.0,79.0035,-0.0038141157425377603,0.0038141157425377603
Sion,Lissandra,0.5171,0.5132942233014509,350.0,180.985,-0.0038057766985490904,0.0038057766985490904
Katarina,Ziggs,0.47950000000000004,0.48330557711087907,438.0,210.02100000000002,0.0038055771108790326,0.0038055771108790326
Aurelion Sol,Anivia,0.5418999999999999,0.5380954632356196,1002.0,542.9838,-0.0038045367643803063,0.0038045367643803063
Aurelion Sol,Mel,0.5799,0.5760976215440784,2002.0,1160.9597999999999,-0.0038023784559215734,0.0038023784559215734
Mel,Aurelion Sol,0.4201,0.42389990508356457,2002.0,841.0401999999999,0.003799905083564592,0.003799905083564592
Anivia,Aurelion Sol,0.4581,0.46189981895249815,1002.0,459.0162,0.0037998189524981463,0.0037998189524981463
Akshan,Kassadin,0.5233,0.5195009779896628,514.0,268.9762,-0.0037990220103372163,0.0037990220103372163
Lissandra,Sion,0.48289999999999994,0.4866942233014509,350.0,169.015,0.0037942233014509608,0.0037942233014509608
Qiyana,Pantheon,0.49029999999999996,0.49409372739471724,155.0,75.9965,0.0037937273947172834,0.0037937273947172834
Kassadin,Akshan,0.4767,0.480490554536894,514.0,245.0238,0.0037905545368939753,0.0037905545368939753
Malphite,Yone,0.5241,0.5203303132588327,540.0,283.014,-0.0037696867411672885,0.0037696867411672885
Viktor,Malphite,0.517,0.5132331869151613,352.0,181.984,-0.003766813084838727,0.003766813084838727
Yone,Malphite,0.4759000000000001,0.47966156325883275,540.0,256.98600000000005,0.0037615632588326453,0.0037615632588326453
Annie,Akshan,0.5236,0.5198438799453942,529.0,276.9844,-0.003756120054605794,0.003756120054605794
Malphite,Viktor,0.483,0.48675531080896656,352.0,170.016,0.003755310808966572,0.003755310808966572
Akshan,Annie,0.4764,0.48014785450819225,529.0,252.0156,0.003747854508192261,0.003747854508192261
Aurora,Ziggs,0.5134000000000001,0.5096808877718918,261.0,133.99740000000003,-0.003719112228108279,0.003719112228108279
Diana,Ziggs,0.5134000000000001,0.5096808877718918,261.0,133.99740000000003,-0.003719112228108279,0.003719112228108279
Malphite,Zed,0.5781000000000001,0.5743885512995975,2005.0,1159.0905,-0.00371144870040252,0.00371144870040252
Anivia,Irelia,0.5297999999999999,0.5260902991115085,704.0,372.97919999999993,-0.0037097008884914295,0.0037097008884914295
