champion,enemy_champion,games,wins,losses,raw_winrate,prior_mean,prior_strength,posterior_alpha,posterior_beta,posterior_mean,posterior_sd,posterior_lower_5,posterior_upper_95
Aurora,Yone,1579.0,840.9753999999999,738.0246000000001,0.5326,0.49997400485652904,100.0,890.9728004856528,788.0271995143472,0.5306568198246889,0.012175799558135914,0.5106077909790756,0.5506643133716421
Aurora,Syndra,1543.0,769.0312,773.9688,0.4984,0.49997400485652904,100.0,819.0286004856529,823.9713995143471,0.4984958006607747,0.012331534788248714,0.47821236718325205,0.5187813167678683
Aurora,Orianna,1521.0,760.9562999999999,760.0437000000001,0.5003,0.49997400485652904,100.0,810.9537004856528,810.0462995143472,0.5002798892570344,0.012414936751302574,0.4798580155638618,0.5207013701702209
Aurora,Veigar,1399.0,653.0532,745.9468,0.46679999999999994,0.49997400485652904,100.0,703.0506004856528,795.9493995143472,0.4690130757075736,0.012885128650836086,0.447841427722397,0.4902317493086989
Aurora,Twisted Fate,1367.0,678.032,688.968,0.49600000000000005,0.49997400485652904,100.0,728.0294004856529,738.9705995143471,0.4962708933099202,0.01304953081942598,0.4748081447717365,0.5177394246191297
Aurora,Lissandra,1302.0,658.9422,643.0578,0.5061,0.49997400485652904,100.0,708.9396004856528,693.0603995143472,0.5056630531281404,0.013347911276486376,0.4837019519438554,0.5276149652474673
Aurora,LeBlanc,1238.0,607.9818,630.0182,0.49110000000000004,0.49997400485652904,100.0,657.9792004856529,680.0207995143471,0.49176322906252085,0.01366220441320954,0.4692966769243352,0.5142437860214006
Aurora,Fizz,1207.0,585.9985,621.0015,0.48550000000000004,0.49997400485652904,100.0,635.9959004856529,671.0040995143471,0.4866074219477069,0.01382007135335633,0.4638858153188834,0.5093523400322681
Aurora,Zoe,1110.0,544.011,565.989,0.4901,0.49997400485652904,100.0,594.0084004856528,615.9915995143472,0.4909160334592172,0.014365681923812625,0.4672937027938081,0.5145554440252722
Aurora,Lux,1109.0,542.9664,566.0336,0.48960000000000004,0.49997400485652904,100.0,592.9638004856529,616.0361995143471,0.490458064917827,0.014371371664979128,0.4668268120055256,0.5141072736606882
Aurora,Ryze,1087.0,546.0001,540.9999,0.5023,0.49997400485652904,100.0,595.9975004856528,591.0024995143472,0.5021040442170622,0.014506342888715744,0.47823974579875184,0.525964309868642
Aurora,Galio,1081.0,545.0402,535.9598,0.5042,0.49997400485652904,100.0,595.0376004856529,585.9623995143471,0.5038421680657518,0.014542813790598285,0.4799161851777432,0.5277607493400194
Aurora,Diana,1076.0,500.0172,575.9828,0.4647,0.49997400485652904,100.0,550.0146004856529,625.9853995143471,0.4676994902088885,0.014543658150911153,0.44380709744684155,0.49165437181970667
Aurora,Anivia,1054.0,529.0026,524.9974,0.5019,0.49997400485652904,100.0,579.0000004856529,574.9999995143471,0.5017331026738759,0.014712158777415378,0.47753051185796425,0.5259322766620625
Aurora,Hwei,942.0,469.0218,472.9782,0.4979,0.49997400485652904,100.0,519.0192004856528,522.9807995143472,0.4980990407731793,0.015481916162024514,0.4726338428028412,0.5235683895404353
