pool,pool_size,simulation_mode,mean_score,median_score,sd_score,lower_5_score,upper_95_score,probability_of_being_best,point_estimate_rank_source
"Akshan, Malphite, Sion",3,oracle,0.5433179337127844,0.5433225580713819,0.0028896584984035283,0.5385747611041638,0.548132832478861,0.0072,top_100_deterministic_eb
"Akshan, Sion, Swain",3,oracle,0.543294866108154,0.5432843391741787,0.0028881269808311446,0.5385352596849869,0.548053622038229,0.0034,top_100_deterministic_eb
"Kassadin, Pantheon, Sion",3,oracle,0.5432336974043427,0.5432653129701881,0.0030019770226858322,0.538281744371769,0.548075889817764,0.0002,top_100_deterministic_eb
"Aurelion Sol, Sion, Swain",3,oracle,0.5432273433601686,0.5431943852644694,0.00286736892829248,0.5385240897282858,0.547968466482524,0.004,top_100_deterministic_eb
"Aurelion Sol, Malphite, Sion",3,oracle,0.5432002864786994,0.5431351906467123,0.002830106858485074,0.5385970176252112,0.5479484326923113,0.008,top_100_deterministic_eb
"Anivia, Aurelion Sol, Sion",3,oracle,0.5431811878709957,0.5432168819616165,0.0025382834297432806,0.5390433854400922,0.547381567964709,0.0016,top_100_deterministic_eb
"Fizz, Sion, Vel'Koz",3,oracle,0.5431792809530904,0.5431342432928823,0.0027425554617280285,0.538753954589067,0.5477239089838163,0.0016,top_100_deterministic_eb
"Nasus, Pantheon, Xerath",3,oracle,0.5431723979357581,0.5431032905627029,0.0029019822573206964,0.5384394664048022,0.5479837692103909,0.0158,top_100_deterministic_eb
"Sion, Vel'Koz, Xerath",3,oracle,0.5431375657502613,0.543100397279646,0.0027131683007096783,0.5387342776418532,0.547626841292328,0.001,top_100_deterministic_eb
"Aurelion Sol, Fizz, Sion",3,oracle,0.5431362881599836,0.5431116058233776,0.0025953668720328288,0.5388659949570376,0.5474659466718395,0.0016,top_100_deterministic_eb
"Annie, Sion, Xerath",3,oracle,0.5431180938171186,0.5430700201772569,0.002476241547886497,0.5390436614723308,0.5471966032531221,0.0016,top_100_deterministic_eb
"Fizz, Sion, Swain",3,oracle,0.543115908784513,0.5431158685781019,0.002774241450346859,0.5385685848713747,0.5477781426883358,0.0026,top_100_deterministic_eb
"Malphite, Sion, Xerath",3,oracle,0.5430677115768656,0.5430304350159534,0.002666595288227017,0.5387863566935668,0.5474859462846108,0.0018,top_100_deterministic_eb
"Katarina, Morgana, Sion",3,oracle,0.5430305939858792,0.5429982217199161,0.0028965997380568423,0.5382428300245486,0.5478327059007279,0.0018,top_100_deterministic_eb
