patch,pool_size,optimized_pool,score,marginal_gain
16.07,1,Viktor,0.5071186281517588,
16.07,2,"Ahri, Viktor",0.5151031203369403,0.007984492185181491
16.07,3,"Ahri, Syndra, Viktor",0.5162292242845146,0.0011261039475742862
