pool_champion,Ahri,Yasuo,Viktor,Malzahar,Sylas,Zed,Akali,Mel,Katarina,Xerath,Yone,Lissandra,Fizz,Veigar,Syndra
Ahri,0.4999742622341872,0.4999996324216138,0.4959521305803779,0.5027573305882007,0.5102878201512431,0.4991140583055578,0.511101819857507,0.47924314867675083,0.49449239192535266,0.5027469893989219,0.5425221751537606,0.5065666535459264,0.49228371453235026,0.4964713516641352,0.5128516837846487
Syndra,0.4871473326684928,0.48270019496908956,0.487336462781549,0.48550949319008263,0.4821862840463469,0.4797940847350483,0.5158662844155573,0.5394132474475722,0.44443077588496976,0.45038553599133885,0.5253662215316157,0.49771805096253247,0.4536800658267649,0.5028554921134922,0.4999742622341872
Viktor,0.5040472041568334,0.5333181902601726,0.4999742622341872,0.5051857572899299,0.5125777363464605,0.5008741052812229,0.4778940268497911,0.5560766539662085,0.5257126448458452,0.46288431168218347,0.5068043443290596,0.5126901968422269,0.49126662645884966,0.4988382536610143,0.5126621889226278
