scope_id,patch,rank_scope,rank_scope_type,champion,top_100_appearances,top_100_inclusion_frequency,best_pool_member,best_pool_rank_with_champion,mean_top_100_rank_with_champion
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Lissandra,9,0.09,False,22.0,61.55555555555556
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Lux,0,0.0,False,,
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Malphite,4,0.04,False,47.0,71.25
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Malzahar,6,0.06,False,36.0,61.666666666666664
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Mel,0,0.0,False,,
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Naafiri,17,0.17,False,7.0,38.588235294117645
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Orianna,0,0.0,False,,
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Pantheon,22,0.22,True,1.0,47.18181818181818
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Qiyana,0,0.0,False,,
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Ryze,0,0.0,False,,
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Sion,51,0.51,True,1.0,37.98039215686274
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Swain,10,0.1,False,9.0,44.8
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Sylas,0,0.0,False,,
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Syndra,0,0.0,False,,
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Taliyah,2,0.02,False,69.0,78.0
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Talon,0,0.0,False,,
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Twisted Fate,7,0.07,False,10.0,46.142857142857146
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Veigar,1,0.01,False,80.0,80.0
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Vel'Koz,8,0.08,False,17.0,57.75
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Vex,21,0.21,False,4.0,54.904761904761905
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Viktor,0,0.0,False,,
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Vladimir,12,0.12,False,33.0,61.083333333333336
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Xerath,25,0.25,False,2.0,38.44
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Yasuo,0,0.0,False,,
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Yone,0,0.0,False,,
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Zed,0,0.0,False,,
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Ziggs,0,0.0,False,,
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Zoe,1,0.01,False,95.0,95.0
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Ahri,2,0.02,False,25.0,27.5
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Akali,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Akshan,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Anivia,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Annie,9,0.09,False,36.0,56.888888888888886
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Aurelion Sol,4,0.04,False,2.0,46.0
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Aurora,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Azir,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Brand,5,0.05,False,4.0,34.8
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Cassiopeia,5,0.05,False,8.0,64.0
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Cho'Gath,3,0.03,False,23.0,57.0
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Diana,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Ekko,2,0.02,False,54.0,63.0
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Fizz,51,0.51,True,1.0,46.98039215686274
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Galio,2,0.02,False,52.0,53.5
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Hwei,2,0.02,False,28.0,46.0
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Irelia,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Jayce,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Kassadin,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Katarina,51,0.51,False,3.0,50.490196078431374
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,LeBlanc,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Lissandra,15,0.15,False,11.0,54.333333333333336
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Lux,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Malphite,1,0.01,False,92.0,92.0
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Malzahar,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Mel,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Naafiri,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Orianna,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Pantheon,53,0.53,True,1.0,39.716981132075475
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Qiyana,3,0.03,False,42.0,72.0
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Ryze,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Sion,2,0.02,False,32.0,32.5
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Swain,2,0.02,False,87.0,91.0
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Sylas,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Syndra,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Taliyah,14,0.14,False,10.0,54.714285714285715
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Talon,3,0.03,False,69.0,74.66666666666667
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Twisted Fate,13,0.13,False,5.0,54.53846153846154
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Veigar,10,0.1,True,1.0,44.7
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Vel'Koz,2,0.02,False,46.0,69.5
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Vex,13,0.13,False,19.0,48.0
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Viktor,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Vladimir,10,0.1,False,15.0,63.4
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Xerath,13,0.13,False,6.0,64.53846153846153
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Yasuo,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Yone,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Zed,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Ziggs,0,0.0,False,,
16.10__diamond_plus__cumulative,16.10,diamond_plus,cumulative,Zoe,10,0.1,False,9.0,58.1
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Ahri,17,0.17,False,2.0,50.05882352941177
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Akali,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Akshan,1,0.01,False,47.0,47.0
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Anivia,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Annie,12,0.12,False,9.0,54.666666666666664
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Aurelion Sol,8,0.08,False,52.0,67.875
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Aurora,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Azir,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Brand,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Cassiopeia,4,0.04,False,17.0,67.5
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Cho'Gath,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Diana,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Ekko,7,0.07,False,20.0,66.28571428571429
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Fizz,43,0.43,True,1.0,42.55813953488372
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Galio,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Hwei,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Irelia,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Jayce,1,0.01,False,93.0,93.0
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Kassadin,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Katarina,58,0.58,False,3.0,49.189655172413794
16.10__master_plus__cumulative,16.10,master_plus,cumulative,LeBlanc,1,0.01,False,70.0,70.0
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Lissandra,13,0.13,False,16.0,53.53846153846154
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Lux,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Malphite,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Malzahar,3,0.03,False,43.0,68.33333333333333
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Mel,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Naafiri,7,0.07,False,21.0,49.57142857142857
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Orianna,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Pantheon,26,0.26,True,1.0,46.61538461538461
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Qiyana,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Ryze,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Sion,2,0.02,False,65.0,81.5
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Swain,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Sylas,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Syndra,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Taliyah,4,0.04,False,26.0,46.25
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Talon,1,0.01,False,85.0,85.0
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Twisted Fate,35,0.35,True,1.0,46.0
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Veigar,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Vel'Koz,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Vex,16,0.16,False,4.0,44.9375
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Viktor,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Vladimir,9,0.09,False,10.0,60.44444444444444
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Xerath,10,0.1,False,14.0,55.1
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Yasuo,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Yone,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Zed,1,0.01,False,99.0,99.0
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Ziggs,0,0.0,False,,
16.10__master_plus__cumulative,16.10,master_plus,cumulative,Zoe,21,0.21,False,8.0,50.333333333333336
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Ahri,2,0.02,False,41.0,48.5
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Akali,1,0.01,False,82.0,82.0
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Akshan,2,0.02,False,57.0,70.5
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Anivia,2,0.02,False,74.0,84.0
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Annie,3,0.03,False,10.0,40.0
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Aurelion Sol,2,0.02,False,34.0,46.0
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Aurora,1,0.01,False,89.0,89.0
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Azir,0,0.0,False,,
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Brand,2,0.02,False,11.0,27.5
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Cassiopeia,1,0.01,False,51.0,51.0
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Cho'Gath,2,0.02,False,54.0,65.0
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Diana,7,0.07,False,31.0,58.142857142857146
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Ekko,0,0.0,False,,
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Fizz,40,0.4,True,1.0,50.55
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Galio,1,0.01,False,62.0,62.0
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Hwei,1,0.01,False,96.0,96.0
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Irelia,1,0.01,False,83.0,83.0
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Jayce,2,0.02,False,40.0,56.5
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Kassadin,0,0.0,False,,
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Katarina,3,0.03,False,32.0,52.0
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,LeBlanc,1,0.01,False,98.0,98.0
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Lissandra,3,0.03,False,14.0,31.333333333333332
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Lux,2,0.02,False,59.0,69.5
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Malphite,3,0.03,False,5.0,32.333333333333336
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Malzahar,4,0.04,False,8.0,49.75
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Mel,0,0.0,False,,
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Naafiri,51,0.51,False,2.0,49.450980392156865
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Orianna,0,0.0,False,,
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Pantheon,8,0.08,False,9.0,52.5
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Qiyana,0,0.0,False,,
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Ryze,0,0.0,False,,
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Sion,69,0.69,True,1.0,47.05797101449275
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Swain,12,0.12,False,15.0,49.916666666666664
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Sylas,0,0.0,False,,
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Syndra,0,0.0,False,,
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Taliyah,2,0.02,False,53.0,65.5
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Talon,0,0.0,False,,
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Twisted Fate,2,0.02,False,75.0,83.5
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Veigar,2,0.02,False,30.0,38.0
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Vel'Koz,10,0.1,False,18.0,57.7
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Vex,22,0.22,True,1.0,45.40909090909091
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Viktor,2,0.02,False,50.0,73.5
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Vladimir,13,0.13,False,3.0,46.69230769230769
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Xerath,21,0.21,False,6.0,50.80952380952381
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Yasuo,0,0.0,False,,
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Yone,0,0.0,False,,
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Zed,0,0.0,False,,
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Ziggs,0,0.0,False,,
16.11__plat_plus__cumulative,16.11,plat_plus,cumulative,Zoe,0,0.0,False,,
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Ahri,3,0.03,False,18.0,44.333333333333336
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Akali,1,0.01,False,40.0,40.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Akshan,2,0.02,False,61.0,68.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Anivia,1,0.01,False,44.0,44.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Annie,2,0.02,False,13.0,29.5
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Aurelion Sol,0,0.0,False,,
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Aurora,1,0.01,False,94.0,94.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Azir,0,0.0,False,,
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Brand,2,0.02,False,67.0,83.5
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Cassiopeia,1,0.01,False,39.0,39.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Cho'Gath,1,0.01,False,99.0,99.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Diana,11,0.11,False,15.0,56.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Ekko,4,0.04,False,48.0,60.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Fizz,31,0.31,True,1.0,51.774193548387096
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Galio,2,0.02,False,42.0,60.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Hwei,0,0.0,False,,
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Irelia,1,0.01,False,74.0,74.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Jayce,2,0.02,False,38.0,50.5
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Kassadin,0,0.0,False,,
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Katarina,7,0.07,False,9.0,47.714285714285715
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,LeBlanc,0,0.0,False,,
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Lissandra,7,0.07,False,6.0,50.42857142857143
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Lux,2,0.02,False,72.0,84.5
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Malphite,2,0.02,False,7.0,25.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Malzahar,3,0.03,False,57.0,74.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Mel,0,0.0,False,,
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Naafiri,55,0.55,False,2.0,45.14545454545455
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Orianna,0,0.0,False,,
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Pantheon,8,0.08,False,5.0,56.5
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Qiyana,1,0.01,False,49.0,49.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Ryze,0,0.0,False,,
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Sion,73,0.73,True,1.0,48.178082191780824
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Swain,4,0.04,False,23.0,59.5
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Sylas,0,0.0,False,,
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Syndra,0,0.0,False,,
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Taliyah,2,0.02,False,32.0,49.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Talon,2,0.02,False,56.0,68.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Twisted Fate,2,0.02,False,62.0,63.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Veigar,2,0.02,False,31.0,39.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Vel'Koz,8,0.08,False,17.0,69.25
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Vex,22,0.22,True,1.0,47.40909090909091
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Viktor,1,0.01,False,89.0,89.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Vladimir,16,0.16,False,3.0,52.125
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Xerath,13,0.13,False,8.0,33.69230769230769
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Yasuo,0,0.0,False,,
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Yone,0,0.0,False,,
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Zed,1,0.01,False,65.0,65.0
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Ziggs,0,0.0,False,,
16.11__emerald_plus__cumulative,16.11,emerald_plus,cumulative,Zoe,4,0.04,False,28.0,63.75
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Ahri,1,0.01,False,84.0,84.0
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Akali,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Akshan,1,0.01,False,60.0,60.0
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Anivia,3,0.03,False,42.0,53.333333333333336
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Annie,4,0.04,False,29.0,57.0
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Aurelion Sol,1,0.01,False,72.0,72.0
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Aurora,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Azir,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Brand,1,0.01,False,39.0,39.0
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Cassiopeia,6,0.06,False,25.0,55.666666666666664
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Cho'Gath,4,0.04,False,43.0,64.75
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Diana,50,0.5,True,1.0,45.86
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Ekko,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Fizz,5,0.05,False,36.0,68.6
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Galio,11,0.11,False,8.0,43.36363636363637
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Hwei,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Irelia,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Jayce,3,0.03,False,52.0,64.66666666666667
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Kassadin,5,0.05,False,33.0,62.4
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Katarina,27,0.27,False,4.0,55.48148148148148
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,LeBlanc,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Lissandra,1,0.01,False,44.0,44.0
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Lux,2,0.02,False,80.0,87.0
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Malphite,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Malzahar,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Mel,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Naafiri,20,0.2,False,2.0,48.85
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Orianna,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Pantheon,65,0.65,True,1.0,46.16923076923077
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Qiyana,1,0.01,False,81.0,81.0
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Ryze,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Sion,1,0.01,False,93.0,93.0
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Swain,5,0.05,False,7.0,41.8
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Sylas,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Syndra,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Taliyah,2,0.02,False,31.0,46.5
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Talon,31,0.31,True,1.0,46.16129032258065
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Twisted Fate,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Veigar,3,0.03,False,46.0,64.66666666666667
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Vel'Koz,3,0.03,False,5.0,62.0
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Vex,8,0.08,False,14.0,48.0
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Viktor,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Vladimir,10,0.1,False,3.0,44.8
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Xerath,4,0.04,False,19.0,54.0
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Yasuo,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Yone,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Zed,2,0.02,False,88.0,92.0
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Ziggs,0,0.0,False,,
16.11__diamond_plus__cumulative,16.11,diamond_plus,cumulative,Zoe,20,0.2,False,11.0,54.1
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Ahri,6,0.06,False,13.0,38.833333333333336
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Akali,0,0.0,False,,
