champion,top_pool_appearances,top_pool_share,best_top_pool_rank,mean_top_pool_rank,champion_name_normalized,pickrate,winrate,champion_key,banrate,total_games,lane,patch,elo,source_url,extraction_date,exclusion_score_drop,best_pool_member,best_pool,best_pool_score,scope,rank
Akali,0,0.0,,,akali,0.0679,0.5012,akali,0.21289999999999998,187422,mid,16.05,plat_plus,https://op.gg/lol/champions/akali/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Aurora,0,0.0,,,aurora,0.0332,0.49479999999999996,aurora,0.021400000000000002,91085,mid,16.05,plat_plus,https://op.gg/lol/champions/aurora/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Azir,0,0.0,,,azir,0.0171,0.43670000000000003,azir,0.0033,47074,mid,16.05,plat_plus,https://op.gg/lol/champions/azir/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Cassiopeia,0,0.0,,,cassiopeia,0.010700000000000001,0.4932,cassiopeia,0.0106,29442,mid,16.05,plat_plus,https://op.gg/lol/champions/cassiopeia/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Ekko,0,0.0,,,ekko,0.0317,0.504,ekko,0.0441,87865,mid,16.05,plat_plus,https://op.gg/lol/champions/ekko/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Galio,0,0.0,,,galio,0.038,0.4932,galio,0.0163,104508,mid,16.05,plat_plus,https://op.gg/lol/champions/galio/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Irelia,0,0.0,,,irelia,0.0277,0.5043,irelia,0.13470000000000001,76430,mid,16.05,plat_plus,https://op.gg/lol/champions/irelia/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Jayce,0,0.0,,,jayce,0.0058,0.5028,jayce,0.037000000000000005,16006,mid,16.05,plat_plus,https://op.gg/lol/champions/jayce/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
LeBlanc,0,0.0,,,leblanc,0.0421,0.4985,leblanc,0.149,115725,mid,16.05,plat_plus,https://op.gg/lol/champions/leblanc/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Lissandra,0,0.0,,,lissandra,0.03,0.5059,lissandra,0.0144,82935,mid,16.05,plat_plus,https://op.gg/lol/champions/lissandra/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Orianna,0,0.0,,,orianna,0.0405,0.47450000000000003,orianna,0.009000000000000001,111205,mid,16.05,plat_plus,https://op.gg/lol/champions/orianna/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Qiyana,0,0.0,,,qiyana,0.0202,0.4965,qiyana,0.023399999999999997,55726,mid,16.05,plat_plus,https://op.gg/lol/champions/qiyana/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Ryze,0,0.0,,,ryze,0.0369,0.4731,ryze,0.0126,101495,mid,16.05,plat_plus,https://op.gg/lol/champions/ryze/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Smolder,0,0.0,,,smolder,0.0121,0.4678,smolder,0.06480000000000001,33330,mid,16.05,plat_plus,https://op.gg/lol/champions/smolder/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Sylas,0,0.0,,,sylas,0.0663,0.4903,sylas,0.1115,182786,mid,16.05,plat_plus,https://op.gg/lol/champions/sylas/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Syndra,0,0.0,,,syndra,0.0466,0.499,syndra,0.0339,128605,mid,16.05,plat_plus,https://op.gg/lol/champions/syndra/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Taliyah,0,0.0,,,taliyah,0.0158,0.47729999999999995,taliyah,0.004,43621,mid,16.05,plat_plus,https://op.gg/lol/champions/taliyah/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Viktor,0,0.0,,,viktor,0.0709,0.5133,viktor,0.0364,194964,mid,16.05,plat_plus,https://op.gg/lol/champions/viktor/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Vladimir,0,0.0,,,vladimir,0.0277,0.5022,vladimir,0.041100000000000005,76629,mid,16.05,plat_plus,https://op.gg/lol/champions/vladimir/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Yasuo,0,0.0,,,yasuo,0.09449999999999999,0.4975,yasuo,0.2007,261317,mid,16.05,plat_plus,https://op.gg/lol/champions/yasuo/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Yone,0,0.0,,,yone,0.0613,0.4901,yone,0.0541,168913,mid,16.05,plat_plus,https://op.gg/lol/champions/yone/build/mid?region=global&tier=platinum_plus,2026-03-13,0.0,False,"Sion, Vex, Xerath",0.5406507907172773,opgg_plat_plus_patch_16.05,plat_plus
Sion,97,0.97,1.0,50.01030927835052,sion,0.0097,0.5337,sion,0.011399999999999999,42669,mid,16.06,plat_plus,https://op.gg/lol/champions/sion/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.002644969463230784,True,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Swain,21,0.21,2.0,46.80952380952381,swain,0.010700000000000001,0.5262,swain,0.0369,47350,mid,16.06,plat_plus,https://op.gg/lol/champions/swain/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Nasus,19,0.19,1.0,41.21052631578947,nasus,0.0058,0.5206000000000001,nasus,0.0548,25952,mid,16.06,plat_plus,https://op.gg/lol/champions/nasus/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0003749918862439028,True,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Xerath,19,0.19,1.0,36.94736842105263,xerath,0.058499999999999996,0.5229,xerath,0.0895,259101,mid,16.06,plat_plus,https://op.gg/lol/champions/xerath/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0006293286890758365,True,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Aurelion Sol,14,0.14,10.0,41.57142857142857,aurelionsol,0.03,0.523,aurelionsol,0.012199999999999999,132671,mid,16.06,plat_plus,https://op.gg/lol/champions/aurelionsol/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Naafiri,14,0.14,8.0,33.142857142857146,naafiri,0.0253,0.5172,naafiri,0.14550000000000002,111914,mid,16.06,plat_plus,https://op.gg/lol/champions/naafiri/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Vex,14,0.14,3.0,53.142857142857146,vex,0.031400000000000004,0.5228,vex,0.0366,138568,mid,16.06,plat_plus,https://op.gg/lol/champions/vex/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Annie,13,0.13,6.0,56.92307692307692,annie,0.0229,0.5209,annie,0.0064,101046,mid,16.06,plat_plus,https://op.gg/lol/champions/annie/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Fizz,12,0.12,5.0,49.083333333333336,fizz,0.051500000000000004,0.5186,fizz,0.07629999999999999,227719,mid,16.06,plat_plus,https://op.gg/lol/champions/fizz/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Pantheon,11,0.11,9.0,50.54545454545455,pantheon,0.008199999999999999,0.5235,pantheon,0.0168,36170,mid,16.06,plat_plus,https://op.gg/lol/champions/pantheon/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Veigar,10,0.1,7.0,55.9,veigar,0.0509,0.5231,veigar,0.024399999999999998,224870,mid,16.06,plat_plus,https://op.gg/lol/champions/veigar/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Vel'Koz,10,0.1,28.0,45.2,velkoz,0.011899999999999999,0.5194,velkoz,0.0139,52408,mid,16.06,plat_plus,https://op.gg/lol/champions/velkoz/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Brand,8,0.08,20.0,59.25,brand,0.0113,0.5256000000000001,brand,0.0364,50002,mid,16.06,plat_plus,https://op.gg/lol/champions/brand/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Katarina,8,0.08,25.0,56.75,katarina,0.0675,0.507,katarina,0.0951,297610,mid,16.06,plat_plus,https://op.gg/lol/champions/katarina/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Morgana,8,0.08,55.0,76.75,morgana,0.0058,0.5147999999999999,morgana,0.1962,25483,mid,16.06,plat_plus,https://op.gg/lol/champions/morgana/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Akshan,4,0.04,64.0,73.5,akshan,0.0245,0.5096,akshan,0.0242,107883,mid,16.06,plat_plus,https://op.gg/lol/champions/akshan/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Anivia,4,0.04,34.0,54.5,anivia,0.0315,0.5196000000000001,anivia,0.0254,139173,mid,16.06,plat_plus,https://op.gg/lol/champions/anivia/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Lissandra,3,0.03,50.0,59.666666666666664,lissandra,0.047,0.5183,lissandra,0.0194,208088,mid,16.06,plat_plus,https://op.gg/lol/champions/lissandra/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Ziggs,3,0.03,69.0,76.0,ziggs,0.009300000000000001,0.5118,ziggs,0.0053,40876,mid,16.06,plat_plus,https://op.gg/lol/champions/ziggs/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Malphite,2,0.02,97.0,98.0,malphite,0.009399999999999999,0.5149,malphite,0.2173,41533,mid,16.06,plat_plus,https://op.gg/lol/champions/malphite/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Ahri,1,0.01,77.0,77.0,ahri,0.122,0.5132,ahri,0.0684,538947,mid,16.06,plat_plus,https://op.gg/lol/champions/ahri/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Akali,1,0.01,85.0,85.0,akali,0.067,0.5022,akali,0.2006,296777,mid,16.06,plat_plus,https://op.gg/lol/champions/akali/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Irelia,1,0.01,61.0,61.0,irelia,0.0274,0.506,irelia,0.1383,121100,mid,16.06,plat_plus,https://op.gg/lol/champions/irelia/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Lux,1,0.01,91.0,91.0,lux,0.042300000000000004,0.5171,lux,0.0513,186447,mid,16.06,plat_plus,https://op.gg/lol/champions/lux/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Malzahar,1,0.01,79.0,79.0,malzahar,0.0736,0.517,malzahar,0.1209,325006,mid,16.06,plat_plus,https://op.gg/lol/champions/malzahar/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Twisted Fate,1,0.01,95.0,95.0,twistedfate,0.0466,0.5112,twistedfate,0.0098,206718,mid,16.06,plat_plus,https://op.gg/lol/champions/twistedfate/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Aurora,0,0.0,,,aurora,0.035699999999999996,0.4953,aurora,0.0235,157746,mid,16.06,plat_plus,https://op.gg/lol/champions/aurora/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Azir,0,0.0,,,azir,0.025,0.4636,azir,0.0043,110401,mid,16.06,plat_plus,https://op.gg/lol/champions/azir/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Cassiopeia,0,0.0,,,cassiopeia,0.010700000000000001,0.4941,cassiopeia,0.0105,47357,mid,16.06,plat_plus,https://op.gg/lol/champions/cassiopeia/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Cho'Gath,0,0.0,,,chogath,0.005699999999999999,0.5112,chogath,0.0079,25132,mid,16.06,plat_plus,https://op.gg/lol/champions/chogath/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Diana,0,0.0,,,diana,0.0385,0.5177,diana,0.0655,170138,mid,16.06,plat_plus,https://op.gg/lol/champions/diana/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Ekko,0,0.0,,,ekko,0.030699999999999998,0.5075,ekko,0.0282,135274,mid,16.06,plat_plus,https://op.gg/lol/champions/ekko/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Galio,0,0.0,,,galio,0.0377,0.49579999999999996,galio,0.0155,166917,mid,16.06,plat_plus,https://op.gg/lol/champions/galio/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Hwei,0,0.0,,,hwei,0.033,0.5097999999999999,hwei,0.0154,145654,mid,16.06,plat_plus,https://op.gg/lol/champions/hwei/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Jayce,0,0.0,,,jayce,0.0064,0.4986,jayce,0.0345,28297,mid,16.06,plat_plus,https://op.gg/lol/champions/jayce/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Kassadin,0,0.0,,,kassadin,0.0255,0.4986,kassadin,0.0319,112190,mid,16.06,plat_plus,https://op.gg/lol/champions/kassadin/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
LeBlanc,0,0.0,,,leblanc,0.044000000000000004,0.5007,leblanc,0.145,194276,mid,16.06,plat_plus,https://op.gg/lol/champions/leblanc/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Mel,0,0.0,,,mel,0.0688,0.49079999999999996,mel,0.34240000000000004,303901,mid,16.06,plat_plus,https://op.gg/lol/champions/mel/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Orianna,0,0.0,,,orianna,0.0416,0.4788,orianna,0.0083,184014,mid,16.06,plat_plus,https://op.gg/lol/champions/orianna/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Qiyana,0,0.0,,,qiyana,0.0203,0.49810000000000004,qiyana,0.0168,89403,mid,16.06,plat_plus,https://op.gg/lol/champions/qiyana/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Ryze,0,0.0,,,ryze,0.0331,0.47369999999999995,ryze,0.0096,146508,mid,16.06,plat_plus,https://op.gg/lol/champions/ryze/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Smolder,0,0.0,,,smolder,0.0109,0.4657,smolder,0.0629,48100,mid,16.06,plat_plus,https://op.gg/lol/champions/smolder/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Sylas,0,0.0,,,sylas,0.06849999999999999,0.5005,sylas,0.1298,303510,mid,16.06,plat_plus,https://op.gg/lol/champions/sylas/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Syndra,0,0.0,,,syndra,0.046799999999999994,0.5015,syndra,0.0298,206306,mid,16.06,plat_plus,https://op.gg/lol/champions/syndra/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Taliyah,0,0.0,,,taliyah,0.0127,0.4805,taliyah,0.0032,55933,mid,16.06,plat_plus,https://op.gg/lol/champions/taliyah/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Talon,0,0.0,,,talon,0.019299999999999998,0.5014,talon,0.0385,85327,mid,16.06,plat_plus,https://op.gg/lol/champions/talon/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Viktor,0,0.0,,,viktor,0.07139999999999999,0.5124,viktor,0.0384,315907,mid,16.06,plat_plus,https://op.gg/lol/champions/viktor/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Vladimir,0,0.0,,,vladimir,0.027999999999999997,0.5036,vladimir,0.0397,123279,mid,16.06,plat_plus,https://op.gg/lol/champions/vladimir/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Yasuo,0,0.0,,,yasuo,0.0897,0.4988,yasuo,0.19920000000000002,396006,mid,16.06,plat_plus,https://op.gg/lol/champions/yasuo/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Yone,0,0.0,,,yone,0.057699999999999994,0.48969999999999997,yone,0.0541,255072,mid,16.06,plat_plus,https://op.gg/lol/champions/yone/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Zed,0,0.0,,,zed,0.069,0.49920000000000003,zed,0.2402,304900,mid,16.06,plat_plus,https://op.gg/lol/champions/zed/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Zoe,0,0.0,,,zoe,0.0326,0.5051,zoe,0.0487,143755,mid,16.06,plat_plus,https://op.gg/lol/champions/zoe/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07,0.0,False,"Nasus, Sion, Xerath",0.5401076969293834,opgg_plat_plus_patch_16.06,plat_plus
Sion,99,0.99,1.0,50.282828282828284,sion,0.0104,0.5376,sion,0.0116,19539,mid,16.07,plat_plus,https://op.gg/lol/champions/sion/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.004718740657168596,True,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Pantheon,31,0.31,1.0,35.38709677419355,pantheon,0.0086,0.5251,pantheon,0.018000000000000002,16143,mid,16.07,plat_plus,https://op.gg/lol/champions/pantheon/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.002358062755320134,True,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Xerath,19,0.19,1.0,42.94736842105263,xerath,0.057699999999999994,0.5228,xerath,0.0915,107160,mid,16.07,plat_plus,https://op.gg/lol/champions/xerath/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0004751802234250757,True,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Akshan,17,0.17,6.0,51.411764705882355,akshan,0.0248,0.5109,akshan,0.0241,46043,mid,16.07,plat_plus,https://op.gg/lol/champions/akshan/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Aurelion Sol,17,0.17,2.0,46.0,aurelionsol,0.0305,0.5214,aurelionsol,0.0124,56607,mid,16.07,plat_plus,https://op.gg/lol/champions/aurelionsol/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Fizz,12,0.12,4.0,50.833333333333336,fizz,0.051399999999999994,0.5179,fizz,0.0758,95059,mid,16.07,plat_plus,https://op.gg/lol/champions/fizz/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Vel'Koz,12,0.12,3.0,61.666666666666664,velkoz,0.011899999999999999,0.5183,velkoz,0.013600000000000001,22030,mid,16.07,plat_plus,https://op.gg/lol/champions/velkoz/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Katarina,11,0.11,5.0,67.0,katarina,0.0662,0.506,katarina,0.09570000000000001,122886,mid,16.07,plat_plus,https://op.gg/lol/champions/katarina/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Anivia,7,0.07,14.0,54.714285714285715,anivia,0.0332,0.5186999999999999,anivia,0.03,61657,mid,16.07,plat_plus,https://op.gg/lol/champions/anivia/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Malzahar,7,0.07,20.0,48.142857142857146,malzahar,0.0758,0.521,malzahar,0.1233,140607,mid,16.07,plat_plus,https://op.gg/lol/champions/malzahar/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Swain,7,0.07,16.0,43.142857142857146,swain,0.011399999999999999,0.5188,swain,0.0375,21200,mid,16.07,plat_plus,https://op.gg/lol/champions/swain/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Veigar,7,0.07,22.0,44.285714285714285,veigar,0.0495,0.5211,veigar,0.024300000000000002,92118,mid,16.07,plat_plus,https://op.gg/lol/champions/veigar/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Morgana,6,0.06,33.0,63.166666666666664,morgana,0.0063,0.5152,morgana,0.193,11688,mid,16.07,plat_plus,https://op.gg/lol/champions/morgana/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
