champion,champion_key,enemy_champion,enemy_key,matchup_games,champion_recorded_matchup_games,champion_summary_total_games,recorded_matchup_coverage,conditional_enemy_frequency,general_enemy_frequency,frequency_delta,expected_matchup_games,enrichment_ratio,enrichment_z,raw_winrate,posterior_mean,posterior_lower_5,posterior_upper_95,posterior_interval_width,champion_matchup_baseline,matchup_advantage,selection_component,best_pool_selected,best_pool_enemy_frequency,best_pool_value,best_alternative_value,best_pool_marginal_lift,best_pool_weighted_value,best_pool_matchup_games,best_pool_posterior_mean,best_pool_posterior_lower_5,best_pool_posterior_upper_95
Ahri,ahri,Pantheon,pantheon,538.0,167739.0,208625.0,0.8040215698022768,0.0032073638211745628,0.004800394862455669,-0.001593031041281106,805.2134338334514,0.6681458323896751,-9.439471608046729,0.5372,0.531365204522967,0.4988350222660309,0.5637834957136849,0.06494847344765403,0.5059533300048948,0.02541187451807214,-4.048190492442927e-05,False,,,,,,,,,
Ahri,ahri,Smolder,smolder,687.0,167739.0,208625.0,0.8040215698022768,0.004095648596927369,0.005964326219516873,-0.0018686776225895043,1000.4501157355407,0.6866909096161289,-9.939618823088605,0.5357,0.5311604834633454,0.5018719981934483,0.5603588680361287,0.05848686984268037,0.5059533300048948,0.025207153458450593,-4.710404359698625e-05,False,,,,,,,,,
Ahri,ahri,Galio,galio,3159.0,167739.0,208625.0,0.8040215698022768,0.018832829574517554,0.020611913025045628,-0.001779083450528074,3457.4216789081283,0.913686640906824,-5.128339704738133,0.5448,0.5434245475561991,0.5290593363088232,0.5577594531118593,0.02870011680303608,0.5059533300048948,0.037471217551304226,-6.666442301666244e-05,False,,,,,,,,,
Ahri,ahri,Yone,yone,4847.0,167739.0,208625.0,0.8040215698022768,0.0288960826045225,0.03167989837552471,-0.002783815771002205,5313.954473612139,0.9121267455468567,-6.5096277148533055,0.5434,0.5425221751537606,0.5308627653706731,0.5541620360354613,0.023299270664788208,0.5059533300048948,0.036568845148865714,-0.00010180092785274985,False,,,,,,,,,
Ahri,ahri,Mel,mel,8526.0,167739.0,208625.0,0.8040215698022768,0.05082896642998945,0.03796334834697773,0.012865618083011718,6367.934088373698,1.3388957677131752,27.57208546071872,0.479,0.47924314867675083,0.4703988758283551,0.4880928939614842,0.017694018133129097,0.5059533300048948,-0.02671018132814401,-0.00034364299189589155,False,,,,,,,,,
Akali,akali,Yone,yone,3549.0,99028.0,125633.0,0.7882323911711095,0.03583834874984853,0.03085969219059389,0.004978656559254641,3055.9735982501315,1.1613320226431858,9.059454521692412,0.5376,0.5365688683161559,0.5229807598599959,0.5501341836768548,0.027153423816858924,0.4993129982943182,0.03725587002183772,0.00018548418165496071,False,,,,,,,,,
Akali,akali,Malzahar,malzahar,3465.0,99028.0,125633.0,0.7882323911711095,0.03499010380902371,0.04118745325302435,-0.00619734944400064,4078.7111207404955,0.8495330748922775,-9.81376525023468,0.4742,0.4749229734882617,0.46117572277442176,0.48868622286703567,0.02751050009261391,0.4993129982943182,-0.02439002480605651,0.00015115350667097612,False,,,,,,,,,
Akali,akali,Sylas,sylas,4927.0,99028.0,125633.0,0.7882323911711095,0.0497536050409985,0.03843039434194391,0.011323210699054592,3805.6850908940214,1.2946420637348535,18.536204347267716,0.5111,0.5108786752507765,0.4992803496742198,0.5224720791255344,0.02319172945131459,0.4993129982943182,0.01156567695645827,0.00013096059705517744,False,,,,,,,,,
Akali,akali,Veigar,veigar,2435.0,99028.0,125633.0,0.7882323911711095,0.02458900512986226,0.026748784343130876,-0.002159779213268615,2648.878615931564,0.9192569207795326,-4.212344275361287,0.4567,0.45840706133556325,0.44215050409593454,0.4747009380396462,0.032550433943711654,0.4993129982943182,-0.04090593695875494,8.834779234279531e-05,False,,,,,,,,,
Akali,akali,Syndra,syndra,2166.0,99028.0,125633.0,0.7882323911711095,0.021872601688411358,0.026462791762358655,-0.004590190073947297,2620.5573426428527,0.8265417301708696,-8.999441670727915,0.4834000000000001,0.4841314212205,0.46687438315367874,0.5014043880880408,0.034530004934362035,0.4993129982943182,-0.015181577073818175,6.968632439110604e-05,False,,,,,,,,,
Akali,akali,Ahri,ahri,5615.0,99028.0,125633.0,0.7882323911711095,0.05670113503251606,0.06320436035065184,-0.006503225318135783,6259.00139680435,0.8971079640382957,-8.410307110505602,0.48869999999999997,0.48889727042618597,0.47802396981172873,0.4997749893496096,0.02175101953788089,0.4993129982943182,-0.010415727868132219,6.77358251788499e-05,False,,,,,,,,,
Akali,akali,Irelia,irelia,1642.0,99028.0,125633.0,0.7882323911711095,0.016581168962313687,0.01478306577264153,0.001798103189672157,1463.9374373331455,1.1216326313720284,4.688624221939527,0.5378000000000001,0.5356285881088708,0.515955402726521,0.5552552485017206,0.03929984577519963,0.4993129982943182,0.03631558981455263,6.529917788037278e-05,False,,,,,,,,,
Akali,akali,Yasuo,yasuo,6017.0,99028.0,125633.0,0.7882323911711095,0.06076059296360625,0.04679200351179301,0.013968589451813243,4633.718523765838,1.2985251411235839,20.813824978215738,0.5036999999999999,0.5036390878675254,0.49312396910546,0.5141528536416451,0.021028884536185066,0.4993129982943182,0.004326089573207237,6.0429369179901866e-05,False,,,,,,,,,
Akali,akali,Anivia,anivia,1458.0,99028.0,125633.0,0.7882323911711095,0.014723108615745042,0.01900927497677965,-0.004286166361034608,1882.450482400535,0.774522365199605,-9.877176180059868,0.489,0.48970436488167707,0.46888604308351084,0.5105377194024256,0.04165167631891481,0.4993129982943182,-0.009608633412641121,4.1184201308775534e-05,False,,,,,,,,,
Akali,akali,Lux,lux,1969.0,99028.0,125633.0,0.7882323911711095,0.019883265339096012,0.023377538466755717,-0.003494273127659705,2315.030879285885,0.8505286117856774,-7.277347408923349,0.4886,0.48914973440582543,0.4710829104626609,0.5072284870924155,0.03614557662975465,0.4993129982943182,-0.010163263888492757,3.551321989487452e-05,False,,,,,,,,,
Akali,akali,Malphite,malphite,343.0,99028.0,125633.0,0.7882323911711095,0.003463666841701337,0.0049688855897795795,-0.0015052187480782426,492.0588021846922,0.6970711599449376,-6.736445395469473,0.4781,0.48303769861321194,0.4440667684237924,0.5220958075254077,0.07802903910161535,0.4993129982943182,-0.016275299681106248,2.4497886210592967e-05,False,,,,,,,,,
Akali,akali,Annie,annie,1178.0,99028.0,125633.0,0.7882323911711095,0.011895625479662318,0.013093109613533214,-0.0011974841338708957,1296.5844588089672,0.9085408914141252,-3.3150438654972,0.4779,0.4796272304269584,0.4566666455185323,0.5026240816988969,0.04595743618036463,0.4993129982943182,-0.019685767867359816,2.357339468422888e-05,False,,,,,,,,,
Akali,akali,Zed,zed,4081.0,99028.0,125633.0,0.7882323911711095,0.041210566708405706,0.03802307157538957,0.0031874951330161383,3765.3487319676783,1.0838305534232338,5.244723625227036,0.5031,0.5030252333139568,0.49030681726531317,0.5157420037169678,0.0254351864516546,0.4993129982943182,0.0037122350196385767,1.1832731057710031e-05,False,,,,,,,,,
Akali,akali,Sion,sion,531.0,99028.0,125633.0,0.7882323911711095,0.005362119804499737,0.005871702748580873,-0.0005095829440811359,581.4629797864667,0.9132137701956563,-2.098894641769519,0.4727,0.4770223462530157,0.4443802467949872,0.5097473254970801,0.0653670787020929,0.4993129982943182,-0.022290652041302483,1.1358936092695102e-05,False,,,,,,,,,
Akali,akali,Nasus,nasus,320.0,99028.0,125633.0,0.7882323911711095,0.003231409298380256,0.0036346303479952357,-0.0004032210496149797,359.9301741012722,0.889061331962579,-2.1085444623078424,0.4625,0.4714223821086974,0.4314759855171281,0.5115237083503963,0.08004772283326816,0.4993129982943182,-0.027890616185620776,1.1246083532774551e-05,False,,,,,,,,,
Akali,akali,Brand,brand,550.0,99028.0,125633.0,0.7882323911711095,0.005553984731591065,0.006298996011552717,-0.0007450112799616522,623.7769770320425,0.8817253926506289,-2.9633184248333087,0.4818,0.48459600074715836,0.4524012322606499,0.5168447056121053,0.0644434733514554,0.4993129982943182,-0.014716997547159827,1.0964329179802039e-05,False,,,,,,,,,
Akali,akali,Katarina,katarina,4027.0,99028.0,125633.0,0.7882323911711095,0.04066526638930403,0.036718206875502826,0.003947059513801206,3636.130590467294,1.1074959767829664,6.6044289227597295,0.5014,0.5013654471736497,0.48856437648403955,0.5141657653766382,0.02560138889259861,0.4993129982943182,0.0020524488793315365,8.101137875756164e-06,False,,,,,,,,,
Akali,akali,Morgana,morgana,291.0,99028.0,125633.0,0.7882323911711095,0.0029385628307145454,0.0034051580401030256,-0.0004665952093884803,337.20599039532243,0.8629739930149136,-2.5205268339670543,0.4845000000000001,0.4884575459991124,0.44695574190249454,0.5300265735778736,0.0830708316753791,0.4993129982943182,-0.010855452295205792,5.065102036688205e-06,False,,,,,,,,,
