champion,champion_key,enemy_champion,enemy_key,matchup_games,champion_recorded_matchup_games,champion_summary_total_games,recorded_matchup_coverage,conditional_enemy_frequency,general_enemy_frequency,frequency_delta,expected_matchup_games,enrichment_ratio,enrichment_z,raw_winrate,posterior_mean,posterior_lower_5,posterior_upper_95,posterior_interval_width,champion_matchup_baseline,matchup_advantage,selection_component,best_pool_selected,best_pool_enemy_frequency,best_pool_value,best_alternative_value,best_pool_marginal_lift,best_pool_weighted_value,best_pool_matchup_games,best_pool_posterior_mean,best_pool_posterior_lower_5,best_pool_posterior_upper_95
Azir,azir,Katarina,katarina,1079.0,34489.0,42369.0,0.8140149637706814,0.03128533735393894,0.03584647744637212,-0.004561140092433184,1236.3091606479281,0.8727590430815176,-4.556353112189682,0.46619999999999995,0.4690646314551763,0.44519713092804786,0.4929918274666233,0.04779469653857543,0.46602030544204387,0.0030443260131324257,-1.388559743293558e-05,False,,,,,,,,,
Azir,azir,Jayce,jayce,116.0,34489.0,42369.0,0.8140149637706814,0.00336339122618806,0.003642511515736444,-0.0002791202895483843,125.62657966623422,0.9233714736816826,-0.8604460530019706,0.5345,0.5185157429891338,0.46260809600144653,0.5742279701407678,0.11161987413932123,0.46602030544204387,0.05249543754708996,-1.4652541728112875e-05,False,,,,,,,,,
Azir,azir,Vel'Koz,velkoz,205.0,34489.0,42369.0,0.8140149637706814,0.005943924149728899,0.006547839323380065,-0.0006039151736511655,225.82843042405506,0.9077687854228809,-1.3905728842674132,0.4927,0.49508491962509144,0.4480794424473759,0.5421271079997474,0.09404766555237148,0.46602030544204387,0.029064614183047566,-1.75525615214593e-05,False,,,,,,,,,
Azir,azir,Vex,vex,536.0,34489.0,42369.0,0.8140149637706814,0.015541187045144829,0.01874410970353001,-0.003202922658385182,646.4655995650465,0.829123777600278,-4.385945248148955,0.4664,0.4716789315812152,0.4391925367639627,0.5042666759295813,0.0650741391656186,0.46602030544204387,0.005658626139171341,-1.812414187648255e-05,False,,,,,,,,,
Azir,azir,Syndra,syndra,806.0,34489.0,42369.0,0.8140149637706814,0.023369770071617037,0.02583453683601049,-0.002464766764393455,891.0073409371658,0.9045941183293117,-2.8853561418138853,0.4739,0.47677792548085307,0.44952615186666206,0.5040880211355643,0.05456186926890222,0.46602030544204387,0.010757620038809201,-2.651502433562995e-05,False,,,,,,,,,
Azir,azir,Talon,talon,420.0,34489.0,42369.0,0.8140149637706814,0.012177795818956769,0.013548141701128634,-0.0013703458821718653,467.26185913022545,0.8988535909646038,-2.2013681943542243,0.48329999999999995,0.4865065393954864,0.45051301514812103,0.5225591342626659,0.07204611911454484,0.46602030544204387,0.020486233953442512,-2.80732263393094e-05,False,,,,,,,,,
Azir,azir,Anivia,anivia,717.0,34489.0,42369.0,0.8140149637706814,0.0207892371480762,0.01855797449579804,0.00223126265227816,640.0459823855786,1.1202320141556057,3.070388884755142,0.4463000000000001,0.4528696456372741,0.4243054253119413,0.4815651360767418,0.057259710764800464,0.46602030544204387,-0.01315065980476976,-2.9342576075198362e-05,False,,,,,,,,,
Azir,azir,Zed,zed,1170.0,34489.0,42369.0,0.8140149637706814,0.03392385978137957,0.037120363265297114,-0.0031965034839175413,1280.2442086568321,0.9138881410973186,-3.139954633224163,0.4752,0.4771507090438212,0.45412519207067054,0.5002171572586529,0.046091965187982364,0.46602030544204387,0.011130403601777306,-3.557837389048951e-05,False,,,,,,,,,
Azir,azir,Smolder,smolder,158.0,34489.0,42369.0,0.8140149637706814,0.004581170808083737,0.005671973849842557,-0.00109080304175882,195.62070610721995,0.8076854600115798,-2.6974579991147465,0.5,0.49998992436299583,0.44887264731247295,0.5511072904072822,0.10223464309480929,0.46602030544204387,0.03396961892095196,-3.705416364636236e-05,False,,,,,,,,,
Azir,azir,Twisted Fate,twistedfate,973.0,34489.0,42369.0,0.8140149637706814,0.02821189364724985,0.02409420942933003,0.0041176842179198175,830.9851890081635,1.1708993287369427,4.986927460612862,0.45020000000000004,0.45483877025689934,0.4298921559082872,0.4798811448461032,0.049988988937816003,0.46602030544204387,-0.011181535185144531,-4.604203096398478e-05,False,,,,,,,,,
Azir,azir,Mel,mel,1185.0,34489.0,42369.0,0.8140149637706814,0.03435878106062803,0.036102505321039174,-0.001743724260411146,1245.13930601732,0.9517007408514951,-1.7359372203698356,0.4954,0.49575595368533293,0.47282539049151573,0.5186940307010569,0.04586864020954118,0.46602030544204387,0.02973564824328906,-5.185077124087521e-05,False,,,,,,,,,
Azir,azir,Yone,yone,1209.0,34489.0,42369.0,0.8140149637706814,0.03505465510742556,0.030127050154242073,0.004927604953183486,1039.0518327696548,1.1635608175362515,5.353532648887238,0.45159999999999995,0.4552954931135621,0.4327013577461239,0.4779673232279632,0.04526596548183931,0.46602030544204387,-0.01072481232848177,-5.284763835179008e-05,False,,,,,,,,,
Azir,azir,Naafiri,naafiri,357.0,34489.0,42369.0,0.8140149637706814,0.010351126446113253,0.012334584289452798,-0.001983457843339545,425.40747755893756,0.8391954040124738,-3.337306494454121,0.49579999999999996,0.49671334898392316,0.45828678646894505,0.5351562853539686,0.07686949888502359,0.46602030544204387,0.030693043541879295,-6.087835794910265e-05,False,,,,,,,,,
Azir,azir,Aurora,aurora,785.0,34489.0,42369.0,0.8140149637706814,0.0227608802806692,0.01911086227686763,0.0036500180038015716,659.1145290668876,1.190991800941377,4.950911963049215,0.4395,0.4463332208877434,0.4189297647172103,0.4738746605927232,0.054944895875512934,0.46602030544204387,-0.01968708455430046,-7.185821306556052e-05,False,,,,,,,,,
Azir,azir,Viktor,viktor,1542.0,34489.0,42369.0,0.8140149637706814,0.04470990750674128,0.040681946429845836,0.004027961076895445,1403.079650418953,1.0990110216049147,3.786547383152613,0.43189999999999995,0.43604579810332084,0.41596612507696085,0.4562140722605277,0.040247947183566835,0.46602030544204387,-0.029974507338723033,-0.00012073614885949324,False,,,,,,,,,
Azir,azir,Fizz,fizz,705.0,34489.0,42369.0,0.8140149637706814,0.020441300124677434,0.027176843897303456,-0.006735543772626022,937.3021691740989,0.7521587201928794,-7.693013672796334,0.4851,0.4869477024666496,0.4580046591270017,0.5159276421662728,0.057922983039271125,0.46602030544204387,0.02092739702460572,-0.0001409573987063554,False,,,,,,,,,
Azir,azir,Hwei,hwei,736.0,34489.0,42369.0,0.8140149637706814,0.02134013743512424,0.017890315598498272,0.0034498218366259686,617.0190946766069,1.1928318043151542,4.833346941453466,0.40630000000000005,0.41750502450436955,0.38957765338239764,0.44565693877272367,0.05607928539032603,0.46602030544204387,-0.04851528093767432,-0.00016736907558883248,False,,,,,,,,,
Azir,azir,Xerath,xerath,1433.0,34489.0,42369.0,0.8140149637706814,0.0415494795442025,0.03198178082101077,0.009567698723191735,1103.0196387358403,1.29916091216866,10.0984496757122,0.3992,0.4057736467616783,0.38522073002563895,0.4264663877152782,0.041245657689639226,0.46602030544204387,-0.06024665868036555,-0.0005764218793327017,False,,,,,,,,,
Brand,brand,Irelia,irelia,203.0,16717.0,21704.0,0.7702266863251014,0.012143327152000958,0.014338362401351331,-0.0021950352493503734,239.6944042633902,0.8469117192111492,-2.3872998271933543,0.4236,0.44880594219687425,0.4020665087132183,0.49593027436685766,0.09386376565363935,0.5051507501631477,-0.05634480796627345,0.00012367883960384793,False,,,,,,,,,
Brand,brand,Katarina,katarina,549.0,16717.0,21704.0,0.7702266863251014,0.032840820721421304,0.03561365179630633,-0.002772831074885025,595.3534170788529,0.9221413436975141,-1.9345003057110335,0.4699,0.4745338990533943,0.4423586306598203,0.5067984732588877,0.06443984259906743,0.5051507501631477,-0.030616851109753374,8.489535617225222e-05,False,,,,,,,,,
Brand,brand,Viktor,viktor,745.0,16717.0,21704.0,0.7702266863251014,0.04456541245438775,0.04041771403385544,0.004147698420532309,675.6629255039613,1.10262080673484,2.7230734636505485,0.5247999999999999,0.5218620124090566,0.4935815903087731,0.5500835620775599,0.05650197176878685,0.5051507501631477,0.01671126224590891,6.931327602245758e-05,False,,,,,,,,,
Brand,brand,Mel,mel,694.0,16717.0,21704.0,0.7702266863251014,0.04151462582999342,0.035868016750078474,0.0056466090799149465,599.6056360110618,1.1574274128190427,3.925951828023223,0.5186999999999999,0.5163415623244998,0.48716259303216264,0.5454736967285495,0.05831110369638687,0.5051507501631477,0.011190812161352093,6.319014156191334e-05,False,,,,,,,,,
Brand,brand,Swain,swain,147.0,16717.0,21704.0,0.7702266863251014,0.008793443799724831,0.006124494102460769,0.002668949697264062,102.38316791083668,1.4357828830615904,4.423015442069874,0.5442,0.5262947388083113,0.47400669718170685,0.5783401653876072,0.10433346820590039,0.5051507501631477,0.021143988645163647,5.643224209346428e-05,False,,,,,,,,,
Brand,brand,LeBlanc,leblanc,352.0,16717.0,21704.0,0.7702266863251014,0.021056409642878506,0.02365703710146755,-0.002600627458589043,395.474689225233,0.8900696039223054,-2.2124626063471524,0.4886,0.4911163727558692,0.4524976767702807,0.5297798164741461,0.07728213970386538,0.5051507501631477,-0.014034377407278475,3.6498187249570106e-05,False,,,,,,,,,
Brand,brand,Zoe,zoe,254.0,16717.0,21704.0,0.7702266863251014,0.015194113776395287,0.018485315174989258,-0.003291201398593971,309.01901378029544,0.821955894858261,-3.159161291635034,0.4921,0.4943242951572116,0.45068658368215964,0.5379985222431516,0.08731193856099195,0.5051507501631477,-0.010826455005936098,3.563204385735158e-05,False,,,,,,,,,
Brand,brand,Syndra,syndra,405.0,16717.0,21704.0,0.7702266863251014,0.024226834958425553,0.02566673951639962,-0.001439904557974065,429.0708844956524,0.9438999816453489,-1.177263724269636,0.4815,0.4851582187834711,0.4486412241193188,0.5217421185871961,0.07310089446787732,0.5051507501631477,-0.019992531379676604,2.8787337059035865e-05,False,,,,,,,,,
Brand,brand,Qiyana,qiyana,161.0,16717.0,21704.0,0.7702266863251014,0.009630914637793862,0.011093016439431497,-0.0014621018016376351,185.44195581797635,0.868196192656813,-1.8049045230313068,0.47829999999999995,0.4866042164201261,0.4358573403744791,0.5374680488033539,0.10161070842887476,0.5051507501631477,-0.01854653374302162,2.7116920399805103e-05,False,,,,,,,,,
Brand,brand,Galio,galio,348.0,16717.0,21704.0,0.7702266863251014,0.02081713226057307,0.019474268572844514,0.0013428636877285544,325.55134773224177,1.0689557958341542,1.2564668253955462,0.5287,0.5222879475126181,0.4834509766111298,0.5610116482680354,0.07756067165690561,0.5051507501631477,0.01713719734947039,2.3012920030041815e-05,False,,,,,,,,,
Brand,brand,Fizz,fizz,436.0,16717.0,21704.0,0.7702266863251014,0.026081234671292697,0.027000328189265132,-0.0009190935179724351,451.3644863399452,0.9659599130969878,-0.7331587228484221,0.4817000000000001,0.48510932926427786,0.44966157086932895,0.5206203270335299,0.07095875616420094,0.5051507501631477,-0.020041420898869844,1.8419940039108567e-05,False,,,,,,,,,
Brand,brand,Azir,azir,227.0,16717.0,21704.0,0.7702266863251014,0.013578991445833582,0.01260458748655995,0.0009744039592736314,210.7108890128227,1.0773055016923498,1.1292974308508072,0.5329999999999999,0.5229003072955746,0.4774474127201467,0.5681936839935608,0.09074627127341417,0.5051507501631477,0.017749557132426874,1.729523874519027e-05,False,,,,,,,,,
Brand,brand,Cho'Gath,chogath,57.0,16717.0,21704.0,0.7702266863251014,0.0034097026978524856,0.0029463940478600325,0.00046330864999245304,49.254869298076166,1.157245990341636,1.1052102685199476,0.614,0.5413719776156236,0.47583901412569785,0.6063036465159346,0.13046463239023676,0.5051507501631477,0.03622122745247591,1.6781607992076194e-05,False,,,,,,,,,
Brand,brand,Akshan,akshan,256.0,16717.0,21704.0,0.7702266863251014,0.015313752467548005,0.013679425603002096,0.001634326864545909,228.67895780538603,1.119473354508923,1.819177657988029,0.5195000000000001,0.5140151699035195,0.4704512159851484,0.5574894622135673,0.08703824622841894,0.5051507501631477,0.008864419740371776,1.4487359320300666e-05,False,,,,,,,,,
Brand,brand,Diana,diana,312.0,16717.0,21704.0,0.7702266863251014,0.01866363581982413,0.020263677050068287,-0.001600041230244157,338.74788924599153,0.9210389493332966,-1.4682385159813123,0.49679999999999996,0.49757038952828375,0.4571014903732476,0.5380527166037998,0.08095122623055223,0.5051507501631477,-0.007580360634863947,1.212888955590209e-05,False,,,,,,,,,
Brand,brand,Nasus,nasus,63.0,16717.0,21704.0,0.7702266863251014,0.0037686187713106417,0.0035252935978240746,0.0002433251734865671,58.93233307482505,1.0690226691010234,0.5308055157105122,0.6032,0.5398711686236374,0.47554935584634245,0.6036348990862318,0.12808554323988935,0.5051507501631477,0.03472041846048968,8.448351845424858e-06,False,,,,,,,,,
Brand,brand,Ziggs,ziggs,120.0,16717.0,21704.0,0.7702266863251014,0.007178321469163127,0.005162950721175748,0.0020153707479873793,86.30904720589498,1.3903525051520196,3.6358767810972727,0.5167,0.509097274934786,0.45371897557098934,0.5643813092242611,0.11066233365327177,0.5051507501631477,0.00394652477163826,7.953710580967322e-06,False,,,,,,,,,
Brand,brand,Ekko,ekko,270.0,16717.0,21704.0,0.7702266863251014,0.016151223305617038,0.01619054858772629,-3.93252821092524e-05,270.6574007410204,0.9975710963778545,-0.04028698257085058,0.4925999999999999,0.4945929742855483,0.4519055028721464,0.537313726231645,0.08540822335949855,0.5051507501631477,-0.010557775877599374,4.1518751483285524e-07,False,,,,,,,,,
Brand,brand,Anivia,anivia,315.0,16717.0,21704.0,0.7702266863251014,0.01884309385655321,0.018437439012713188,0.0004056548438400205,308.2186679755264,1.022001691425816,0.3898760402034082,0.5079,0.5059901216521757,0.46564675922878057,0.5463006176290612,0.08065385840028066,0.5051507501631477,0.000839371489028018,3.404951103054261e-07,False,,,,,,,,,
Brand,brand,Aurora,aurora,316.0,16717.0,21704.0,0.7702266863251014,0.01890291320212957,0.018986735744781286,-8.382254265171599e-05,317.40126144550874,0.995585205178054,-0.07941040463432089,0.5032,0.5024245203982041,0.46213693228179537,0.5426988377363451,0.08056190545454972,0.5051507501631477,-0.002726229764943633,2.2851951075036532e-07,False,,,,,,,,,
Brand,brand,Talon,talon,216.0,16717.0,21704.0,0.7702266863251014,0.01292097864449363,0.01346014547043992,-0.0005391668259462894,225.01325182934414,0.9599434621913735,-0.6049509179015237,0.5093,0.5063487357140914,0.46012696224973,0.5525247433498937,0.09239778110016367,0.5051507501631477,0.0011979855509437476,-6.459140670318573e-07,False,,,,,,,,,
Brand,brand,Twisted Fate,twistedfate,374.0,16717.0,21704.0,0.7702266863251014,0.022372435245558413,0.023937715671147025,-0.0015652804255886117,400.1667928745648,0.9346102841602677,-1.324009824092723,0.508,0.5063067520794364,0.4685533062062979,0.5440299063239268,0.07547660011762886,0.5051507501631477,0.0011560019162887292,-1.8094671715096727e-06,False,,,,,,,,,
Brand,brand,Vladimir,vladimir,279.0,16717.0,21704.0,0.7702266863251014,0.01668959741580427,0.016085659590984045,0.0006039378248202248,268.9039713824803,1.037545107889684,0.6206879578493292,0.4981999999999999,0.49866807516003403,0.45647457047203444,0.5408695829643738,0.08439501249233938,0.5051507501631477,-0.006482675003113669,-3.9151326403969135e-06,False,,,,,,,,,
Brand,brand,Cassiopeia,cassiopeia,104.0,16717.0,21704.0,0.7702266863251014,0.006221211939941377,0.0072055451559921765,-0.0009843332160507992,120.45509837272121,0.8633922632165838,-1.5047287478442322,0.5192,0.5097754925767299,0.4522710641107306,0.5671706630148243,0.11489959890409374,0.5051507501631477,0.004624742413582239,-4.552287573367941e-06,False,,,,,,,,,
Brand,brand,Annie,annie,190.0,16717.0,21704.0,0.7702266863251014,0.011365675659508285,0.012699243410449283,-0.0013335677509409977,212.29325209248066,0.8949884093217946,-1.5398577287529942,0.5158,0.510342760295355,0.4620890138760838,0.5585152525573145,0.09642623868123068,0.5051507501631477,0.00519201013220727,-6.923897274870521e-06,False,,,,,,,,,
Brand,brand,Jayce,jayce,39.0,16717.0,21704.0,0.7702266863251014,0.0023329544774780163,0.0036188531210506005,-0.0012858986435725843,60.49636762460289,0.6446668044932227,-2.7687750984882435,0.5385,0.5107834567313159,0.4411683853486697,0.5802214282302973,0.13905304288162762,0.5051507501631477,0.0056327065681681665,-7.243089735649832e-06,False,,,,,,,,,
Brand,brand,Yone,yone,460.0,16717.0,21704.0,0.7702266863251014,0.02751689896512532,0.02993137262784579,-0.002414473662720469,500.3627562196981,0.9193330124635102,-1.832049050502961,0.5109,0.508948929438666,0.47420891645947016,0.5436525674537367,0.06944365099426653,0.5051507501631477,0.0037981792755182875,-9.170603827029617e-06,False,,,,,,,,,
Brand,brand,Malphite,malphite,65.0,16717.0,21704.0,0.7702266863251014,0.0038882574624633606,0.004819411846828396,-0.000931154384365035,80.56610784343029,0.8067908670271005,-1.7384127365987359,0.5385,0.51515091203426,0.45121562588207376,0.5788767060290547,0.12766108014698097,0.5051507501631477,0.0100001618711123,-9.31169457064627e-06,False,,,,,,,,,
Brand,brand,Veigar,veigar,480.0,16717.0,21704.0,0.7702266863251014,0.02871328587665251,0.02594412888409078,0.002769156992561729,433.70800255534556,1.106735400711789,2.252243117608625,0.5021,0.5017334491131946,0.4676059586340599,0.5358541367832086,0.06824817814914869,0.5051507501631477,-0.003417301049953081,-9.463043098166113e-06,False,,,,,,,,,
Brand,brand,Morgana,morgana,70.0,16717.0,21704.0,0.7702266863251014,0.004187354190345158,0.0033027242632735826,0.0008846299270715754,55.21164150914448,1.267848556692635,1.9935310512445135,0.4857,0.4940964734450171,0.4312217721249493,0.5570503947480847,0.12582862262313543,0.5051507501631477,-0.011054276718130585,-9.778944006988873e-06,False,,,,,,,,,
Brand,brand,Vex,vex,288.0,16717.0,21704.0,0.7702266863251014,0.017227971525991505,0.018622365257840532,-0.0013943937318490265,311.3100800153202,0.9251226300986687,-1.3336107714671654,0.5174,0.5129087641382807,0.4711783480794986,0.554563417203173,0.08338506912367444,0.5051507501631477,0.007758013975132982,-1.081772605852258e-05,False,,,,,,,,,
Brand,brand,Naafiri,naafiri,215.0,16717.0,21704.0,0.7702266863251014,0.01286115929891727,0.012254470208235767,0.0006066890906815028,204.85797847107733,1.0495075740013444,0.7129770494767685,0.47909999999999997,0.4857266682084218,0.43952148685427983,0.5320350681979333,0.0925135813436535,0.5051507501631477,-0.01942408195472589,-1.1784378618435638e-05,False,,,,,,,,,
Brand,brand,Kassadin,kassadin,208.0,16717.0,21704.0,0.7702266863251014,0.012442423879882755,0.013500712294963918,-0.0010582884150811631,225.6914074349118,0.9216124014822589,-1.1856499410056605,0.5337,0.5227500015767951,0.4759173179021215,0.5694144215540324,0.09349710365191094,0.5051507501631477,0.017599251413647377,-1.86250838851638e-05,False,,,,,,,,,
Brand,brand,Pantheon,pantheon,55.0,16717.0,21704.0,0.7702266863251014,0.0032900640066997667,0.004535444075160401,-0.0012453800684606342,75.81901860445642,0.7254116580818848,-2.396394274463234,0.5636,0.5225509708751801,0.4565756423166022,0.5881943008949584,0.1316186585783562,0.5051507501631477,0.0174002207120324,-2.1669888061581055e-05,False,,,,,,,,,
Brand,brand,Orianna,orianna,379.0,16717.0,21704.0,0.7702266863251014,0.022671531973440212,0.023579923588183203,-0.0009083916147429906,394.1855826236586,0.9614760577426884,-0.7740388177548928,0.5462,0.536549479093221,0.4990190990536504,0.5739061451756562,0.07488704612200581,0.5051507501631477,0.03139872893007334,-2.8522342073666775e-05,False,,,,,,,,,
Brand,brand,Akali,akali,550.0,16717.0,21704.0,0.7702266863251014,0.032900640066997666,0.036191454945607555,-0.0032908148786098892,605.0125523257215,0.909072047986032,-2.2781599666564722,0.5182,0.5153960007471583,0.4831472939710719,0.5475907991511795,0.06444350518010755,0.5051507501631477,0.010245250584010601,-3.3715223056948744e-05,False,,,,,,,,,
Brand,brand,Smolder,smolder,78.0,16717.0,21704.0,0.7702266863251014,0.0046659089549560325,0.0056351339399596,-0.0009692249850035677,94.20253407430464,0.8280032035919067,-1.6740898573261878,0.6026,0.5449449465486118,0.48341172892142403,0.6059022371095004,0.12249050818807639,0.5051507501631477,0.03979419638546411,-3.856952939493048e-05,False,,,,,,,,,
Brand,brand,Xerath,xerath,545.0,16717.0,21704.0,0.7702266863251014,0.03260154333911587,0.03177405667514307,0.0008274866639728026,531.1669054383667,1.0260428396799628,0.6099798431767868,0.4495,0.45732542710953933,0.4251573719797913,0.48964406420759315,0.06448669222780185,0.5051507501631477,-0.04782532305360837,-3.957481702705196e-05,False,,,,,,,,,
Brand,brand,Aurelion Sol,aurelionsol,323.0,16717.0,21704.0,0.7702266863251014,0.019321648621164086,0.016438335137521506,0.0028833134836425793,274.799648493947,1.1754017946173418,2.931847132183871,0.4861,0.4893799065854678,0.4494701037729279,0.5293468760125339,0.07987677223960604,0.5051507501631477,-0.015770843577679883,-4.5472285935942385e-05,False,,,,,,,,,
Brand,brand,Sylas,sylas,586.0,16717.0,21704.0,0.7702266863251014,0.03505413650774661,0.037274333333577006,-0.002220196825830398,623.1150303374068,0.9404363102631154,-1.5153551563287624,0.5341,0.5291253651394358,0.4977495374404091,0.5604045677938148,0.06265503035340564,0.5051507501631477,0.023974614976288056,-5.322836407086066e-05,False,,,,,,,,,
Brand,brand,Vel'Koz,velkoz,137.0,16717.0,21704.0,0.7702266863251014,0.008195250343961237,0.006505310599343706,0.0016899397446175314,108.74927728922873,1.2597784869469604,2.717900776403631,0.44530000000000003,0.46836920036140467,0.4153024321812507,0.5217401598496896,0.1064377276684389,0.5051507501631477,-0.03678154980174303,-6.215860287859463e-05,False,,,,,,,,,
Brand,brand,Hwei,hwei,333.0,16717.0,21704.0,0.7702266863251014,0.01991984207692768,0.017774116611712635,0.0021457254652150447,297.1299073980001,1.1207219189617037,2.0996824916857686,0.4685,0.4757688232925009,0.43639466884641964,0.5152703949096354,0.0788757260632158,0.5051507501631477,-0.02938192687064678,-6.304554870343298e-05,False,,,,,,,,,
Brand,brand,Ahri,ahri,1183.0,16717.0,21704.0,0.7702266863251014,0.07076628581683317,0.06130305025973738,0.009463235557095787,1024.8030911920298,1.1543681026800563,5.1005272994564805,0.4962,0.496494154704328,0.47354482335279413,0.51944970261812,0.045904879265325826,0.5051507501631477,-0.008656595458819694,-8.191940194929644e-05,False,,,,,,,,,
Brand,brand,Sion,sion,68.0,16717.0,21704.0,0.7702266863251014,0.004067715499192439,0.0056950705095266275,-0.0016273550103341888,95.20449370775663,0.7142519995824504,-2.7960963182954366,0.6470999999999999,0.5595250028907911,0.4962832920689968,0.6219584178607006,0.1256751257917038,0.5051507501631477,0.0543742527276434,-8.848621260950793e-05,False,,,,,,,,,
Brand,brand,Malzahar,malzahar,791.0,16717.0,21704.0,0.7702266863251014,0.04731710235090028,0.03994845455017244,0.007368647800727844,667.8183147152326,1.1844538889852008,4.864852792720944,0.4918,0.49271739672912784,0.465190475729755,0.5202629160346293,0.05507244030487424,0.5051507501631477,-0.012433353434019856,-9.16170024372624e-05,False,,,,,,,,,
Brand,brand,Ryze,ryze,277.0,16717.0,21704.0,0.7702266863251014,0.016569958724651553,0.01822912288677907,-0.0016591641621275174,304.7362472982857,0.9089827759441542,-1.603542853869045,0.5848,0.5622997360362146,0.5201329360329833,0.6040902112957922,0.08395727526280894,0.5051507501631477,0.05714898587306694,-9.481954926252443e-05,False,,,,,,,,,
Brand,brand,Yasuo,yasuo,701.0,16717.0,21704.0,0.7702266863251014,0.04193336124902793,0.04538440903638813,-0.0034510477873601966,758.6911658613003,0.923959618277871,-2.143692756208888,0.5392,0.5343028720170448,0.505279111310647,0.563229180583829,0.057950069273182025,0.5051507501631477,0.02915212185389715,-0.0001006053656207466,False,,,,,,,,,
Brand,brand,Zed,zed,519.0,16717.0,21704.0,0.7702266863251014,0.031046240354130526,0.0368792636280775,-0.005833023273946976,616.5106500705716,0.8418346056805189,-4.001671123186086,0.5279,0.5233885306714909,0.49034840538899366,0.5563426572803936,0.0659942518913999,0.5051507501631477,0.018237780508343238,-0.00010638139817030262,False,,,,,,,,,
Brand,brand,Lissandra,lissandra,406.0,16717.0,21704.0,0.7702266863251014,0.024286654304001915,0.02832112552106445,-0.004034471217062536,473.4442553356344,0.8575455197194826,-3.144482324851325,0.5394,0.5316083013550453,0.4950799029454525,0.5679944950565619,0.07291459211110934,0.5051507501631477,0.026457551191897632,-0.00010674222875766959,False,,,,,,,,,
Brand,brand,Taliyah,taliyah,87.0,16717.0,21704.0,0.7702266863251014,0.005204283065143267,0.0069387543280416,-0.001734471262898333,115.99515610187143,0.7500313196147022,-2.701577977842336,0.6437,0.5668411790676626,0.5069705274561763,0.6258966731532589,0.1189261456970826,0.5051507501631477,0.06169042890451493,-0.00010700027613075383,False,,,,,,,,,
Brand,brand,Lux,lux,481.0,16717.0,21704.0,0.7702266863251014,0.028773105222228867,0.02267429664070146,0.006098808581527407,379.0462169426063,1.2689745432094133,5.29709304535684,0.4657,0.47159914025069344,0.4376149521084645,0.5056945935840667,0.06807964147560214,0.5051507501631477,-0.03355160991245426,-0.00020462484645813604,False,,,,,,,,,
Cassiopeia,cassiopeia,Ryze,ryze,621.0,19716.0,24217.0,0.8141388280959656,0.03149726110772976,0.01824912456960214,0.013248136538127623,359.79974001427576,1.7259601131878544,13.897687233267364,0.5411,0.5353959784821816,0.5048063645785201,0.5658738689289269,0.061067504350406754,0.4993718108496733,0.036024167632508264,0.0004772530914678672,False,,,,,,,,,
Cassiopeia,cassiopeia,Akali,akali,624.0,19716.0,24217.0,0.8141388280959656,0.03164942178940962,0.036231165578270656,-0.004581743788861038,714.3336605411843,0.8735413637476542,-3.442806485996283,0.44549999999999995,0.45302403381996253,0.4226859182960261,0.48350980871576016,0.06082389041973407,0.4993718108496733,-0.04634777702971077,0.00021235363953339361,False,,,,,,,,,
Cassiopeia,cassiopeia,Sylas,sylas,889.0,19716.0,24217.0,0.8141388280959656,0.04509028200446338,0.037315232141347965,0.007775049863115419,735.7071168988165,1.2083612888609128,5.760066053144351,0.5264,0.5237280085800332,0.4975898217822801,0.5498116066182855,0.052221784836005425,0.4993718108496733,0.024356197730359908,0.00018937065182944687,False,,,,,,,,,
Cassiopeia,cassiopeia,Vladimir,vladimir,478.0,19716.0,24217.0,0.8141388280959656,0.024244268614323394,0.016103309384840666,0.008140959229482728,317.4928478315186,1.5055457257218485,9.081397095492242,0.5146000000000001,0.5120695510132404,0.47787256805385736,0.546219003759834,0.06834643570597665,0.4993718108496733,0.012697740163567062,0.0001033717849781648,False,,,,,,,,,
Cassiopeia,cassiopeia,Diana,diana,321.0,19716.0,24217.0,0.8141388280959656,0.01628119293974437,0.02028591112264007,-0.0040047181828956994,399.95702369397156,0.8025862304786381,-3.988728060488849,0.4673,0.47506104628421114,0.4351364386342322,0.5151205355616708,0.07998409692743863,0.4993718108496733,-0.024310764565462162,9.735776089540279e-05,False,,,,,,,,,
Cassiopeia,cassiopeia,LeBlanc,leblanc,388.0,19716.0,24217.0,0.8141388280959656,0.019679448163927773,0.023682994496981094,-0.004003546333053321,466.9339195024792,0.8309526975753146,-3.6969240605200224,0.4742,0.4794815583722396,0.44236385343660767,0.5166949838900159,0.07433113045340822,0.4993718108496733,-0.0198902524774337,7.963154736953443e-05,False,,,,,,,,,
Cassiopeia,cassiopeia,Malzahar,malzahar,658.0,19716.0,24217.0,0.8141388280959656,0.033373909515114625,0.03999228750484322,-0.006618377989728592,788.4879404454889,0.8345086414742572,-4.742807388668976,0.48630000000000007,0.48810395842434423,0.458275201578115,0.5179684297012439,0.05969322812312888,0.4993718108496733,-0.011267852425329072,7.457490648330787e-05,False,,,,,,,,,
Cassiopeia,cassiopeia,Yone,yone,615.0,19716.0,24217.0,0.8141388280959656,0.031192939744370055,0.0299642144615138,0.0012287252828562557,590.7744523232061,1.0410064239940091,1.0119728776476382,0.5577000000000001,0.5496264342456685,0.5189607714349194,0.5801341415376327,0.06117337010271329,0.4993718108496733,0.05025462339599518,6.174912634707879e-05,False,,,,,,,,,
