champion,champion_name_normalized,pickrate,winrate,champion_key,banrate,total_games,lane,patch,elo,source_url,extraction_date,top_pool_appearances,top_pool_share,best_top_pool_rank,mean_top_pool_rank,blind_score,selection_advantage,observed_mix_weighted_advantage,general_mix_weighted_advantage,positive_selection_component,negative_selection_component,mean_absolute_frequency_delta,max_enrichment_ratio,recorded_matchup_games,recorded_matchup_coverage,top_positive_matchups,top_negative_matchups,exclusion_score_drop,exclusion_relative_score_drop,best_pool_after_exclusion,lolalytics_pickrate,lolalytics_breadth,lolalytics_depth,lolalytics_classification,specialist_heuristic_flag,low_mid_presence_flag,pickrate_relative_difference,pickrate_sources_agree_within_20pct,best_pool_matchups_covered,best_pool_enemy_frequency_covered,best_pool_marginal_lift,best_pool_top5_marginal_lift_share,best_pool_marginal_lift_hhi,best_pool_effective_matchups,best_pool_median_matchup_games,best_pool_min_matchup_games,top_pool_slot_share,candidate_pickrate_share,importance_to_pickrate_ratio,best_pool_member,estimator
Brand,brand,0.0116,0.5178,brand,0.0359,21704,mid,16.07,plat_plus,https://op.gg/lol/champions/brand/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,2,0.02,24.0,59.5,0.5059778877440101,-0.0008271375808623908,-1.0950441942103595e-17,0.0008271375808623798,0.0006450565642645986,-0.0014721941451269892,0.002152316951235289,1.4357828830615904,16717.0,0.7702266863251014,Irelia:0.0001; Katarina:0.0001; Viktor:0.0001; Mel:0.0001; Swain:0.0001,Lux:-0.0002; Taliyah:-0.0001; Lissandra:-0.0001; Zed:-0.0001; Yasuo:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0118,1.6,1.01,popular,False,False,0.01709401709401714,True,0,0.0,0.0,,,,,,0.006666666666666667,0.006233207952713595,1.0695402298850576,False,eb
Hwei,hwei,0.0323,0.5073,hwei,0.0151,60029,mid,16.07,plat_plus,https://op.gg/lol/champions/hwei/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,2,0.02,13.0,54.5,0.5010387289800275,0.00022813474763208575,-1.929879867024198e-17,-0.00022813474763210505,0.0013352341884013141,-0.0011070994407692283,0.0021365745598328502,1.397472058407941,48634.0,0.8101750820436789,Yasuo:0.0002; Azir:0.0002; Zed:0.0002; Katarina:0.0002; Galio:0.0002,Xerath:-0.0004; Sylas:-0.0001; Viktor:-0.0001; Smolder:-0.0001; Malphite:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0319,0.77,1.19,niche,True,False,0.012461059190031293,True,0,0.0,0.0,,,,,,0.006666666666666667,0.017356260075228374,0.38410732714138285,False,eb
Lux,lux,0.0426,0.5144,lux,0.051500000000000004,79024,mid,16.07,plat_plus,https://op.gg/lol/champions/lux/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,2,0.02,62.0,76.5,0.5083360777512872,-0.0010696293491201114,6.7220534694101275e-18,0.0010696293491201181,0.0003739784728333789,-0.0014436078219534907,0.0023107569039755105,1.452188944899132,62042.0,0.785103259769184,Sion:0.0001; Malphite:0.0000; Taliyah:0.0000; Malzahar:0.0000; Yasuo:0.0000,Xerath:-0.0003; Sylas:-0.0002; Ryze:-0.0002; Ahri:-0.0001; Yone:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.043,3.73,1.08,popular,False,False,0.009345794392523308,True,0,0.0,0.0,,,,,,0.006666666666666667,0.022890918860827513,0.2912363067292645,False,eb
Qiyana,qiyana,0.0199,0.498,qiyana,0.0147,36993,mid,16.07,plat_plus,https://op.gg/lol/champions/qiyana/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,2,0.02,37.0,65.0,0.49604824109675993,-0.0006821630608752552,-1.1058862159352145e-17,0.0006821630608752441,0.00046027805183674654,-0.0011424411127120017,0.0019362143488119393,2.088204332204316,30353.0,0.8205065823263861,Malzahar:0.0001; Xerath:0.0001; Akali:0.0001; Zed:0.0000; Ryze:0.0000,Malphite:-0.0002; Syndra:-0.0001; Veigar:-0.0001; Yone:-0.0001; Katarina:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.02,0.5,1.26,niche,True,False,0.005012531328320771,True,0,0.0,0.0,,,,,,0.006666666666666667,0.010693175711982807,0.6234505862646565,False,eb
Ekko,ekko,0.0302,0.5072,ekko,0.024900000000000002,56030,mid,16.07,plat_plus,https://op.gg/lol/champions/ekko/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,1,0.01,52.0,52.0,0.5026967389170803,-1.2053343902099765e-05,1.1384122811097797e-17,1.2053343902111149e-05,0.0005402648176917796,-0.0005523181615938791,0.0016436960673798147,1.289363869217202,44301.0,0.7906657147956452,Zed:0.0002; Akali:0.0001; Twisted Fate:0.0001; Syndra:0.0000; Cho'Gath:0.0000,Sylas:-0.0001; Orianna:-0.0001; Aurora:-0.0001; Smolder:-0.0001; Yasuo:-0.0000,0.0,0.0,"Pantheon, Sion, Xerath",0.0302,1.48,1.13,popular,False,False,0.0,True,0,0.0,0.0,,,,,,0.0033333333333333335,0.016227834497581948,0.2054083885209713,False,eb
Irelia,irelia,0.0273,0.5023,irelia,0.1369,50744,mid,16.07,plat_plus,https://op.gg/lol/champions/irelia/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,1,0.01,40.0,40.0,0.49778374114860197,-0.00011948864257687339,-3.946495907847236e-17,0.00011948864257683392,0.0009443738423628324,-0.0010638624849397067,0.0017337317829872391,2.029910432520857,39233.0,0.773155446949393,Vladimir:0.0002; Fizz:0.0001; Yone:0.0001; Galio:0.0001; Naafiri:0.0000,Malphite:-0.0003; Akali:-0.0002; Twisted Fate:-0.0001; Smolder:-0.0001; Vel'Koz:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0275,1.54,1.11,popular,False,False,0.007299270072992656,True,0,0.0,0.0,,,,,,0.0033333333333333335,0.01466953250940355,0.2272283272283272,False,eb
Kassadin,kassadin,0.024700000000000003,0.5004,kassadin,0.0287,45775,mid,16.07,plat_plus,https://op.gg/lol/champions/kassadin/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,1,0.01,67.0,67.0,0.4991300742524637,-0.00020078185469224957,-4.2392304944183223e-17,0.00020078185469220717,0.0011303462365928308,-0.00133112809128508,0.002575966502023432,1.8780576453761761,36941.0,0.8070125614418351,Zed:0.0005; Diana:0.0001; Malzahar:0.0001; LeBlanc:0.0001; Vex:0.0001,Pantheon:-0.0003; Katarina:-0.0001; Yone:-0.0001; Swain:-0.0001; Mel:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0245,0.45,0.96,unpopular,False,False,0.0081300813008131,True,0,0.0,0.0,,,,,,0.0033333333333333335,0.01327243417517464,0.25114709851551953,False,eb
LeBlanc,leblanc,0.0433,0.5034000000000001,leblanc,0.14429999999999998,80556,mid,16.07,plat_plus,https://op.gg/lol/champions/leblanc/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,1,0.01,30.0,30.0,0.4963747823500392,-0.0017203014671230035,5.2258544713801314e-17,0.0017203014671230558,0.00042372125013748603,-0.0021440227172604895,0.002119213477816742,1.7555374244682744,64731.0,0.8035528079845077,Yasuo:0.0001; Mel:0.0001; Galio:0.0001; Ahri:0.0001; Fizz:0.0001,Vex:-0.0007; Malzahar:-0.0003; Yone:-0.0002; Lissandra:-0.0001; Veigar:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0436,1.01,0.97,broad,False,False,0.006904487917146183,True,0,0.0,0.0,,,,,,0.0033333333333333335,0.02326706072004299,0.1432640492686682,False,eb
Mel,mel,0.0667,0.4868,mel,0.3774,124171,mid,16.07,plat_plus,https://op.gg/lol/champions/mel/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,1,0.01,92.0,92.0,0.4802048660525189,-0.0007643713701262194,-8.196568423990414e-17,0.0007643713701261374,0.0016424919257270745,-0.002406863295853295,0.002901668408483006,1.5447816481735366,98143.0,0.7903858388834752,Ahri:0.0010; Zoe:0.0002; Akali:0.0001; Zed:0.0001; Yasuo:0.0001,Xerath:-0.0008; Aurelion Sol:-0.0002; Viktor:-0.0002; Fizz:-0.0001; LeBlanc:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0669,3.04,1.08,popular,False,False,0.0029940119760479902,True,0,0.0,0.0,,,,,,0.0033333333333333335,0.035840945728103174,0.09300349825087456,False,eb
Twisted Fate,twistedfate,0.0432,0.5112,twistedfate,0.009000000000000001,80542,mid,16.07,plat_plus,https://op.gg/lol/champions/twistedfate/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,1,0.01,81.0,81.0,0.5057413778715872,0.0005831827938550612,-4.0223900599212215e-17,-0.0005831827938551015,0.0011562143192723755,-0.0005730315254173148,0.0023025214277317403,1.3022237245899615,65499.0,0.8132278811055101,Ryze:0.0002; Yasuo:0.0001; Akali:0.0001; Orianna:0.0001; Azir:0.0001,Sylas:-0.0002; Xerath:-0.0001; Malphite:-0.0001; Lissandra:-0.0000; Zed:-0.0000,0.0,0.0,"Pantheon, Sion, Xerath",0.0432,0.79,1.01,niche,True,False,0.0,True,0,0.0,0.0,,,,,,0.0033333333333333335,0.023213326168726494,0.14359567901234568,False,eb
Viktor,viktor,0.0729,0.5127,viktor,0.0392,135546,mid,16.07,plat_plus,https://op.gg/lol/champions/viktor/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,1,0.01,32.0,32.0,0.5071186281517588,-0.000604858006760086,-5.074066167232161e-17,0.0006048580067600352,0.0008539594818507398,-0.0014588174886108257,0.002426590846043041,1.4895032337310112,110592.0,0.8159001372227879,Mel:0.0002; Ryze:0.0001; Akali:0.0001; Fizz:0.0001; Azir:0.0001,Xerath:-0.0007; Yasuo:-0.0002; Katarina:-0.0001; Smolder:-0.0001; Orianna:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0727,1.27,1.03,popular,False,False,0.002747252747252826,True,0,0.0,0.0,,,,,,0.0033333333333333335,0.03917248790972596,0.08509373571101965,False,eb
Zed,zed,0.0682,0.4991,zed,0.23370000000000002,127060,mid,16.07,plat_plus,https://op.gg/lol/champions/zed/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,1,0.01,70.0,70.0,0.49819922263087063,-0.0029960637451085926,-2.1250362580715887e-17,0.0029960637451085714,0.0003808497926389176,-0.003376913537747511,0.0032205003526772614,3.9958859891030536,100910.0,0.7941917204470329,Talon:0.0001; Anivia:0.0001; Yasuo:0.0000; Xerath:0.0000; Malzahar:0.0000,Malphite:-0.0010; Mel:-0.0003; Kassadin:-0.0002; Sion:-0.0002; Galio:-0.0002,0.0,0.0,"Pantheon, Sion, Xerath",0.0688,2.0,1.06,popular,False,False,0.008759124087591288,True,0,0.0,0.0,,,,,,0.0033333333333333335,0.03664696399785062,0.09095796676441838,False,eb
Ziggs,ziggs,0.0096,0.5089,ziggs,0.0049,17943,mid,16.07,plat_plus,https://op.gg/lol/champions/ziggs/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,1,0.01,68.0,68.0,0.4996786079947055,-0.00035148905561053784,2.168404344971009e-17,0.00035148905561055953,0.0015636112122107964,-0.001915100267821334,0.0035031777079351186,1.6793521942475873,14127.0,0.7873265340244107,Mel:0.0004; Yasuo:0.0004; Akali:0.0002; Syndra:0.0001; Hwei:0.0001,Xerath:-0.0004; Ryze:-0.0002; Malzahar:-0.0002; Anivia:-0.0001; Galio:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0098,0.68,0.95,unpopular,False,True,0.020618556701030983,True,0,0.0,0.0,,,,,,0.0033333333333333335,0.005158516926383665,0.6461805555555555,False,eb
Ahri,ahri,0.1125,0.5123,ahri,0.0617,208625,mid,16.07,plat_plus,https://op.gg/lol/champions/ahri/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.506402007008581,-0.0004486770036861089,3.144186300207963e-17,0.00044867700368614034,0.0004548662222519099,-0.0009035432259380193,0.0022013153594403656,1.3893236194671388,167739.0,0.8040215698022768,Orianna:0.0001; Sylas:0.0001; Aurora:0.0001; Fizz:0.0000; Yasuo:0.0000,Mel:-0.0003; Yone:-0.0001; Galio:-0.0001; Smolder:-0.0000; Pantheon:-0.0000,0.0,0.0,"Pantheon, Sion, Xerath",0.1115,2.43,0.97,broad,False,False,0.008928571428571437,True,0,0.0,0.0,,,,,,0.0,0.06045137023105858,0.0,False,eb
Akali,akali,0.0674,0.5059,akali,0.19899999999999998,125633,mid,16.07,plat_plus,https://op.gg/lol/champions/akali/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.500095685370005,-0.0007826870756867962,7.41594285980085e-17,0.0007826870756868704,0.0010051366653972456,-0.0017878237410840422,0.0029054568840403785,1.6189627536142677,99028.0,0.7882323911711095,Yone:0.0002; Malzahar:0.0002; Sylas:0.0001; Veigar:0.0001; Syndra:0.0001,Lissandra:-0.0003; Galio:-0.0003; Mel:-0.0003; Vex:-0.0001; Xerath:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0674,2.13,1.02,popular,False,False,0.0,True,0,0.0,0.0,,,,,,0.0,0.036217087587318654,0.0,False,eb
Aurora,aurora,0.034300000000000004,0.4986,aurora,0.0245,63556,mid,16.07,plat_plus,https://op.gg/lol/champions/aurora/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.4950379377386557,-0.00013841666578521834,2.688821387764051e-17,0.00013841666578524522,0.0005482625043387204,-0.0006866791701239391,0.0019289540084686415,1.2906010387989266,51952.0,0.8174208571968028,Azir:0.0001; Taliyah:0.0001; Ekko:0.0001; Vladimir:0.0000; Katarina:0.0000,Ahri:-0.0002; Smolder:-0.0001; Malphite:-0.0001; Yasuo:-0.0000; Sylas:-0.0000,0.0,0.0,"Pantheon, Sion, Xerath",0.0338,0.78,0.96,unpopular,False,False,0.014684287812041334,True,0,0.0,0.0,,,,,,0.0,0.018430951101558308,0.0,False,eb
Azir,azir,0.0229,0.46799999999999997,azir,0.0034999999999999996,42369,mid,16.07,plat_plus,https://op.gg/lol/champions/azir/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.4664753793163217,-0.0004550738742778806,-4.7271214720367993e-17,0.00045507387427783336,0.0011289602017700816,-0.0015840340760479616,0.002304039330864371,1.4405800114700498,34489.0,0.8140149637706814,Orianna:0.0003; Yasuo:0.0003; Taliyah:0.0001; Ryze:0.0001; Malzahar:0.0001,Xerath:-0.0006; Hwei:-0.0002; Fizz:-0.0001; Viktor:-0.0001; Aurora:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0226,0.43,1.09,niche,True,False,0.01318681318681326,True,0,0.0,0.0,,,,,,0.0,0.012305212251477703,0.0,False,eb
Cassiopeia,cassiopeia,0.013000000000000001,0.505,cassiopeia,0.012199999999999999,24217,mid,16.07,plat_plus,https://op.gg/lol/champions/cassiopeia/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.4986483969336807,0.0007234139159927399,1.3335686721571705e-16,-0.0007234139159926065,0.0016092820860759435,-0.0008858681700832031,0.002212682172096929,1.7259601131878544,19716.0,0.8141388280959656,Ryze:0.0005; Akali:0.0002; Sylas:0.0002; Vladimir:0.0001; Diana:0.0001,Akshan:-0.0002; Zed:-0.0001; Aurelion Sol:-0.0001; Yasuo:-0.0001; Fizz:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0128,0.37,0.88,unpopular,False,False,0.015503875968992286,True,0,0.0,0.0,,,,,,0.0,0.006985491671144548,0.0,False,eb
Cho'Gath,chogath,0.0055000000000000005,0.5073,chogath,0.0079,10267,mid,16.07,plat_plus,https://op.gg/lol/champions/chogath/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.49642514261360565,-0.00020393817547115093,-7.654467337747661e-17,0.00020393817547107438,0.0008877202364552753,-0.0010916584119264254,0.002402954742517596,1.4588717208152224,8062.0,0.7852342456413752,Zed:0.0002; Yasuo:0.0001; Ahri:0.0001; Xerath:0.0001; Diana:0.0001,Ekko:-0.0002; Twisted Fate:-0.0001; Aurelion Sol:-0.0001; Mel:-0.0001; Hwei:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.005600000000000001,0.96,0.91,unpopular,False,True,0.018018018018018063,True,0,0.0,0.0,,,,,,0.0,0.0029554003224073087,0.0,False,eb
Galio,galio,0.0358,0.495,galio,0.015700000000000002,66804,mid,16.07,plat_plus,https://op.gg/lol/champions/galio/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.4922574175932803,0.0017695091735979284,-2.4936649967166602e-17,-0.0017695091735979533,0.0027079091172650645,-0.0009383999436671362,0.0036732054254676565,1.8827553148698148,53286.0,0.797646847494162,Akali:0.0008; Veigar:0.0003; Diana:0.0002; Zed:0.0002; Sylas:0.0002,Yasuo:-0.0003; Hwei:-0.0001; Mel:-0.0001; Azir:-0.0001; Smolder:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0356,0.98,0.8,unpopular,False,False,0.0056022408963585105,True,0,0.0,0.0,,,,,,0.0,0.01923696937130575,0.0,False,eb
Jayce,jayce,0.0066,0.502,jayce,0.0352,12358,mid,16.07,plat_plus,https://op.gg/lol/champions/jayce/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.49810605375012024,0.0010661766566877093,-4.9764879717084654e-17,-0.0010661766566877591,0.0015673418435926726,-0.0005011651869049634,0.002790332648541734,1.8564597301955286,9902.0,0.8012623401844958,Yone:0.0002; Sylas:0.0002; Lissandra:0.0001; Lux:0.0001; Malzahar:0.0001,Akshan:-0.0001; Veigar:-0.0001; Aurora:-0.0001; Viktor:-0.0000; Galio:-0.0000,0.0,0.0,"Pantheon, Sion, Xerath",0.0066,0.78,0.94,unpopular,False,True,0.0,True,0,0.0,0.0,,,,,,0.0,0.00354648038688877,0.0,False,eb
Orianna,orianna,0.042300000000000004,0.4805,orianna,0.0085,78833,mid,16.07,plat_plus,https://op.gg/lol/champions/orianna/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.4786615550797901,0.0005897192921721224,7.26415455565288e-18,-0.0005897192921721151,0.001467117976542225,-0.000877398684370103,0.0025822963441148833,1.416288918457534,64520.0,0.8184389786003323,Viktor:0.0003; Ryze:0.0002; Katarina:0.0002; Malzahar:0.0002; Taliyah:0.0001,Yasuo:-0.0002; Ahri:-0.0002; Smolder:-0.0001; Twisted Fate:-0.0001; Aurelion Sol:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.04190000000000001,0.78,0.82,unpopular,False,False,0.009501187648455998,True,0,0.0,0.0,,,,,,0.0,0.022729715206878026,0.0,False,eb
Ryze,ryze,0.0331,0.4733,ryze,0.0087,61748,mid,16.07,plat_plus,https://op.gg/lol/champions/ryze/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.4712329945535855,4.337421584575934e-06,3.426078865054194e-17,-4.337421584541673e-06,0.0013475768061352593,-0.0013432393845506832,0.002510679685546622,1.706912981393073,49879.0,0.8077832480404223,Sylas:0.0003; Xerath:0.0002; Azir:0.0001; Diana:0.0001; Yasuo:0.0001,Viktor:-0.0002; Mel:-0.0002; Anivia:-0.0002; Katarina:-0.0001; Malzahar:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.033,0.74,0.82,unpopular,False,False,0.003025718608169317,True,0,0.0,0.0,,,,,,0.0,0.017786136485760346,0.0,False,eb
Smolder,smolder,0.0105,0.4692,smolder,0.063,19622,mid,16.07,plat_plus,https://op.gg/lol/champions/smolder/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.4611718539983093,0.009267367671224684,-3.946495907847236e-17,-0.009267367671224724,0.010449979316995468,-0.0011826116457707835,0.00887028455567479,6.079524400959239,15419.0,0.785801651207828,Malzahar:0.0062; Galio:0.0008; Fizz:0.0004; Xerath:0.0004; Viktor:0.0003,Talon:-0.0004; Akali:-0.0002; Vladimir:-0.0002; Anivia:-0.0001; Azir:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0109,2.3,1.13,popular,False,False,0.03738317757009339,True,0,0.0,0.0,,,,,,0.0,0.005642127888232134,0.0,False,eb
Sylas,sylas,0.0687,0.49520000000000003,sylas,0.12990000000000002,127952,mid,16.07,plat_plus,https://op.gg/lol/champions/sylas/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.4904235423981121,0.0005966739552714862,-9.540979117872439e-18,-0.0005966739552714957,0.0013690127058938848,-0.0007723387506223985,0.002967797906057501,1.5334640712082628,101991.0,0.7971036013505064,Malzahar:0.0003; Malphite:0.0002; Twisted Fate:0.0001; Lux:0.0001; Veigar:0.0001,Syndra:-0.0002; Mel:-0.0001; Smolder:-0.0001; Vex:-0.0000; Galio:-0.0000,0.0,0.0,"Pantheon, Sion, Xerath",0.0689,2.82,0.89,broad,False,False,0.0029069767441861297,True,0,0.0,0.0,,,,,,0.0,0.0369156367544331,0.0,False,eb
Syndra,syndra,0.0467,0.5006,syndra,0.0288,86397,mid,16.07,plat_plus,https://op.gg/lol/champions/syndra/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.49407676149889845,-0.0003276201124244064,-3.122502256758253e-17,0.0003276201124243752,0.0013876577644912316,-0.0017152778769156383,0.0029413995725202525,1.2973388297206978,70230.0,0.8128754470641342,Orianna:0.0002; Katarina:0.0002; Mel:0.0002; Ryze:0.0001; Yasuo:0.0001,Xerath:-0.0004; Fizz:-0.0002; Talon:-0.0002; Yone:-0.0002; Akali:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0464,0.89,0.99,unpopular,False,False,0.006444683136412496,True,0,0.0,0.0,,,,,,0.0,0.02509403546480387,0.0,False,eb
Taliyah,taliyah,0.0124,0.484,taliyah,0.0031,23069,mid,16.07,plat_plus,https://op.gg/lol/champions/taliyah/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.4834014687371989,0.001338434229270395,2.045347398393904e-16,-0.0013384342292701906,0.002582016845850897,-0.001243582616580502,0.0030507336824366622,1.4487954574249244,18986.0,0.823009233170055,Yasuo:0.0009; Katarina:0.0004; Zed:0.0002; Fizz:0.0002; Ryze:0.0002,Malphite:-0.0002; Lux:-0.0002; Aurora:-0.0001; Smolder:-0.0001; Twisted Fate:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.012199999999999999,0.32,0.89,unpopular,False,False,0.01626016260162606,True,0,0.0,0.0,,,,,,0.0,0.006663084363245568,0.0,False,eb
Talon,talon,0.024900000000000002,0.4839,talon,0.0417,46466,mid,16.07,plat_plus,https://op.gg/lol/champions/talon/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.4864587956008738,-0.0003885746128472617,1.1188966420050406e-16,0.0003885746128473736,0.0010778257305711395,-0.001466400343418401,0.0023890579652804697,1.7895757554693752,36830.0,0.7926225627340421,Syndra:0.0002; Akali:0.0002; Kassadin:0.0001; Vel'Koz:0.0001; Aurelion Sol:0.0001,Lissandra:-0.0003; Vex:-0.0002; Xerath:-0.0002; Malphite:-0.0001; Viktor:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.024900000000000002,1.17,1.09,popular,False,False,0.0,True,0,0.0,0.0,,,,,,0.0,0.013379903277807633,0.0,False,eb
Vladimir,vladimir,0.0294,0.504,vladimir,0.0391,54416,mid,16.07,plat_plus,https://op.gg/lol/champions/vladimir/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.496405702840655,0.00010719452691284725,-2.42861286636753e-17,-0.00010719452691287153,0.0013774403388526618,-0.0012702458119398141,0.0024502755539291435,1.49216163795908,44014.0,0.8088429873566598,Yasuo:0.0005; Katarina:0.0003; Viktor:0.0001; Zoe:0.0001; Yone:0.0001,Malzahar:-0.0002; Anivia:-0.0001; Irelia:-0.0001; Sylas:-0.0001; Azir:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0294,0.8,1.06,niche,True,False,0.0,True,0,0.0,0.0,,,,,,0.0,0.015797958087049976,0.0,False,eb
Yasuo,yasuo,0.08789999999999999,0.49829999999999997,yasuo,0.195,162907,mid,16.07,plat_plus,https://op.gg/lol/champions/yasuo/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.4950236634078156,-0.002263003133107749,-1.474514954580286e-17,0.0022630031331077344,0.0006952562584010881,-0.0029582593915088383,0.0033321876011835247,2.2925559325982943,124182.0,0.7622876856120363,Viktor:0.0002; Galio:0.0001; Sion:0.0001; Zed:0.0001; Xerath:0.0001,Lissandra:-0.0006; Pantheon:-0.0003; Annie:-0.0002; Syndra:-0.0002; Mel:-0.0002,0.0,0.0,"Pantheon, Sion, Xerath",0.0883,3.23,1.19,popular,True,False,0.004540295119182877,True,0,0.0,0.0,,,,,,0.0,0.04723267060720043,0.0,False,eb
Yone,yone,0.0571,0.4892,yone,0.054400000000000004,105803,mid,16.07,plat_plus,https://op.gg/lol/champions/yone/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.4823452269636393,0.0013241571466662602,2.3635607360183997e-17,-0.0013241571466662365,0.00209490283344049,-0.0007707456867742305,0.002362310989995032,1.536120958170321,81899.0,0.7740706785251836,Yasuo:0.0008; Aurelion Sol:0.0002; Kassadin:0.0001; Azir:0.0001; Ahri:0.0001,Akali:-0.0001; Smolder:-0.0001; Xerath:-0.0001; Orianna:-0.0001; Malzahar:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0575,2.84,1.02,popular,False,False,0.006980802792321195,True,0,0.0,0.0,,,,,,0.0,0.030682428801719508,0.0,False,eb
Zoe,zoe,0.0334,0.5025,zoe,0.0489,62134,mid,16.07,plat_plus,https://op.gg/lol/champions/zoe/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0,0.0,,,0.49788002196106845,-0.0008126076987202903,-5.681219383824043e-17,0.0008126076987202335,0.0004092802788217676,-0.0012218879775420571,0.0018753182069427999,2.0692293179137446,50580.0,0.8140470595809057,Veigar:0.0000; Malphite:0.0000; Nasus:0.0000; Ahri:0.0000; Aurora:0.0000,Morgana:-0.0002; Mel:-0.0001; Smolder:-0.0001; Naafiri:-0.0001; Sylas:-0.0001,0.0,0.0,"Pantheon, Sion, Xerath",0.0332,0.79,1.22,niche,True,False,0.00600600600600597,True,0,0.0,0.0,,,,,,0.0,0.017947340139709837,0.0,False,eb
