champion_name,champion_name_normalized,lane,patch,elo,winrate,pickrate,banrate,total_games,source_url,extraction_date
Akali,akali,mid,16.10,emerald_plus,49.93,6.68,18.35,166484,https://op.gg/lol/champions/akali/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Vex,vex,mid,16.10,emerald_plus,52.15,2.57,3.09,65477,https://op.gg/lol/champions/vex/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Ekko,ekko,mid,16.10,emerald_plus,51.69,2.97,1.68,78472,https://op.gg/lol/champions/ekko/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Yasuo,yasuo,mid,16.10,emerald_plus,49.34,7.04,16.28,183389,https://op.gg/lol/champions/yasuo/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Annie,annie,mid,16.10,emerald_plus,51.4,2.9,0.84,75679,https://op.gg/lol/champions/annie/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Sylas,sylas,mid,16.10,emerald_plus,49.35,6.65,11.26,167622,https://op.gg/lol/champions/sylas/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
LeBlanc,leblanc,mid,16.10,emerald_plus,50.36,4.1,14.26,102181,https://op.gg/lol/champions/leblanc/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Veigar,veigar,mid,16.10,emerald_plus,50.85,3.22,0.9,87950,https://op.gg/lol/champions/veigar/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Zoe,zoe,mid,16.10,emerald_plus,50.77,3.2,5.46,79828,https://op.gg/lol/champions/zoe/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Hwei,hwei,mid,16.10,emerald_plus,50.61,3.55,1.65,90209,https://op.gg/lol/champions/hwei/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Anivia,anivia,mid,16.10,emerald_plus,50.72,3.17,4.61,81807,https://op.gg/lol/champions/anivia/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Syndra,syndra,mid,16.10,emerald_plus,50.14,4.11,2.44,105741,https://op.gg/lol/champions/syndra/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Galio,galio,mid,16.10,emerald_plus,50.09,3.93,1.57,93687,https://op.gg/lol/champions/galio/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Malphite,malphite,mid,16.10,emerald_plus,52.42,0.89,19.27,23164,https://op.gg/lol/champions/malphite/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Yone,yone,mid,16.10,emerald_plus,49.16,5.23,4.65,134486,https://op.gg/lol/champions/yone/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Talon,talon,mid,16.10,emerald_plus,50.41,2.61,9.35,63077,https://op.gg/lol/champions/talon/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Riven,riven,mid,16.10,emerald_plus,53.41,0.61,2.45,22604,https://op.gg/lol/champions/riven/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Xin Zhao,xinzhao,mid,16.10,emerald_plus,51.2,1.66,7.91,39014,https://op.gg/lol/champions/xinzhao/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Irelia,irelia,mid,16.10,emerald_plus,50.21,2.58,14.46,64181,https://op.gg/lol/champions/irelia/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Aurelion Sol,aurelionsol,mid,16.10,emerald_plus,50.8,2.11,0.83,53873,https://op.gg/lol/champions/aurelionsol/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Akshan,akshan,mid,16.10,emerald_plus,50.19,2.7,2.94,67177,https://op.gg/lol/champions/akshan/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Brand,brand,mid,16.10,emerald_plus,50.75,1.8,8.47,42665,https://op.gg/lol/champions/brand/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Qiyana,qiyana,mid,16.10,emerald_plus,50.02,2.45,2.18,61058,https://op.gg/lol/champions/qiyana/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Aurora,aurora,mid,16.10,emerald_plus,49.42,3.28,2.34,79660,https://op.gg/lol/champions/aurora/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Pantheon,pantheon,mid,16.10,emerald_plus,51.94,0.83,1.65,21190,https://op.gg/lol/champions/pantheon/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Orianna,orianna,mid,16.10,emerald_plus,48.66,3.89,0.98,97733,https://op.gg/lol/champions/orianna/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Kayle,kayle,mid,16.10,emerald_plus,52.15,0.64,3.34,16387,https://op.gg/lol/champions/kayle/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Kassadin,kassadin,mid,16.10,emerald_plus,49.51,2.32,2.49,59454,https://op.gg/lol/champions/kassadin/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Vel'Koz,velkoz,mid,16.10,emerald_plus,50.69,1.24,1.19,31382,https://op.gg/lol/champions/velkoz/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Swain,swain,mid,16.10,emerald_plus,51.3,0.85,1.84,21074,https://op.gg/lol/champions/swain/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Ryze,ryze,mid,16.10,emerald_plus,48.29,3.47,0.8,85921,https://op.gg/lol/champions/ryze/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Cassiopeia,cassiopeia,mid,16.10,emerald_plus,50.03,1.42,1.23,44478,https://op.gg/lol/champions/cassiopeia/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Sion,sion,mid,16.10,emerald_plus,51.02,0.82,1.21,21924,https://op.gg/lol/champions/sion/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Ziggs,ziggs,mid,16.10,emerald_plus,50.74,0.77,0.41,20263,https://op.gg/lol/champions/ziggs/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Taliyah,taliyah,mid,16.10,emerald_plus,49.31,1.53,0.37,38977,https://op.gg/lol/champions/taliyah/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Cho'Gath,chogath,mid,16.10,emerald_plus,50.55,0.57,0.6,14978,https://op.gg/lol/champions/chogath/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Jayce,jayce,mid,16.10,emerald_plus,49.08,0.84,5.66,19987,https://op.gg/lol/champions/jayce/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Mel,mel,mid,16.10,emerald_plus,45.69,3.05,23.9,79952,https://op.gg/lol/champions/mel/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
Azir,azir,mid,16.10,emerald_plus,47.09,1.73,0.31,41754,https://op.gg/lol/champions/azir/build/mid?region=global&tier=emerald_plus&patch=16.10,2026-06-08
