champion_name,champion_name_normalized,lane,patch,rank,population_scope_pickrate,population_scope_depth,pick_rate,breadth,depth,classification,unique_players,total_ranked_games,source_url,extraction_date
Zilean,zilean,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.27,0.5,1.23,niche,50758,135966,https://lolalytics.com/lol/zilean/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Sion,sion,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.96,1.19,0.98,broad,153117,327526,https://lolalytics.com/lol/sion/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Yasuo,yasuo,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,8.98,3.23,1.19,popular,341581,886817,https://lolalytics.com/lol/yasuo/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Zed,zed,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,6.9,2.0,1.06,popular,236805,547655,https://lolalytics.com/lol/zed/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Annie,annie,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,2.29,0.55,0.85,unpopular,81314,150457,https://lolalytics.com/lol/annie/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Malzahar,malzahar,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,7.38,1.99,1.23,popular,202245,544529,https://lolalytics.com/lol/malzahar/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Sylas,sylas,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,6.85,2.82,0.89,broad,396918,772859,https://lolalytics.com/lol/sylas/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Lissandra,lissandra,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,4.67,0.98,1.0,niche,122483,267830,https://lolalytics.com/lol/lissandra/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Lux,lux,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,4.23,3.73,1.08,popular,432530,1022232,https://lolalytics.com/lol/lux/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Ekko,ekko,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,3.06,1.48,1.13,popular,165067,405430,https://lolalytics.com/lol/ekko/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Pantheon,pantheon,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.81,1.77,0.95,broad,232890,484454,https://lolalytics.com/lol/pantheon/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Vel'Koz,velkoz,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,1.19,1.01,1.33,popular,95277,276061,https://lolalytics.com/lol/velkoz/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Vladimir,vladimir,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,2.81,0.8,1.06,niche,94533,219636,https://lolalytics.com/lol/vladimir/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Akshan,akshan,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,2.42,0.53,1.33,niche,49561,144378,https://lolalytics.com/lol/akshan/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Hwei,hwei,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,3.28,0.77,1.19,niche,80898,210963,https://lolalytics.com/lol/hwei/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Garen,garen,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.45,3.1,1.07,popular,364758,849276,https://lolalytics.com/lol/garen/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Brand,brand,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,1.13,1.6,1.01,popular,198904,440090,https://lolalytics.com/lol/brand/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Irelia,irelia,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,2.76,1.54,1.11,popular,174815,421870,https://lolalytics.com/lol/irelia/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Syndra,syndra,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,4.67,0.89,0.99,unpopular,113093,243656,https://lolalytics.com/lol/syndra/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
Briar,briar,mid,16.6,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.23,1.5,1.6,popular,117933,411719,https://lolalytics.com/lol/briar/build/?lane=middle&patch=16.6&tier=platinum_plus,2026-04-07
