champion_name,champion_name_normalized,lane,patch,elo,winrate,pickrate,banrate,total_games,source_url,extraction_date
Ahri,ahri,mid,16.06,plat_plus,51.32,12.2,6.84,538947,https://op.gg/lol/champions/ahri/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Xerath,xerath,mid,16.06,plat_plus,52.29,5.85,8.95,259101,https://op.gg/lol/champions/xerath/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Malzahar,malzahar,mid,16.06,plat_plus,51.7,7.36,12.09,325006,https://op.gg/lol/champions/malzahar/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Veigar,veigar,mid,16.06,plat_plus,52.31,5.09,2.44,224870,https://op.gg/lol/champions/veigar/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Fizz,fizz,mid,16.06,plat_plus,51.86,5.15,7.63,227719,https://op.gg/lol/champions/fizz/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Viktor,viktor,mid,16.06,plat_plus,51.24,7.14,3.84,315907,https://op.gg/lol/champions/viktor/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Lissandra,lissandra,mid,16.06,plat_plus,51.83,4.7,1.94,208088,https://op.gg/lol/champions/lissandra/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Lux,lux,mid,16.06,plat_plus,51.71,4.23,5.13,186447,https://op.gg/lol/champions/lux/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Yasuo,yasuo,mid,16.06,plat_plus,49.88,8.97,19.92,396006,https://op.gg/lol/champions/yasuo/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Katarina,katarina,mid,16.06,plat_plus,50.7,6.75,9.51,297610,https://op.gg/lol/champions/katarina/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Diana,diana,mid,16.06,plat_plus,51.77,3.85,6.55,170138,https://op.gg/lol/champions/diana/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Vex,vex,mid,16.06,plat_plus,52.28,3.14,3.66,138568,https://op.gg/lol/champions/vex/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Aurelion Sol,aurelionsol,mid,16.06,plat_plus,52.3,3.0,1.22,132671,https://op.gg/lol/champions/aurelionsol/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Akali,akali,mid,16.06,plat_plus,50.22,6.7,20.06,296777,https://op.gg/lol/champions/akali/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Anivia,anivia,mid,16.06,plat_plus,51.96,3.15,2.54,139173,https://op.gg/lol/champions/anivia/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Sylas,sylas,mid,16.06,plat_plus,50.05,6.85,12.98,303510,https://op.gg/lol/champions/sylas/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Twisted Fate,twistedfate,mid,16.06,plat_plus,51.12,4.66,0.98,206718,https://op.gg/lol/champions/twistedfate/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Zed,zed,mid,16.06,plat_plus,49.92,6.9,24.02,304900,https://op.gg/lol/champions/zed/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Naafiri,naafiri,mid,16.06,plat_plus,51.72,2.53,14.55,111914,https://op.gg/lol/champions/naafiri/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Annie,annie,mid,16.06,plat_plus,52.09,2.29,0.64,101046,https://op.gg/lol/champions/annie/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Mel,mel,mid,16.06,plat_plus,49.08,6.88,34.24,303901,https://op.gg/lol/champions/mel/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Sion,sion,mid,16.06,plat_plus,53.37,0.97,1.14,42669,https://op.gg/lol/champions/sion/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Hwei,hwei,mid,16.06,plat_plus,50.98,3.3,1.54,145654,https://op.gg/lol/champions/hwei/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Syndra,syndra,mid,16.06,plat_plus,50.15,4.68,2.98,206306,https://op.gg/lol/champions/syndra/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
LeBlanc,leblanc,mid,16.06,plat_plus,50.07,4.4,14.5,194276,https://op.gg/lol/champions/leblanc/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Ekko,ekko,mid,16.06,plat_plus,50.75,3.07,2.82,135274,https://op.gg/lol/champions/ekko/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Zoe,zoe,mid,16.06,plat_plus,50.51,3.26,4.87,143755,https://op.gg/lol/champions/zoe/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Brand,brand,mid,16.06,plat_plus,52.56,1.13,3.64,50002,https://op.gg/lol/champions/brand/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Irelia,irelia,mid,16.06,plat_plus,50.6,2.74,13.83,121100,https://op.gg/lol/champions/irelia/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Swain,swain,mid,16.06,plat_plus,52.62,1.07,3.69,47350,https://op.gg/lol/champions/swain/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Akshan,akshan,mid,16.06,plat_plus,50.96,2.45,2.42,107883,https://op.gg/lol/champions/akshan/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Yone,yone,mid,16.06,plat_plus,48.97,5.77,5.41,255072,https://op.gg/lol/champions/yone/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Vladimir,vladimir,mid,16.06,plat_plus,50.36,2.8,3.97,123279,https://op.gg/lol/champions/vladimir/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Vel'Koz,velkoz,mid,16.06,plat_plus,51.94,1.19,1.39,52408,https://op.gg/lol/champions/velkoz/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Galio,galio,mid,16.06,plat_plus,49.58,3.77,1.55,166917,https://op.gg/lol/champions/galio/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Aurora,aurora,mid,16.06,plat_plus,49.53,3.57,2.35,157746,https://op.gg/lol/champions/aurora/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Pantheon,pantheon,mid,16.06,plat_plus,52.35,0.82,1.68,36170,https://op.gg/lol/champions/pantheon/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Malphite,malphite,mid,16.06,plat_plus,51.49,0.94,21.73,41533,https://op.gg/lol/champions/malphite/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Kassadin,kassadin,mid,16.06,plat_plus,49.86,2.55,3.19,112190,https://op.gg/lol/champions/kassadin/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Talon,talon,mid,16.06,plat_plus,50.14,1.93,3.85,85327,https://op.gg/lol/champions/talon/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Qiyana,qiyana,mid,16.06,plat_plus,49.81,2.03,1.68,89403,https://op.gg/lol/champions/qiyana/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Nasus,nasus,mid,16.06,plat_plus,52.06,0.58,5.48,25952,https://op.gg/lol/champions/nasus/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Ziggs,ziggs,mid,16.06,plat_plus,51.18,0.93,0.53,40876,https://op.gg/lol/champions/ziggs/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Morgana,morgana,mid,16.06,plat_plus,51.48,0.58,19.62,25483,https://op.gg/lol/champions/morgana/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Orianna,orianna,mid,16.06,plat_plus,47.88,4.16,0.83,184014,https://op.gg/lol/champions/orianna/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Kog'Maw,kogmaw,mid,16.06,plat_plus,51.74,0.5,0.57,22150,https://op.gg/lol/champions/kogmaw/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Cho'Gath,chogath,mid,16.06,plat_plus,51.12,0.57,0.79,25132,https://op.gg/lol/champions/chogath/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Ryze,ryze,mid,16.06,plat_plus,47.37,3.31,0.96,146508,https://op.gg/lol/champions/ryze/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Cassiopeia,cassiopeia,mid,16.06,plat_plus,49.41,1.07,1.05,47357,https://op.gg/lol/champions/cassiopeia/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Jayce,jayce,mid,16.06,plat_plus,49.86,0.64,3.45,28297,https://op.gg/lol/champions/jayce/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Taliyah,taliyah,mid,16.06,plat_plus,48.05,1.27,0.32,55933,https://op.gg/lol/champions/taliyah/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Azir,azir,mid,16.06,plat_plus,46.36,2.5,0.43,110401,https://op.gg/lol/champions/azir/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
Smolder,smolder,mid,16.06,plat_plus,46.57,1.09,6.29,48100,https://op.gg/lol/champions/smolder/build/mid?region=global&tier=platinum_plus&patch=16.06,2026-04-07
