champion_i,champion_i_normalized,champion_j,champion_j_normalized,lane,patch,elo,matchup_winrate_i_vs_j,matchup_games,matchup_occurrence_count,matchup_occurrence_rate,source_url,extraction_date
Fizz,fizz,Zed,zed,mid,16.11,plat_plus,53.06,8435,8435,,https://op.gg/lol/champions/fizz/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.11&target_champion=zed,2026-06-07
Fizz,fizz,Ahri,ahri,mid,16.11,plat_plus,51.64,8252,8252,,https://op.gg/lol/champions/fizz/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.11&target_champion=ahri,2026-06-07
Fizz,fizz,Katarina,katarina,mid,16.11,plat_plus,53.11,7132,7132,,https://op.gg/lol/champions/fizz/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.11&target_champion=katarina,2026-06-07
Fizz,fizz,Viktor,viktor,mid,16.11,plat_plus,51.37,7090,7090,,https://op.gg/lol/champions/fizz/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.11&target_champion=viktor,2026-06-07
Fizz,fizz,Yasuo,yasuo,mid,16.11,plat_plus,52.85,6766,6766,,https://op.gg/lol/champions/fizz/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.11&target_champion=yasuo,2026-06-07
Fizz,fizz,Malzahar,malzahar,mid,16.11,plat_plus,53.06,6715,6715,,https://op.gg/lol/champions/fizz/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.11&target_champion=malzahar,2026-06-07
Fizz,fizz,Sylas,sylas,mid,16.11,plat_plus,49.35,6112,6112,,https://op.gg/lol/champions/fizz/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.11&target_champion=sylas,2026-06-07
Fizz,fizz,Lissandra,lissandra,mid,16.11,plat_plus,48.2,5699,5699,,https://op.gg/lol/champions/fizz/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.11&target_champion=lissandra,2026-06-07
Fizz,fizz,Xerath,xerath,mid,16.11,plat_plus,53.26,5207,5207,,https://op.gg/lol/champions/fizz/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.11&target_champion=xerath,2026-06-07
Fizz,fizz,Galio,galio,mid,16.11,plat_plus,50.35,5202,5202,,https://op.gg/lol/champions/fizz/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.11&target_champion=galio,2026-06-07
Fizz,fizz,Akali,akali,mid,16.11,plat_plus,49.76,4992,4992,,https://op.gg/lol/champions/fizz/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.11&target_champion=akali,2026-06-07
Fizz,fizz,Vladimir,vladimir,mid,16.11,plat_plus,48.47,4832,4832,,https://op.gg/lol/champions/fizz/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.11&target_champion=vladimir,2026-06-07
Fizz,fizz,Diana,diana,mid,16.11,plat_plus,47.09,4789,4789,,https://op.gg/lol/champions/fizz/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.11&target_champion=diana,2026-06-07
Fizz,fizz,Veigar,veigar,mid,16.11,plat_plus,51.91,4654,4654,,https://op.gg/lol/champions/fizz/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.11&target_champion=veigar,2026-06-07
Fizz,fizz,Yone,yone,mid,16.11,plat_plus,52.75,4614,4614,,https://op.gg/lol/champions/fizz/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.11&target_champion=yone,2026-06-07
