champion_name,champion_name_normalized,lane,patch,elo,winrate,pickrate,banrate,total_games,source_url,extraction_date
Ahri,ahri,mid,16.10,diamond_plus,51.62,10.86,4.22,112179,https://op.gg/lol/champions/ahri/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Katarina,katarina,mid,16.10,diamond_plus,52.0,7.32,11.7,77513,https://op.gg/lol/champions/katarina/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Fizz,fizz,mid,16.10,diamond_plus,53.0,4.33,3.94,48231,https://op.gg/lol/champions/fizz/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Xerath,xerath,mid,16.10,diamond_plus,52.07,5.98,6.13,62562,https://op.gg/lol/champions/xerath/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Lissandra,lissandra,mid,16.10,diamond_plus,52.34,4.96,2.92,54276,https://op.gg/lol/champions/lissandra/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Twisted Fate,twistedfate,mid,16.10,diamond_plus,51.84,5.36,1.26,59385,https://op.gg/lol/champions/twistedfate/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Zed,zed,mid,16.10,diamond_plus,49.99,8.82,32.58,85406,https://op.gg/lol/champions/zed/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Viktor,viktor,mid,16.10,diamond_plus,49.79,11.01,7.25,113957,https://op.gg/lol/champions/viktor/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Zoe,zoe,mid,16.10,diamond_plus,51.97,3.55,7.87,36020,https://op.gg/lol/champions/zoe/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Vladimir,vladimir,mid,16.10,diamond_plus,51.29,4.73,6.69,49533,https://op.gg/lol/champions/vladimir/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Diana,diana,mid,16.10,diamond_plus,51.96,3.4,3.19,35937,https://op.gg/lol/champions/diana/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Riven,riven,mid,16.10,diamond_plus,54.67,0.78,3.56,11106,https://op.gg/lol/champions/riven/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Akali,akali,mid,16.10,diamond_plus,49.96,6.46,18.97,66801,https://op.gg/lol/champions/akali/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Ekko,ekko,mid,16.10,diamond_plus,51.71,3.04,1.85,32946,https://op.gg/lol/champions/ekko/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Naafiri,naafiri,mid,16.10,diamond_plus,51.26,2.5,36.22,24427,https://op.gg/lol/champions/naafiri/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Sylas,sylas,mid,16.10,diamond_plus,49.72,6.83,11.56,70486,https://op.gg/lol/champions/sylas/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Annie,annie,mid,16.10,diamond_plus,51.52,3.06,0.82,31955,https://op.gg/lol/champions/annie/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
LeBlanc,leblanc,mid,16.10,diamond_plus,50.72,4.03,15.86,41512,https://op.gg/lol/champions/leblanc/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Malzahar,malzahar,mid,16.10,diamond_plus,50.19,5.42,6.62,58162,https://op.gg/lol/champions/malzahar/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Vex,vex,mid,16.10,diamond_plus,51.76,2.28,2.6,23766,https://op.gg/lol/champions/vex/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Yasuo,yasuo,mid,16.10,diamond_plus,49.32,6.42,15.87,68034,https://op.gg/lol/champions/yasuo/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Syndra,syndra,mid,16.10,diamond_plus,50.31,4.28,2.52,44904,https://op.gg/lol/champions/syndra/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Lux,lux,mid,16.10,diamond_plus,50.83,3.18,1.55,35100,https://op.gg/lol/champions/lux/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Talon,talon,mid,16.10,diamond_plus,50.83,2.71,15.44,26384,https://op.gg/lol/champions/talon/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Anivia,anivia,mid,16.10,diamond_plus,50.47,3.45,5.71,36437,https://op.gg/lol/champions/anivia/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Akshan,akshan,mid,16.10,diamond_plus,50.66,3.08,4.02,31395,https://op.gg/lol/champions/akshan/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Galio,galio,mid,16.10,diamond_plus,49.92,4.43,1.72,43134,https://op.gg/lol/champions/galio/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Hwei,hwei,mid,16.10,diamond_plus,50.12,3.7,1.61,39057,https://op.gg/lol/champions/hwei/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Qiyana,qiyana,mid,16.10,diamond_plus,50.57,2.85,3.73,28913,https://op.gg/lol/champions/qiyana/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Aurora,aurora,mid,16.10,diamond_plus,49.81,3.66,2.5,36871,https://op.gg/lol/champions/aurora/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Kayle,kayle,mid,16.10,diamond_plus,52.59,0.82,3.08,8563,https://op.gg/lol/champions/kayle/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Irelia,irelia,mid,16.10,diamond_plus,50.08,2.47,14.82,24587,https://op.gg/lol/champions/irelia/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Aurelion Sol,aurelionsol,mid,16.10,diamond_plus,50.65,2.07,0.76,21624,https://op.gg/lol/champions/aurelionsol/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Pantheon,pantheon,mid,16.10,diamond_plus,52.42,0.79,1.42,7946,https://op.gg/lol/champions/pantheon/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Yone,yone,mid,16.10,diamond_plus,48.66,4.84,3.62,51784,https://op.gg/lol/champions/yone/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Kassadin,kassadin,mid,16.10,diamond_plus,49.99,2.63,3.45,28017,https://op.gg/lol/champions/kassadin/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Malphite,malphite,mid,16.10,diamond_plus,51.97,0.77,17.85,8163,https://op.gg/lol/champions/malphite/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Veigar,veigar,mid,16.10,diamond_plus,49.99,2.56,0.53,28344,https://op.gg/lol/champions/veigar/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Orianna,orianna,mid,16.10,diamond_plus,48.8,4.35,1.45,45066,https://op.gg/lol/champions/orianna/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Taliyah,taliyah,mid,16.10,diamond_plus,50.28,1.9,0.55,20064,https://op.gg/lol/champions/taliyah/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Vel'Koz,velkoz,mid,16.10,diamond_plus,51.08,1.23,0.94,12910,https://op.gg/lol/champions/velkoz/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Cassiopeia,cassiopeia,mid,16.10,diamond_plus,50.55,1.61,1.44,21628,https://op.gg/lol/champions/cassiopeia/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Ryze,ryze,mid,16.10,diamond_plus,48.51,4.02,0.97,40310,https://op.gg/lol/champions/ryze/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Swain,swain,mid,16.10,diamond_plus,50.89,0.86,1.1,8620,https://op.gg/lol/champions/swain/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Xin Zhao,xinzhao,mid,16.10,diamond_plus,49.44,1.54,7.14,14428,https://op.gg/lol/champions/xinzhao/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Brand,brand,mid,16.10,diamond_plus,49.4,1.56,6.4,14890,https://op.gg/lol/champions/brand/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Sion,sion,mid,16.10,diamond_plus,50.38,0.84,1.18,9290,https://op.gg/lol/champions/sion/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Jayce,jayce,mid,16.10,diamond_plus,49.56,1.07,8.17,10307,https://op.gg/lol/champions/jayce/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Cho'Gath,chogath,mid,16.10,diamond_plus,50.45,0.62,0.46,6563,https://op.gg/lol/champions/chogath/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Ziggs,ziggs,mid,16.10,diamond_plus,49.85,0.69,0.36,7304,https://op.gg/lol/champions/ziggs/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Mel,mel,mid,16.10,diamond_plus,46.23,2.67,21.24,29078,https://op.gg/lol/champions/mel/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
Azir,azir,mid,16.10,diamond_plus,46.72,1.76,0.31,17380,https://op.gg/lol/champions/azir/build/mid?region=global&tier=diamond_plus&patch=16.10,2026-06-08
