champion_i,champion_i_normalized,champion_j,champion_j_normalized,lane,patch,elo,matchup_winrate_i_vs_j,matchup_games,matchup_occurrence_count,matchup_occurrence_rate,source_url,extraction_date
Viktor,viktor,Ziggs,ziggs,mid,16.10,master_plus,53.92,102,102,,https://op.gg/lol/champions/viktor/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=ziggs,2026-06-08
Viktor,viktor,Cho'Gath,chogath,mid,16.10,master_plus,47.47,99,99,,https://op.gg/lol/champions/viktor/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=chogath,2026-06-08
Viktor,viktor,Nasus,nasus,mid,16.10,master_plus,59.72,72,72,,https://op.gg/lol/champions/viktor/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=nasus,2026-06-08
Viktor,viktor,Tryndamere,tryndamere,mid,16.10,master_plus,47.06,68,68,,https://op.gg/lol/champions/viktor/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=tryndamere,2026-06-08
Viktor,viktor,Malphite,malphite,mid,16.10,master_plus,59.18,49,49,,https://op.gg/lol/champions/viktor/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=malphite,2026-06-08
Ahri,ahri,Sylas,sylas,mid,16.10,master_plus,49.36,1791,1791,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=sylas,2026-06-08
Ahri,ahri,Viktor,viktor,mid,16.10,master_plus,55.28,1675,1675,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=viktor,2026-06-08
Ahri,ahri,Zed,zed,mid,16.10,master_plus,48.81,1215,1215,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=zed,2026-06-08
Ahri,ahri,Katarina,katarina,mid,16.10,master_plus,46.43,1036,1036,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=katarina,2026-06-08
Ahri,ahri,Twisted Fate,twistedfate,mid,16.10,master_plus,47.28,918,918,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=twistedfate,2026-06-08
Ahri,ahri,Lissandra,lissandra,mid,16.10,master_plus,50.22,898,898,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=lissandra,2026-06-08
Ahri,ahri,Mel,mel,mid,16.10,master_plus,48.96,864,864,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=mel,2026-06-08
Ahri,ahri,Yasuo,yasuo,mid,16.10,master_plus,49.41,854,854,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=yasuo,2026-06-08
