champion_i,champion_i_normalized,champion_j,champion_j_normalized,lane,patch,elo,matchup_winrate_i_vs_j,matchup_games,matchup_occurrence_count,matchup_occurrence_rate,source_url,extraction_date
Ahri,ahri,Sylas,sylas,mid,16.11,diamond_plus,50.74,3802,3802,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=sylas,2026-06-08
Ahri,ahri,Viktor,viktor,mid,16.11,diamond_plus,50.14,3502,3502,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=viktor,2026-06-08
Ahri,ahri,Zed,zed,mid,16.11,diamond_plus,46.18,2633,2633,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=zed,2026-06-08
Ahri,ahri,Katarina,katarina,mid,16.11,diamond_plus,47.85,2351,2351,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=katarina,2026-06-08
Ahri,ahri,Yasuo,yasuo,mid,16.11,diamond_plus,51.59,1975,1975,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=yasuo,2026-06-08
Ahri,ahri,Twisted Fate,twistedfate,mid,16.11,diamond_plus,49.01,1924,1924,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=twistedfate,2026-06-08
Ahri,ahri,Xerath,xerath,mid,16.11,diamond_plus,52.56,1895,1895,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=xerath,2026-06-08
Ahri,ahri,Lissandra,lissandra,mid,16.11,diamond_plus,50.32,1858,1858,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=lissandra,2026-06-08
Ahri,ahri,Mel,mel,mid,16.11,diamond_plus,50.67,1788,1788,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=mel,2026-06-08
Ahri,ahri,Malzahar,malzahar,mid,16.11,diamond_plus,54.25,1775,1775,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=malzahar,2026-06-08
Ahri,ahri,Syndra,syndra,mid,16.11,diamond_plus,53.19,1726,1726,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=syndra,2026-06-08
Ahri,ahri,Vladimir,vladimir,mid,16.11,diamond_plus,49.91,1691,1691,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=vladimir,2026-06-08
Ahri,ahri,Akali,akali,mid,16.11,diamond_plus,51.3,1649,1649,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=akali,2026-06-08
Ahri,ahri,Yone,yone,mid,16.11,diamond_plus,56.17,1565,1565,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=yone,2026-06-08
Ahri,ahri,Orianna,orianna,mid,16.11,diamond_plus,53.73,1556,1556,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=orianna,2026-06-08
Ahri,ahri,Lux,lux,mid,16.11,diamond_plus,47.52,1532,1532,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=lux,2026-06-08
Ahri,ahri,LeBlanc,leblanc,mid,16.11,diamond_plus,48.68,1405,1405,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=leblanc,2026-06-08
Ahri,ahri,Galio,galio,mid,16.11,diamond_plus,52.99,1404,1404,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=galio,2026-06-08
Ahri,ahri,Ryze,ryze,mid,16.11,diamond_plus,51.07,1400,1400,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=ryze,2026-06-08
Ahri,ahri,Fizz,fizz,mid,16.11,diamond_plus,50.18,1383,1383,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=fizz,2026-06-08
Ahri,ahri,Aurora,aurora,mid,16.11,diamond_plus,51.81,1378,1378,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=aurora,2026-06-08
Ahri,ahri,Hwei,hwei,mid,16.11,diamond_plus,52.67,1331,1331,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=hwei,2026-06-08
Ahri,ahri,Zoe,zoe,mid,16.11,diamond_plus,49.18,1273,1273,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=diamond_plus&type=ranked&patch=16.11&target_champion=zoe,2026-06-08
