champion_i,champion_i_normalized,champion_j,champion_j_normalized,lane,patch,elo,matchup_winrate_i_vs_j,matchup_games,matchup_occurrence_count,matchup_occurrence_rate,source_url,extraction_date
Malzahar,malzahar,Brand,brand,mid,16.07,plat_plus,50.82,791,791,,https://op.gg/lol/champions/malzahar/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=brand,2026-04-07
Malzahar,malzahar,Swain,swain,mid,16.07,plat_plus,51.27,749,749,,https://op.gg/lol/champions/malzahar/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=swain,2026-04-07
Malzahar,malzahar,Vel'Koz,velkoz,mid,16.07,plat_plus,51.15,739,739,,https://op.gg/lol/champions/malzahar/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=velkoz,2026-04-07
Malzahar,malzahar,Taliyah,taliyah,mid,16.07,plat_plus,52.89,709,709,,https://op.gg/lol/champions/malzahar/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=taliyah,2026-04-07
Malzahar,malzahar,Ziggs,ziggs,mid,16.07,plat_plus,52.25,689,689,,https://op.gg/lol/champions/malzahar/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=ziggs,2026-04-07
Malzahar,malzahar,Cassiopeia,cassiopeia,mid,16.07,plat_plus,51.37,658,658,,https://op.gg/lol/champions/malzahar/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=cassiopeia,2026-04-07
Malzahar,malzahar,Morgana,morgana,mid,16.07,plat_plus,51.74,431,431,,https://op.gg/lol/champions/malzahar/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=morgana,2026-04-07
Malzahar,malzahar,Nasus,nasus,mid,16.07,plat_plus,47.0,383,383,,https://op.gg/lol/champions/malzahar/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=nasus,2026-04-07
Malzahar,malzahar,Malphite,malphite,mid,16.07,plat_plus,52.94,340,340,,https://op.gg/lol/champions/malzahar/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=malphite,2026-04-07
Malzahar,malzahar,Pantheon,pantheon,mid,16.07,plat_plus,47.98,321,321,,https://op.gg/lol/champions/malzahar/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=pantheon,2026-04-07
Malzahar,malzahar,Cho'Gath,chogath,mid,16.07,plat_plus,52.75,309,309,,https://op.gg/lol/champions/malzahar/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=chogath,2026-04-07
Malzahar,malzahar,Jayce,jayce,mid,16.07,plat_plus,51.28,273,273,,https://op.gg/lol/champions/malzahar/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=jayce,2026-04-07
