champion_name,champion_name_normalized,lane,patch,elo,winrate,pickrate,banrate,total_games,source_url,extraction_date
Viktor,viktor,mid,16.10,master_plus,50.22,11.23,7.19,42300,https://op.gg/lol/champions/viktor/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Ahri,ahri,mid,16.10,master_plus,52.33,10.76,3.96,40024,https://op.gg/lol/champions/ahri/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Zed,zed,mid,16.10,master_plus,50.6,8.11,31.11,29676,https://op.gg/lol/champions/zed/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Sylas,sylas,mid,16.10,master_plus,50.16,7.16,11.53,27164,https://op.gg/lol/champions/sylas/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Akali,akali,mid,16.10,master_plus,50.5,6.34,19.02,23988,https://op.gg/lol/champions/akali/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Katarina,katarina,mid,16.10,master_plus,52.46,6.75,11.86,26893,https://op.gg/lol/champions/katarina/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Yasuo,yasuo,mid,16.10,master_plus,49.9,6.08,15.53,24235,https://op.gg/lol/champions/yasuo/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Twisted Fate,twistedfate,mid,16.10,master_plus,51.27,6.11,1.49,23822,https://op.gg/lol/champions/twistedfate/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Xerath,xerath,mid,16.10,master_plus,50.64,5.38,4.46,20997,https://op.gg/lol/champions/xerath/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Galio,galio,mid,16.10,master_plus,49.81,4.96,2.0,18030,https://op.gg/lol/champions/galio/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Yone,yone,mid,16.10,master_plus,48.99,4.77,2.92,18871,https://op.gg/lol/champions/yone/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Orianna,orianna,mid,16.10,master_plus,49.52,4.94,2.28,19117,https://op.gg/lol/champions/orianna/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Lissandra,lissandra,mid,16.10,master_plus,52.56,4.81,2.48,19372,https://op.gg/lol/champions/lissandra/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Ryze,ryze,mid,16.10,master_plus,48.65,4.76,1.25,17846,https://op.gg/lol/champions/ryze/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Vladimir,vladimir,mid,16.10,master_plus,51.26,4.48,6.52,17296,https://op.gg/lol/champions/vladimir/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Malzahar,malzahar,mid,16.10,master_plus,50.42,4.45,4.01,16886,https://op.gg/lol/champions/malzahar/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Syndra,syndra,mid,16.10,master_plus,50.6,4.44,2.56,16929,https://op.gg/lol/champions/syndra/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Aurora,aurora,mid,16.10,master_plus,49.4,4.32,2.77,15746,https://op.gg/lol/champions/aurora/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
LeBlanc,leblanc,mid,16.10,master_plus,51.59,3.91,18.51,15360,https://op.gg/lol/champions/leblanc/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Zoe,zoe,mid,16.10,master_plus,53.61,3.67,11.39,13658,https://op.gg/lol/champions/zoe/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Anivia,anivia,mid,16.10,master_plus,50.13,3.6,6.65,13956,https://op.gg/lol/champions/anivia/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Qiyana,qiyana,mid,16.10,master_plus,51.12,3.59,6.03,13199,https://op.gg/lol/champions/qiyana/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Hwei,hwei,mid,16.10,master_plus,50.31,3.54,1.48,13560,https://op.gg/lol/champions/hwei/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Fizz,fizz,mid,16.10,master_plus,52.93,3.51,2.49,14207,https://op.gg/lol/champions/fizz/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Talon,talon,mid,16.10,master_plus,52.12,2.6,20.86,9147,https://op.gg/lol/champions/talon/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Annie,annie,mid,16.10,master_plus,52.94,3.25,0.88,12422,https://op.gg/lol/champions/annie/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Ekko,ekko,mid,16.10,master_plus,52.26,3.16,1.94,11869,https://op.gg/lol/champions/ekko/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Akshan,akshan,mid,16.10,master_plus,50.79,3.17,4.73,11551,https://op.gg/lol/champions/akshan/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Naafiri,naafiri,mid,16.10,master_plus,51.83,2.0,34.0,7823,https://op.gg/lol/champions/naafiri/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Mel,mel,mid,16.10,master_plus,46.42,2.53,19.55,9922,https://op.gg/lol/champions/mel/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Diana,diana,mid,16.10,master_plus,51.21,2.91,2.33,11543,https://op.gg/lol/champions/diana/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Lux,lux,mid,16.10,master_plus,51.88,2.78,1.07,11137,https://op.gg/lol/champions/lux/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Kassadin,kassadin,mid,16.10,master_plus,50.57,2.72,3.7,10361,https://op.gg/lol/champions/kassadin/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Irelia,irelia,mid,16.10,master_plus,50.85,2.34,14.99,8605,https://op.gg/lol/champions/irelia/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Taliyah,taliyah,mid,16.10,master_plus,51.25,2.27,0.8,8961,https://op.gg/lol/champions/taliyah/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Vex,vex,mid,16.10,master_plus,51.68,2.19,2.1,8115,https://op.gg/lol/champions/vex/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Cassiopeia,cassiopeia,mid,16.10,master_plus,50.76,2.09,1.7,10351,https://op.gg/lol/champions/cassiopeia/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Veigar,veigar,mid,16.10,master_plus,48.12,2.01,0.38,8296,https://op.gg/lol/champions/veigar/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Aurelion Sol,aurelionsol,mid,16.10,master_plus,50.97,1.86,0.69,7300,https://op.gg/lol/champions/aurelionsol/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Azir,azir,mid,16.10,master_plus,44.94,1.82,0.36,6477,https://op.gg/lol/champions/azir/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Jayce,jayce,mid,16.10,master_plus,50.68,1.32,12.13,4910,https://op.gg/lol/champions/jayce/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Xin Zhao,xinzhao,mid,16.10,master_plus,47.98,1.34,6.18,4671,https://op.gg/lol/champions/xinzhao/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Brand,brand,mid,16.10,master_plus,48.15,1.3,4.73,4620,https://op.gg/lol/champions/brand/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Vel'Koz,velkoz,mid,16.10,master_plus,50.8,1.08,0.83,4256,https://op.gg/lol/champions/velkoz/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Sion,sion,mid,16.10,master_plus,49.23,1.01,1.23,3904,https://op.gg/lol/champions/sion/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Riven,riven,mid,16.10,master_plus,55.22,0.98,4.65,4739,https://op.gg/lol/champions/riven/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Kayle,kayle,mid,16.10,master_plus,52.52,0.93,2.29,3684,https://op.gg/lol/champions/kayle/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Pantheon,pantheon,mid,16.10,master_plus,52.23,0.85,1.25,3234,https://op.gg/lol/champions/pantheon/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Swain,swain,mid,16.10,master_plus,52.68,0.8,0.84,3060,https://op.gg/lol/champions/swain/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Malphite,malphite,mid,16.10,master_plus,51.16,0.65,15.49,2671,https://op.gg/lol/champions/malphite/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Singed,singed,mid,16.10,master_plus,53.85,0.73,1.63,2262,https://op.gg/lol/champions/singed/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Tryndamere,tryndamere,mid,16.10,master_plus,50.46,0.6,1.76,1952,https://op.gg/lol/champions/tryndamere/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Cho'Gath,chogath,mid,16.10,master_plus,49.16,0.6,0.41,2231,https://op.gg/lol/champions/chogath/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Ziggs,ziggs,mid,16.10,master_plus,46.67,0.57,0.31,2331,https://op.gg/lol/champions/ziggs/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
Nasus,nasus,mid,16.10,master_plus,55.07,0.53,1.88,1998,https://op.gg/lol/champions/nasus/build/mid?region=global&tier=master_plus&patch=16.10,2026-06-08
