"champion_i","champion_i_normalized","champion_j","champion_j_normalized","lane","patch","elo","matchup_winrate_i_vs_j","matchup_games","source_url","extraction_date","champion_i_total_games","matchup_share_percent","low_matchup_sample","low_champion_sample"
"Akali","akali","Zoe","zoe","mid",16.05,"plat_plus",48.61,2415,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=zoe",2026-03-13,187422,1.28853603098889,0,0
"Akali","akali","Irelia","irelia","mid",16.05,"plat_plus",53.19,2412,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=irelia",2026-03-13,187422,1.28693536511189,0,0
"Akali","akali","Ekko","ekko","mid",16.05,"plat_plus",53.1,2292,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ekko",2026-03-13,187422,1.22290873003169,0,0
"Akali","akali","Hwei","hwei","mid",16.05,"plat_plus",48.15,2276,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=hwei",2026-03-13,187422,1.21437184535433,0,0
"Akali","akali","Vladimir","vladimir","mid",16.05,"plat_plus",50.3,2153,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=vladimir",2026-03-13,187422,1.14874454439714,0,0
"Akali","akali","Kassadin","kassadin","mid",16.05,"plat_plus",49.91,2150,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=kassadin",2026-03-13,187422,1.14714387852013,0,0
"Akali","akali","Akshan","akshan","mid",16.05,"plat_plus",47.39,2047,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=akshan",2026-03-13,187422,1.09218768340963,0,0
"Akali","akali","Aurelion Sol","aurelionsol","mid",16.05,"plat_plus",48.92,2042,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=aurelionsol",2026-03-13,187422,1.08951990694796,0,0
"Akali","akali","Anivia","anivia","mid",16.05,"plat_plus",47.76,2027,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=anivia",2026-03-13,187422,1.08151657756293,0,0
"Akali","akali","Naafiri","naafiri","mid",16.05,"plat_plus",48.4,1967,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=naafiri",2026-03-13,187422,1.04950326002284,0,0
"Akali","akali","Annie","annie","mid",16.05,"plat_plus",48.27,1941,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=annie",2026-03-13,187422,1.03563082242213,0,0
"Akali","akali","Qiyana","qiyana","mid",16.05,"plat_plus",49.84,1932,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=qiyana",2026-03-13,187422,1.03082882479111,0,0
"Akali","akali","Talon","talon","mid",16.05,"plat_plus",49.65,1728,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=talon",2026-03-13,187422,0.921983545154784,0,0
"Akali","akali","Azir","azir","mid",16.05,"plat_plus",56.91,1274,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=azir",2026-03-13,187422,0.679749442434719,0,0
"Akali","akali","Taliyah","taliyah","mid",16.05,"plat_plus",50.67,1202,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=taliyah",2026-03-13,187422,0.641333461386604,0,0
"Akali","akali","Pantheon","pantheon","mid",16.05,"plat_plus",43.77,987,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=pantheon",2026-03-13,187422,0.52661907353459,0,0
"Akali","akali","Vel'Koz","velkoz","mid",16.05,"plat_plus",49.26,806,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=velkoz",2026-03-13,187422,0.430045565621965,0,0
"Akali","akali","Brand","brand","mid",16.05,"plat_plus",46.95,803,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=brand",2026-03-13,187422,0.428444899744961,0,0
"Akali","akali","Swain","swain","mid",16.05,"plat_plus",46.53,763,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=swain",2026-03-13,187422,0.407102688051563,0,0
"Akali","akali","Sion","sion","mid",16.05,"plat_plus",46.02,691,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=sion",2026-03-13,187422,0.368686707003447,0,0
"Akali","akali","Cassiopeia","cassiopeia","mid",16.05,"plat_plus",51.69,652,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=cassiopeia",2026-03-13,187422,0.347878050602384,0,0
"Akali","akali","Smolder","smolder","mid",16.05,"plat_plus",52.75,637,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=smolder",2026-03-13,187422,0.33987472121736,0,0
"Akali","akali","Ziggs","ziggs","mid",16.05,"plat_plus",48.53,544,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ziggs",2026-03-13,187422,0.29025407903021,0,0
"Akali","akali","Malphite","malphite","mid",16.05,"plat_plus",55.07,523,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=malphite",2026-03-13,187422,0.279049417891176,0,0
"Akali","akali","Jayce","jayce","mid",16.05,"plat_plus",48.05,514,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=jayce",2026-03-13,187422,0.274247420260162,0,0
"Akali","akali","Cho'Gath","chogath","mid",16.05,"plat_plus",46.94,490,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=chogath",2026-03-13,187422,0.261442093244123,0,0
"Akali","akali","Nasus","nasus","mid",16.05,"plat_plus",45.18,394,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=nasus",2026-03-13,187422,0.210220785179968,0,0
"Akali","akali","Kayle","kayle","mid",16.05,"plat_plus",52.05,390,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=kayle",2026-03-13,187422,0.208086564010628,0,0
"Akali","akali","Morgana","morgana","mid",16.05,"plat_plus",50.13,379,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=morgana",2026-03-13,187422,0.202217455794944,0,0
"Akali","akali","Kog'Maw","kogmaw","mid",16.05,"plat_plus",46.94,360,"https://op.gg/lol/champions/akali/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=kogmaw",2026-03-13,187422,0.19207990524058,0,0
"Vex","vex","Ahri","ahri","mid",16.05,"plat_plus",50.33,5643,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ahri",2026-03-13,85605,6.59190467846504,0,0
"Vex","vex","Yasuo","yasuo","mid",16.05,"plat_plus",54.33,4767,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=yasuo",2026-03-13,85605,5.56859996495532,0,0
"Vex","vex","Katarina","katarina","mid",16.05,"plat_plus",54.67,3331,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=katarina",2026-03-13,85605,3.89112785468139,0,0
"Vex","vex","LeBlanc","leblanc","mid",16.05,"plat_plus",56.2,3244,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=leblanc",2026-03-13,85605,3.7894982769698,0,0
"Vex","vex","Akali","akali","mid",16.05,"plat_plus",53.99,3219,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=akali",2026-03-13,85605,3.76029437532854,0,0
"Vex","vex","Sylas","sylas","mid",16.05,"plat_plus",57.07,2616,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=sylas",2026-03-13,85605,3.05589626774137,0,0
"Vex","vex","Zed","zed","mid",16.05,"plat_plus",50.7,2564,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=zed",2026-03-13,85605,2.99515215232755,0,0
"Vex","vex","Yone","yone","mid",16.05,"plat_plus",58.02,2432,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=yone",2026-03-13,85605,2.8409555516617,0,0
"Vex","vex","Viktor","viktor","mid",16.05,"plat_plus",48.97,2373,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=viktor",2026-03-13,85605,2.77203434378833,0,0
"Vex","vex","Malzahar","malzahar","mid",16.05,"plat_plus",49.25,2006,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=malzahar",2026-03-13,85605,2.34332106769464,0,0
"Vex","vex","Xerath","xerath","mid",16.05,"plat_plus",46.78,1879,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=xerath",2026-03-13,85605,2.19496524735705,0,0
"Vex","vex","Mel","mel","mid",16.05,"plat_plus",47.91,1772,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=mel",2026-03-13,85605,2.06997254833246,0,0
"Vex","vex","Veigar","veigar","mid",16.05,"plat_plus",46.77,1687,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=veigar",2026-03-13,85605,1.97067928275218,0,0
"Vex","vex","Syndra","syndra","mid",16.05,"plat_plus",49.51,1640,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=syndra",2026-03-13,85605,1.91577594766661,0,0
"Vex","vex","Fizz","fizz","mid",16.05,"plat_plus",50.28,1625,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=fizz",2026-03-13,85605,1.89825360668185,0,0
"Vex","vex","Diana","diana","mid",16.05,"plat_plus",50.57,1481,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=diana",2026-03-13,85605,1.7300391332282,0,0
"Vex","vex","Lux","lux","mid",16.05,"plat_plus",50.64,1406,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=lux",2026-03-13,85605,1.64242742830442,0,0
"Vex","vex","Twisted Fate","twistedfate","mid",16.05,"plat_plus",50.04,1399,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=twistedfate",2026-03-13,85605,1.63425033584487,0,0
"Vex","vex","Orianna","orianna","mid",16.05,"plat_plus",51,1249,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=orianna",2026-03-13,85605,1.45902692599731,0,0
"Vex","vex","Aurora","aurora","mid",16.05,"plat_plus",52.85,1194,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=aurora",2026-03-13,85605,1.39477834238654,0,0
"Vex","vex","Irelia","irelia","mid",16.05,"plat_plus",54.43,1185,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=irelia",2026-03-13,85605,1.38426493779569,0,0
"Vex","vex","Hwei","hwei","mid",16.05,"plat_plus",48.48,1089,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=hwei",2026-03-13,85605,1.27212195549325,0,0
"Vex","vex","Zoe","zoe","mid",16.05,"plat_plus",47.92,1060,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=zoe",2026-03-13,85605,1.23824542958939,0,0
"Vex","vex","Ekko","ekko","mid",16.05,"plat_plus",52.55,1058,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ekko",2026-03-13,85605,1.23590911745809,0,0
"Vex","vex","Ryze","ryze","mid",16.05,"plat_plus",51.26,991,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ryze",2026-03-13,85605,1.15764266105952,0,0
"Vex","vex","Naafiri","naafiri","mid",16.05,"plat_plus",50.46,977,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=naafiri",2026-03-13,85605,1.14128847614041,0,0
"Vex","vex","Galio","galio","mid",16.05,"plat_plus",52.76,961,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=galio",2026-03-13,85605,1.12259797909001,0,0
"Vex","vex","Akshan","akshan","mid",16.05,"plat_plus",52.25,957,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=akshan",2026-03-13,85605,1.1179253548274,0,0
"Vex","vex","Kassadin","kassadin","mid",16.05,"plat_plus",50.64,940,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=kassadin",2026-03-13,85605,1.09806670171135,0,0
"Vex","vex","Lissandra","lissandra","mid",16.05,"plat_plus",48.76,925,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=lissandra",2026-03-13,85605,1.08054436072659,0,0
"Vex","vex","Anivia","anivia","mid",16.05,"plat_plus",44.21,889,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=anivia",2026-03-13,85605,1.03849074236318,0,0
"Vex","vex","Qiyana","qiyana","mid",16.05,"plat_plus",53.32,874,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=qiyana",2026-03-13,85605,1.02096840137842,0,0
"Vex","vex","Aurelion Sol","aurelionsol","mid",16.05,"plat_plus",47.68,862,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=aurelionsol",2026-03-13,85605,1.00695052859062,0,0
"Vex","vex","Annie","annie","mid",16.05,"plat_plus",46.31,840,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=annie",2026-03-13,85605,0.981251095146311,0,0
"Vex","vex","Vladimir","vladimir","mid",16.05,"plat_plus",47.07,786,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=vladimir",2026-03-13,85605,0.918170667601191,0,0
"Vex","vex","Talon","talon","mid",16.05,"plat_plus",54.47,749,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=talon",2026-03-13,85605,0.874948893172128,0,0
"Vex","vex","Azir","azir","mid",16.05,"plat_plus",60.36,497,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=azir",2026-03-13,85605,0.580573564628234,0,0
"Vex","vex","Taliyah","taliyah","mid",16.05,"plat_plus",50.72,489,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=taliyah",2026-03-13,85605,0.571228316103031,0,0
"Vex","vex","Vel'Koz","velkoz","mid",16.05,"plat_plus",43.9,369,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=velkoz",2026-03-13,85605,0.431049588224987,0,0
"Vex","vex","Brand","brand","mid",16.05,"plat_plus",50,356,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=brand",2026-03-13,85605,0.415863559371532,0,0
"Vex","vex","Cassiopeia","cassiopeia","mid",16.05,"plat_plus",47.7,304,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=cassiopeia",2026-03-13,85605,0.355119443957713,0,0
"Vex","vex","Smolder","smolder","mid",16.05,"plat_plus",62.28,289,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=smolder",2026-03-13,85605,0.337597102972957,0,0
"Vex","vex","Swain","swain","mid",16.05,"plat_plus",46.89,273,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=swain",2026-03-13,85605,0.318906605922551,0,0
"Vex","vex","Sion","sion","mid",16.05,"plat_plus",43.83,235,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=sion",2026-03-13,85605,0.274516675427837,0,0
"Vex","vex","Ziggs","ziggs","mid",16.05,"plat_plus",53.02,232,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ziggs",2026-03-13,85605,0.271012207230886,0,0
"Vex","vex","Pantheon","pantheon","mid",16.05,"plat_plus",57.6,217,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=pantheon",2026-03-13,85605,0.25348986624613,0,0
"Vex","vex","Malphite","malphite","mid",16.05,"plat_plus",49.27,205,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=malphite",2026-03-13,85605,0.239471993458326,0,0
"Vex","vex","Cho'Gath","chogath","mid",16.05,"plat_plus",44.63,177,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=chogath",2026-03-13,85605,0.206763623620116,0,0
"Vex","vex","Jayce","jayce","mid",16.05,"plat_plus",50.59,170,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=jayce",2026-03-13,85605,0.198586531160563,0,0
"Vex","vex","Kog'Maw","kogmaw","mid",16.05,"plat_plus",48.77,162,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=kogmaw",2026-03-13,85605,0.18924128263536,0,0
"Vex","vex","Nasus","nasus","mid",16.05,"plat_plus",36.08,158,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=nasus",2026-03-13,85605,0.184568658372759,1,0
"Vex","vex","Kayle","kayle","mid",16.05,"plat_plus",43.23,155,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=kayle",2026-03-13,85605,0.181064190175807,1,0
"Vex","vex","Morgana","morgana","mid",16.05,"plat_plus",49.68,155,"https://op.gg/lol/champions/vex/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=morgana",2026-03-13,85605,0.181064190175807,1,0
"Aurelion Sol","aurelionsol","Ahri","ahri","mid",16.05,"plat_plus",47.41,4904,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ahri",2026-03-13,87323,5.61593165603564,0,0
"Aurelion Sol","aurelionsol","Yasuo","yasuo","mid",16.05,"plat_plus",55.76,3544,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=yasuo",2026-03-13,87323,4.05849547083815,0,0
"Aurelion Sol","aurelionsol","Malzahar","malzahar","mid",16.05,"plat_plus",50.94,3473,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=malzahar",2026-03-13,87323,3.97718814058152,0,0
"Aurelion Sol","aurelionsol","Viktor","viktor","mid",16.05,"plat_plus",51.46,2849,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=viktor",2026-03-13,87323,3.26259977325561,0,0
"Aurelion Sol","aurelionsol","Mel","mel","mid",16.05,"plat_plus",57,2835,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=mel",2026-03-13,87323,3.2465673419374,0,0
"Aurelion Sol","aurelionsol","Yone","yone","mid",16.05,"plat_plus",46.07,2535,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=yone",2026-03-13,87323,2.90301524226149,0,0
"Aurelion Sol","aurelionsol","Katarina","katarina","mid",16.05,"plat_plus",48.07,2378,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=katarina",2026-03-13,87323,2.72322297676443,0,0
"Aurelion Sol","aurelionsol","Veigar","veigar","mid",16.05,"plat_plus",49.61,2326,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=veigar",2026-03-13,87323,2.66367394615393,0,0
"Aurelion Sol","aurelionsol","Sylas","sylas","mid",16.05,"plat_plus",52.18,2179,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=sylas",2026-03-13,87323,2.49533341731274,0,0
"Aurelion Sol","aurelionsol","Akali","akali","mid",16.05,"plat_plus",51.08,2042,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=akali",2026-03-13,87323,2.3384446251274,0,0
"Aurelion Sol","aurelionsol","Twisted Fate","twistedfate","mid",16.05,"plat_plus",52.57,1927,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=twistedfate",2026-03-13,87323,2.20674965358497,0,0
"Aurelion Sol","aurelionsol","Zed","zed","mid",16.05,"plat_plus",47.49,1893,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=zed",2026-03-13,87323,2.16781374895503,0,0
"Aurelion Sol","aurelionsol","Syndra","syndra","mid",16.05,"plat_plus",54.27,1887,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=syndra",2026-03-13,87323,2.16094270696151,0,0
"Aurelion Sol","aurelionsol","Xerath","xerath","mid",16.05,"plat_plus",50.4,1867,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=xerath",2026-03-13,87323,2.13803923364978,0,0
"Aurelion Sol","aurelionsol","Fizz","fizz","mid",16.05,"plat_plus",45.82,1759,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=fizz",2026-03-13,87323,2.01436047776645,0,0
"Aurelion Sol","aurelionsol","Ryze","ryze","mid",16.05,"plat_plus",56.13,1664,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ryze",2026-03-13,87323,1.90556897953575,0,0
"Aurelion Sol","aurelionsol","Lux","lux","mid",16.05,"plat_plus",53.6,1623,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=lux",2026-03-13,87323,1.8586168592467,0,0
"Aurelion Sol","aurelionsol","Orianna","orianna","mid",16.05,"plat_plus",55.76,1528,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=orianna",2026-03-13,87323,1.749825361016,0,0
"Aurelion Sol","aurelionsol","Anivia","anivia","mid",16.05,"plat_plus",52.53,1464,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=anivia",2026-03-13,87323,1.67653424641847,0,0
"Aurelion Sol","aurelionsol","Diana","diana","mid",16.05,"plat_plus",50,1436,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=diana",2026-03-13,87323,1.64446938378205,0,0
"Aurelion Sol","aurelionsol","Hwei","hwei","mid",16.05,"plat_plus",50.56,1335,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=hwei",2026-03-13,87323,1.52880684355783,0,0
"Aurelion Sol","aurelionsol","LeBlanc","leblanc","mid",16.05,"plat_plus",52.68,1308,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=leblanc",2026-03-13,87323,1.49788715458699,0,0
"Aurelion Sol","aurelionsol","Ekko","ekko","mid",16.05,"plat_plus",51.94,1288,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ekko",2026-03-13,87323,1.47498368127527,0,0
"Aurelion Sol","aurelionsol","Aurora","aurora","mid",16.05,"plat_plus",53.38,1257,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=aurora",2026-03-13,87323,1.43948329764209,0,0
"Aurelion Sol","aurelionsol","Kassadin","kassadin","mid",16.05,"plat_plus",48.2,1249,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=kassadin",2026-03-13,87323,1.4303219083174,0,0
"Aurelion Sol","aurelionsol","Vladimir","vladimir","mid",16.05,"plat_plus",53.09,1117,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=vladimir",2026-03-13,87323,1.27915898445999,0,0
"Aurelion Sol","aurelionsol","Zoe","zoe","mid",16.05,"plat_plus",49.19,1114,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=zoe",2026-03-13,87323,1.27572346346323,0,0
"Aurelion Sol","aurelionsol","Galio","galio","mid",16.05,"plat_plus",52.23,1101,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=galio",2026-03-13,87323,1.26083620581061,0,0
"Aurelion Sol","aurelionsol","Lissandra","lissandra","mid",16.05,"plat_plus",52.35,999,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=lissandra",2026-03-13,87323,1.1440284919208,0,0
"Aurelion Sol","aurelionsol","Akshan","akshan","mid",16.05,"plat_plus",49.75,995,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=akshan",2026-03-13,87323,1.13944779725845,0,0
"Aurelion Sol","aurelionsol","Naafiri","naafiri","mid",16.05,"plat_plus",46.4,903,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=naafiri",2026-03-13,87323,1.03409182002451,0,0
"Aurelion Sol","aurelionsol","Irelia","irelia","mid",16.05,"plat_plus",51.24,890,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=irelia",2026-03-13,87323,1.01920456237188,0,0
"Aurelion Sol","aurelionsol","Vex","vex","mid",16.05,"plat_plus",52.32,862,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=vex",2026-03-13,87323,0.987139699735465,0,0
"Aurelion Sol","aurelionsol","Annie","annie","mid",16.05,"plat_plus",51.31,764,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=annie",2026-03-13,87323,0.874912680507999,0,0
"Aurelion Sol","aurelionsol","Qiyana","qiyana","mid",16.05,"plat_plus",50,724,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=qiyana",2026-03-13,87323,0.829105733884544,0,0
"Aurelion Sol","aurelionsol","Azir","azir","mid",16.05,"plat_plus",60.03,723,"https://op.gg/lol/champions/aurelionsol/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=azir",2026-03-13,87323,0.827960560218957,0,0
